Unnamed: 0,NAME,PAGE,IMG_URL,LOGP,PKA,MW,FORM,SOL,DESC
175,Gemfibrozil,https://www.drugbank.ca/drugs/DB01241,https://www.drugbank.ca/structures/DB01241/thumb.svg,3.4,4.42,250.3334,C15H22O3,0.0278,A lipid-regulating agent that lowers elevated serum lipids primarily by decreasing serum triglycerides with a variable reduction in total cholesterol. These decreases occur primarily in the VLDL fraction and less frequently in the LDL fraction. Gemfibrozil increases HDL subfractions HDL2 and HDL3 as well as apolipoproteins A-I and A-II. Its mechanism of action has not been definitely established. [PubChem]
176,Chloroxine,https://www.drugbank.ca/drugs/DB01243,https://www.drugbank.ca/structures/DB01243/thumb.svg,3.0,6.95,214.048,C9H5Cl2NO,0.138,Chloroxine is a synthetic antibacterial compound. Chloroxine is a compound used in some shampoos for the treatment of dandruff and seborrheic dermatitis of the scalp.
177,Isocarboxazid,https://www.drugbank.ca/drugs/DB01247,https://www.drugbank.ca/structures/DB01247/thumb.svg,1.49,12.02,231.2505,C12H13N3O2,0.224,"An MAO inhibitor that is effective in the treatment of major depression, dysthymic disorder, and atypical depression. It also is useful in the treatment of panic disorder and the phobic disorders. (From AMA, Drug Evaluations Annual, 1994, p311)"
178,Docetaxel,https://www.drugbank.ca/drugs/DB01248,https://www.drugbank.ca/structures/DB01248/thumb.svg,2.4,10.96,807.8792,C43H53NO14,0.0127,"Docetaxel is a clinically well established anti-mitotic chemotherapy medication used mainly for the treatment of breast, ovarian, and non-small cell lung cancer. Docetaxel binds to microtubules reversibly with high affinity and has a maximum stoichiometry of one mole docetaxel per mole tubulin in microtubules."
179,Iodixanol,https://www.drugbank.ca/drugs/DB01249,https://www.drugbank.ca/structures/DB01249/thumb.svg,0.5,11.43,1550.1819,C35H44I6N6O15,0.185,"Iodixanol is a nonionic hydrophilic compound commonly used as a contrast agent during coronary angiography, particularly in individuals with renal dysfunction, as it is believed to be less toxic to the kidneys than most other intravascular contrast agents."
180,Olsalazine,https://www.drugbank.ca/drugs/DB01250,https://www.drugbank.ca/structures/DB01250/thumb.svg,2.3,2.93,302.239,C14H10N2O6,0.0781,"Olsalazine is an anti-inflammatory drug used in the treatment of Inflammatory Bowel Disease and Ulcerative Colitis. Olsalazine is a derivative of salicylic acid. Inactive by itself (it is a prodrug), it is converted by the bacteria in the colon to mesalamine. Mesalamine works as an anti-inflammatory agent in treating inflammatory diseases of the intestines."
181,Gliquidone,https://www.drugbank.ca/drugs/DB01251,https://www.drugbank.ca/structures/DB01251/thumb.svg,4.5,4.32,527.632,C27H33N3O6S,0.0022,"Gliquidone is an anti-diabetic drug in the sulfonylurea class. It is used in the treatment of diabetes mellitus type 2. It is an ATP-dependent K+ (KATP) channel blocker. This block causes a depolarization which leads to activation of voltage-dependent Ca channels and Ca2+ influx, and eventually increases insulin release."
182,Mitiglinide,https://www.drugbank.ca/drugs/DB01252,https://www.drugbank.ca/structures/DB01252/thumb.svg,2.9,4.62,315.413,C19H25NO3,0.0708,Mitiglinide is a drug for the treatment of type 2 diabetes. Mitiglinide is thought to stimulate insulin secretion by closing the ATP-sensitive K(+) (K(ATP)) channels in pancreatic beta-cells.
183,Ergonovine,https://www.drugbank.ca/drugs/DB01253,https://www.drugbank.ca/structures/DB01253/thumb.svg,0.9,15.0,325.4048,C19H23N3O2,0.321,An ergot alkaloid with uterine and vascular smooth muscle contractile properties. [PubChem]
184,Dasatinib,https://www.drugbank.ca/drugs/DB01254,https://www.drugbank.ca/structures/DB01254/thumb.svg,1.8,8.49,488.006,C22H26ClN7O2S,0.0128,"Dasatinib is an oral dual BCR/ABL and Src family tyrosine kinase inhibitor approved for use in patients with chronic myelogenous leukemia (CML). The main targets of Dasatinib, are BCRABL, SRC, Ephrins and GFR."
185,Lisdexamfetamine,https://www.drugbank.ca/drugs/DB01255,https://www.drugbank.ca/structures/DB01255/thumb.svg,1.06,15.89,263.3785,C15H25N3O,0.0877,"Lisdexamfetamine (L-lysine-d-amphetamine) is a prodrug of the psychostimulant d-amphetamine coupled with the essential amino acid L-lysine. It was developed so that the amphetamine psychostimulant is released and activated more slowly as the prodrug molecule is hydrolyzed consequently cleaving off the amino acid-during the first pass through the intestines and/or the liver. Amphetamines target the trace amine-associated receptor 1 (TAAR1). Amphetamine is also believed to exert its effects by binding to the monoamine transporters (the dopamine transporter or DAT) and increasing extracellular levels of the biogenic amines dopamine, norepinephrine (noradrenaline) and serotonin."
186,Retapamulin,https://www.drugbank.ca/drugs/DB01256,https://www.drugbank.ca/structures/DB01256/thumb.svg,5.0,14.43,517.763,C30H47NO4S,0.000394,Retapamulin is a topical antibiotic developed by GlaxoSmithKline. It was approved by the United States Food and Drug Administration in April 2007 for the treatment of bacterial skin infections such as impetigo. It is marketed as an ointment under the name brand Altabax.
187,Lapatinib,https://www.drugbank.ca/drugs/DB01259,https://www.drugbank.ca/structures/DB01259/thumb.svg,5.4,15.99,581.058,C29H26ClFN4O4S,0.0223,"Lapatinib is an anti-cancer drug developed by GlaxoSmithKline (GSK) as a treatment for solid tumours such as breast and lung cancer. It was approved by the FDA on March 13, 2007, for use in patients with advanced metastatic breast cancer in conjunction with the chemotherapy drug Capecitabine. Lapatinib is human epidermal growth factor receptor type 2 (HER2/ERBB2) and epidermal growth factor receptor (HER1/EGFR/ERBB1) tyrosine kinases inhibitor. It binds to the intracellular phosphorylation domain to prevent receptor autophosphorylation upon ligand binding."
188,Desonide,https://www.drugbank.ca/drugs/DB01260,https://www.drugbank.ca/structures/DB01260/thumb.svg,1.4,13.74,416.5073,C24H32O6,0.0594,A nonfluorinated corticosteroid anti-inflammatory agent used topically for dermatoses. [PubChem]
189,Decitabine,https://www.drugbank.ca/drugs/DB01262,https://www.drugbank.ca/structures/DB01262/thumb.svg,-2.0,13.89,228.2053,C8H12N4O4,5.5,"Decitabine is indicated for treatment of patients with myelodysplastic syndrome (MDS). It is a chemical analogue of cytidine, a nucleoside present in DNA and RNA. Cells in the presence of Decitabine incorporate it into DNA during replication and RNA during transcription. The incorporation of Decitabine into DNA or RNA inhibits methyltransferase thereby causing demethylation in that sequence. This adversely affects the way that cell regulatory proteins are able to bind to the DNA/RNA substrate."
190,Posaconazole,https://www.drugbank.ca/drugs/DB01263,https://www.drugbank.ca/structures/DB01263/thumb.svg,5.5,14.83,700.7774,C37H42F2N8O4,0.012,Posaconazole is a triazole antifungal drug that is used to treat invasive infections by Candida species and Aspergillus species in severely immunocompromised patients.
191,Darunavir,https://www.drugbank.ca/drugs/DB01264,https://www.drugbank.ca/structures/DB01264/thumb.svg,1.8,13.59,547.664,C27H37N3O7S,0.0668,Darunavir is a protease inhibitor used to treat HIV. It acts on the HIV aspartyl protease which the virus needs to cleave the HIV polyprotein into its functional fragments.
192,Telbivudine,https://www.drugbank.ca/drugs/DB01265,https://www.drugbank.ca/structures/DB01265/thumb.svg,-1.4,9.96,242.2286,C10H14N2O5,66.8,"Telbivudine is a synthetic thymidine nucleoside analog with specific activity against the hepatitis B virus. Telbivudine is orally administered, with good tolerance, lack of toxicity and no dose-limiting side effects."
193,Paliperidone,https://www.drugbank.ca/drugs/DB01267,https://www.drugbank.ca/structures/DB01267/thumb.svg,1.8,13.74,426.4839,C23H27FN4O3,0.297,"Paliperidone is the primary active metabolite of the older antipsychotic risperidone. While its specific mechanism of action is unknown, it is believed that paliperidone and risperidone act via similar if not the same pathways. It has been proposed that the drug's therapeutic activity in schizophrenia is mediated through a combination of central dopamine Type 2 (D2) and serotonin Type 2 (5HT2A) receptor antagonism. Paliperidone is also active as an antagonist at alpha 1 and alpha 2 adrenergic receptors and H1 histaminergic receptors, which may explain some of the other effects of the drug. Paliperidone was approved by the FDA for treatment of schizophrenia on December 20, 2006."
194,Sunitinib,https://www.drugbank.ca/drugs/DB01268,https://www.drugbank.ca/structures/DB01268/thumb.svg,5.2,11.46,398.4738,C22H27FN4O2,0.0308,"Sunitinib is an oral, small-molecule, multi-targeted receptor tyrosine kinase (RTK) inhibitor that was approved by the FDA for the treatment of renal cell carcinoma (RCC) and imatinib-resistant gastrointestinal stromal tumor (GIST) on January 26, 2006. Sunitinib inhibits cellular signaling by targeting multiple RTKs. These include all platelet-derived growth factor receptors (PDGF-R) and vascular endothelial growth factor receptors (VEGF-R). Sunitinib also inhibits KIT (CD117), the RTK that drives the majority of GISTs. In addition, sunitinib inhibits other RTKs including RET, CSF-1R, and flt3."
195,Arformoterol,https://www.drugbank.ca/drugs/DB01274,https://www.drugbank.ca/structures/DB01274/thumb.svg,2.2,8.61,344.4049,C19H24N2O4,0.0416,"Arformoterol is a bronchodilator. It works by relaxing muscles in the airways to improve breathing. Arformoterol inhalation is used to prevent bronchoconstriction in people with chronic obstructive pulmonary disease, including chronic bronchitis and emphysema. The use of arformoterol is pending revision due to safety concerns in regards to an increased risk of severe exacerbation of asthma symptoms, leading to hospitalization as well as death in some patients using long acting beta agonists for the treatment of asthma."
196,Hydralazine,https://www.drugbank.ca/drugs/DB01275,https://www.drugbank.ca/structures/DB01275/thumb.svg,1.0,17.69,160.1759,C8H8N4,2.61,A direct-acting vasodilator that is used as an antihypertensive agent. [PubChem]
197,Nelarabine,https://www.drugbank.ca/drugs/DB01280,https://www.drugbank.ca/structures/DB01280/thumb.svg,-1.0,12.45,297.2673,C11H15N5O5,13.9,"Nelarabine is a chemotherapy drug used in T-cell acute lymphoblastic leukemia. Nelarabine is a purine nucleoside analog converted to its corresponding arabinosylguanine nucleotide triphosphate (araGTP), resulting in inhibition of DNA synthesis and cytotoxicity."
198,Carbetocin,https://www.drugbank.ca/drugs/DB01282,https://www.drugbank.ca/structures/DB01282/thumb.svg,-2.0,11.42,988.161,C45H69N11O12S,0.0265,"Carbetocin is a drug used to control postpartum hemorrhage, bleeding after giving birth. It is an analogue of oxytocin, and its action is similar to that of oxytocin -- it causes contraction of the uterus."
199,Lumiracoxib,https://www.drugbank.ca/drugs/DB01283,https://www.drugbank.ca/structures/DB01283/thumb.svg,3.9,4.11,293.721,C15H13ClFNO2,0.00549,"Lumiracoxib is a COX-2 selective inhibitor non-steroidal anti-inflammatory drug. On August 11, 2007, Australia's Therapeutic Goods Administration (TGA, the Australian equivalent of the FDA) cancelled the registration of lumiracoxib in Australia due to concerns that it may cause liver failure. New Zealand and Canada have also followed suit in recalling the drug."
200,Tetracosactide,https://www.drugbank.ca/drugs/DB01284,https://www.drugbank.ca/structures/DB01284/thumb.svg,-0.95,3.03,2933.49,C136H210N40O31S,0.0481,"Tetracosactide (also known as Cosyntropin) is a synthetic peptide that is identical to the 24-amino acid segment (sequence: SYSMEHFRWGKPVGKKRRPVKVYP) at the N-terminal of adrenocorticotropic hormone. ACTH (1-24), a segment similar in all species, contains the biological activity that stimulates production of corticosteroids in the adrenal cortex. Tetracosactide exhibits the same activity as natural ACTH with regard to all its biological activities. The complex results in a product whose absorption in man is effected over a longer period of time as compared to corticotropin. Therefore, therapy may be maintained with less frequent administration."
201,Fenoterol,https://www.drugbank.ca/drugs/DB01288,https://www.drugbank.ca/structures/DB01288/thumb.svg,1.36,8.85,303.3529,C17H21NO4,0.162,An adrenergic beta-2 agonist that is used as a bronchodilator and tocolytic. [PubChem]
202,Glisoxepide,https://www.drugbank.ca/drugs/DB01289,https://www.drugbank.ca/structures/DB01289/thumb.svg,1.57,4.07,449.524,C20H27N5O5S,0.103,"Glisoxepide is one of the sulphonamide-derived oral antidiabetic drugs. It inhibits the uptake of bile acids into isolated rat hepatocytes. However it inhibits taurocholate uptake only in the absence of sodium ions. Glisoxepide uptake could be further inhibited by blockers of the hepatocellular monocarboxylate transporter, by the loop diuretic bumetanide, by 4,4'-diisothiocyano-2,2'-stilbenedisulfonate (DIDS) and by sulphate.  These results are consistent with the transport of glisoxepide via the transport system for the unconjugated bile acid cholate.
(PMID:1618280, 9017793)"
203,Pirbuterol,https://www.drugbank.ca/drugs/DB01291,https://www.drugbank.ca/structures/DB01291/thumb.svg,0.38,8.79,240.2988,C12H20N2O3,6.22,"Pirbuterol is a beta-2 adrenergic bronchodilator. In vitro studies and in vivo pharmacologic studies have demonstrated that pirbuterol has a preferential effect on beta-2 Adrenergic receptors compared with isoproterenol. While it is recognized that beta-2 adrenergic receptors are the predominant receptors in bronchial smooth muscle, data indicate that there is a population of beta-2 receptors in the human heart, existing in a concentration between 10-50%. The precise function of these receptors has not been established.

The pharmacologic effects of beta adrenergic agonist drugs, including pirbuterol, are at least in proof attributable to stimulation through beta adrenergic receptors of intracellular adenyl cyclase, the enzyme which catalyzes the conversion of adenosine triphosphate (AlP) to cyclic-3† ,5†-adenosine monophosphate (c-AMP). Increased c-AMP levels are associated with relaxation of bronchial smooth muscle and inhibition of release of mediators of immediate hypersensitivity from cells, especially from mast cells."
