,Event,TimeControl,endFEN,moves,mated_by,Winner,victory_status,wKing_sqr,bKing_sqr,wQueen_sqr,bQueen_sqr,wRook_sqr,bRook_sqr,wRook2_sqr,bRook2_sqr,wBishop_sqr,bBishop_sqr,wBishop2_sqr,bBishop2_sqr,wKnight_sqr,bKnight_sqr,wKnight2_sqr,bKnight2_sqr,avg_Elo
1566,Rated Bullet tournament https://lichess.org/tournament/WhXK2rPu,60+0,r7/ppp1R1k1/7p/2n5/5qp1/2N5/PPQ1R1PP/7K b - - 0 26,26,,white,outoftime,"(7, 7)","(1, 6)","(6, 2)","(4, 5)","(1, 4)","(0, 0)","(6, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 2)","(3, 2)","(None, None)","(None, None)",1730.0
1567,Rated Classical game,600+0,r1b1k1nr/pppp1ppp/8/2b1p3/4P3/3P1P2/PPP1Kq1P/RNBQ1B1R w kq - 0 8,8,Queen,black,mate,"(6, 4)","(0, 4)","(7, 3)","(6, 5)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(7, 2)","(0, 2)","(7, 5)","(3, 2)","(7, 1)","(0, 6)","(None, None)","(None, None)",1441.5
1568,Rated Classical game,1800+0,1r2r1k1/1P3p2/P7/3R4/4p1p1/2P1PqPp/5P1P/Q4R1K w - - 3 48,48,,black,outoftime,"(7, 7)","(0, 6)","(7, 0)","(5, 5)","(3, 3)","(0, 1)","(7, 5)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1705.0
1569,Rated Classical game,600+0,2kr1bnr/ppp2ppp/6q1/8/8/2Pp2P1/PP3P1P/RNBQ1BK1 w - - 0 12,12,,black,outoftime,"(7, 6)","(0, 2)","(7, 3)","(2, 6)","(7, 0)","(0, 3)","(None, None)","(0, 7)","(7, 2)","(0, 5)","(7, 5)","(None, None)","(7, 1)","(0, 6)","(None, None)","(None, None)",1784.5
1570,Rated Classical game,600+0,8/8/6p1/8/5k2/pb6/8/K7 w - - 0 51,51,,black,resign,"(7, 0)","(4, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1395.0
1571,Rated Classical game,600+0,6k1/8/1K5p/p2r2p1/p7/P6P/5PP1/2r5 w - - 0 49,49,,black,outoftime,"(2, 1)","(0, 6)","(None, None)","(None, None)","(None, None)","(3, 3)","(None, None)","(7, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1680.5
1572,Rated Classical game,600+0,4r1k1/p4p1p/3p1bp1/1bpB4/8/2P5/PP1N1PPP/R1B1Q1K1 w - - 1 24,24,,black,outoftime,"(7, 6)","(0, 6)","(7, 4)","(None, None)","(7, 0)","(0, 4)","(None, None)","(None, None)","(3, 3)","(2, 5)","(7, 2)","(3, 1)","(6, 3)","(None, None)","(None, None)","(None, None)",1482.5
1573,Rated Classical game,600+0,1Q6/3kb1p1/p3pp2/1pPq3p/1P1P4/P5BP/5PP1/R4RK1 b - - 0 23,23,,white,resign,"(7, 6)","(1, 3)","(0, 1)","(3, 3)","(7, 0)","(None, None)","(7, 5)","(None, None)","(5, 6)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1791.0
1574,Rated Bullet game,60+0,5k2/p4Bp1/2p2b2/2K2P2/P7/8/8/2q5 w - - 1 37,37,,black,outoftime,"(3, 2)","(0, 5)","(None, None)","(7, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 5)","(2, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1149.0
1575,Rated Bullet game,60+0,4k2r/pp3ppp/4p3/1KrpP3/P2q4/8/5PPP/R4B1R w k - 2 21,21,Rook,black,mate,"(3, 1)","(0, 4)","(None, None)","(4, 3)","(7, 0)","(0, 7)","(7, 7)","(3, 2)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1745.5
1576,Rated Classical game,300+8,3R3k/pr3p1p/6p1/8/4p3/1P5P/P1P2PP1/2K1R3 b - - 0 23,23,,white,resign,"(7, 2)","(0, 7)","(None, None)","(None, None)","(0, 3)","(1, 1)","(7, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1491.5
1577,Rated Classical game,600+2,2rq1rkb/pp2Np1p/nn3Pp1/6P1/2pP4/2P4P/PP3QB1/R1B2RK1 b - - 2 23,23,,white,resign,"(7, 6)","(0, 6)","(6, 5)","(0, 3)","(7, 0)","(0, 2)","(7, 5)","(0, 5)","(6, 6)","(0, 7)","(7, 2)","(None, None)","(1, 4)","(2, 0)","(None, None)","(2, 1)",2106.5
1578,Rated Blitz game,180+0,r4k2/3b1ppp/2p2n2/4P3/4n3/pP2P3/P1Q1BPPP/2R2RK1 b - - 0 20,20,,white,outoftime,"(7, 6)","(0, 5)","(6, 2)","(None, None)","(7, 2)","(0, 0)","(7, 5)","(None, None)","(6, 4)","(1, 3)","(None, None)","(None, None)","(None, None)","(2, 5)","(None, None)","(4, 4)",2129.0
1579,Rated Blitz game,180+0,8/8/7K/8/8/2kp4/3r4/8 b - - 0 66,66,,draw,outoftime,"(2, 7)","(5, 2)","(None, None)","(None, None)","(None, None)","(6, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2353.5
1580,Rated Blitz game,180+0,6k1/6p1/p3p3/1b1p4/5n2/8/r7/6K1 b - - 17 44,44,,draw,draw,"(7, 6)","(0, 6)","(None, None)","(None, None)","(None, None)","(6, 0)","(None, None)","(None, None)","(None, None)","(3, 1)","(None, None)","(None, None)","(None, None)","(4, 5)","(None, None)","(None, None)",1579.0
1581,Rated Classical game,720+0,2kr2r1/pp1n1p2/5p1p/2bqp3/5P2/3P4/PPPBQ1PP/R4R1K w - - 5 17,17,,black,outoftime,"(7, 7)","(0, 2)","(6, 4)","(3, 3)","(7, 0)","(0, 3)","(7, 5)","(0, 6)","(6, 3)","(3, 2)","(None, None)","(None, None)","(None, None)","(1, 3)","(None, None)","(None, None)",1291.0
1582,Rated Bullet game,30+0,8/8/p4r1p/4Rpk1/8/5K1P/P7/8 b - - 5 59,59,,white,outoftime,"(5, 5)","(3, 6)","(None, None)","(None, None)","(3, 4)","(2, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2127.5
1583,Rated Blitz game,300+0,N4k1r/pp3ppp/8/3p4/1b2n3/8/PP3qPP/R1BQ1K1R w - - 0 18,18,Queen,black,mate,"(7, 5)","(0, 5)","(7, 3)","(6, 5)","(7, 0)","(0, 7)","(7, 7)","(None, None)","(7, 2)","(4, 1)","(None, None)","(None, None)","(0, 0)","(4, 4)","(None, None)","(None, None)",1283.5
1584,Rated Bullet game,30+0,2k5/1p3p2/p5p1/2qPPn1r/4pP2/N7/PP4PK/2R1R3 w - - 0 25,25,Rook,black,mate,"(6, 7)","(0, 2)","(None, None)","(3, 2)","(7, 2)","(3, 7)","(7, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 0)","(3, 5)","(None, None)","(None, None)",2373.5
1585,Rated Blitz game,300+0,r1b2kqr/p1pn3p/1p2pn1B/3p1N1Q/3P4/2PB2P1/P1P2P1P/R3R1K1 b - - 6 17,17,,white,outoftime,"(7, 6)","(0, 5)","(3, 7)","(0, 6)","(7, 0)","(0, 0)","(7, 4)","(0, 7)","(2, 7)","(0, 2)","(5, 3)","(None, None)","(3, 5)","(1, 3)","(None, None)","(2, 5)",1163.5
1586,Rated Blitz game,300+0,4r1k1/4r2p/1pp2ppP/p4q2/3P4/P1PNP1R1/3KQPP1/8 w - - 0 29,29,,black,outoftime,"(6, 3)","(0, 6)","(6, 4)","(3, 5)","(5, 6)","(0, 4)","(None, None)","(1, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 3)","(None, None)","(None, None)","(None, None)",1726.5
1587,Rated Blitz game,300+0,r4rk1/ppq1bpp1/3p1n1B/2p1nP2/4P2P/1BN2P2/PPP5/R2QK1R1 b Q - 0 16,16,,white,resign,"(7, 4)","(0, 6)","(7, 3)","(1, 2)","(7, 0)","(0, 0)","(7, 6)","(0, 5)","(2, 7)","(1, 4)","(5, 1)","(None, None)","(5, 2)","(2, 5)","(None, None)","(3, 4)",1790.0
1588,Rated Blitz game,300+0,rnb3k1/pp4pp/2pb1r2/3p1p2/3Pn3/3BPqP1/PPQ1NP1P/R1B2RK1 w - - 0 14,14,,black,resign,"(7, 6)","(0, 6)","(6, 2)","(5, 5)","(7, 0)","(0, 0)","(7, 5)","(2, 5)","(5, 3)","(0, 2)","(7, 2)","(2, 3)","(6, 4)","(0, 1)","(None, None)","(4, 4)",1617.0
1589,Rated Blitz game,300+0,r3r1k1/pp5p/3p2p1/3P4/2PK1p2/Pn6/5PP1/R6R w - - 0 25,25,,black,resign,"(4, 3)","(0, 6)","(None, None)","(None, None)","(7, 0)","(0, 0)","(7, 7)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 1)","(None, None)","(None, None)",1407.0
1590,Rated Classical game,600+0,r7/P1p3pp/8/K1nk1p2/5P2/1Rp5/3p2PP/R7 b - - 3 42,42,,black,resign,"(3, 0)","(3, 3)","(None, None)","(None, None)","(5, 1)","(0, 0)","(7, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(3, 2)","(None, None)","(None, None)",1986.5
1591,Rated Blitz game,300+0,4r1k1/1bq4p/p5p1/1p2r3/2P5/1P5P/1P2Q1P1/RB2R1K1 w - - 0 27,27,,black,resign,"(7, 6)","(0, 6)","(6, 4)","(1, 2)","(7, 0)","(0, 4)","(7, 4)","(3, 4)","(7, 1)","(1, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2063.5
1592,Rated Bullet game,120+0,8/8/6RP/5PK1/6r1/5k2/8/8 w - - 0 56,56,,black,outoftime,"(3, 6)","(5, 5)","(None, None)","(None, None)","(2, 6)","(4, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1537.0
1593,Rated Classical game,480+9,5r1k/5p2/7R/1p1B4/r2pP3/3P2QP/5PPK/5R2 b - - 0 32,32,Rook,white,mate,"(6, 7)","(0, 7)","(5, 6)","(None, None)","(2, 7)","(0, 5)","(7, 5)","(4, 0)","(3, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1498.0
1594,Rated Classical game,540+0,1r3rk1/4bppp/p2p4/n1pP4/2P1p3/1P1P4/P4PPP/q1BQNRK1 w - - 0 18,18,,black,resign,"(7, 6)","(0, 6)","(7, 3)","(7, 0)","(7, 5)","(0, 1)","(None, None)","(0, 5)","(7, 2)","(1, 4)","(None, None)","(None, None)","(7, 4)","(3, 0)","(None, None)","(None, None)",1237.5
1595,Rated Blitz game,180+0,8/8/2P3p1/1Q3p1k/1P2n3/P4P2/6PP/7K w - - 1 41,41,,black,outoftime,"(7, 7)","(3, 7)","(3, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)",1540.5
1596,Rated Bullet game,60+0,r1k5/2p4R/q1pp4/4p3/4P3/1QP1B3/P1P2PP1/2K5 w - - 9 31,31,,draw,draw,"(7, 2)","(0, 2)","(5, 1)","(2, 0)","(1, 7)","(0, 0)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1708.5
1597,Rated Blitz game,120+3,6k1/pp4p1/2p4p/3p4/3P4/1PP2PbP/P3r1P1/5KBq w - - 0 40,40,,black,resign,"(7, 5)","(0, 6)","(None, None)","(7, 7)","(None, None)","(6, 4)","(None, None)","(None, None)","(7, 6)","(5, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1712.5
1598,Rated Blitz game,180+0,1r2k2r/5pp1/2Rbp2p/p7/Pp6/1P1P4/3Q1PPP/5RK1 b k - 0 32,32,,white,resign,"(7, 6)","(0, 4)","(6, 3)","(None, None)","(2, 2)","(0, 1)","(7, 5)","(0, 7)","(None, None)","(2, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1443.5
1599,Rated Blitz game,180+1,6k1/1p2pp1p/p5p1/2bP2N1/4B3/6P1/r4r2/3R2K1 w - - 0 36,36,,black,outoftime,"(7, 6)","(0, 6)","(None, None)","(None, None)","(7, 3)","(6, 0)","(None, None)","(6, 5)","(4, 4)","(3, 2)","(None, None)","(None, None)","(3, 6)","(None, None)","(None, None)","(None, None)",1826.5
1600,Rated Bullet game,60+0,6k1/p7/2B3p1/2PNp2p/3pP3/PK4b1/8/8 b - - 1 45,45,,white,outoftime,"(5, 1)","(0, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 2)","(5, 6)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)","(None, None)",1941.5
1601,Rated Blitz game,300+3,r2q1rk1/pp1n1p1Q/5bp1/3p1P2/3P4/3p4/PPP1NP1R/2K4R b - - 1 22,22,Queen,white,mate,"(7, 2)","(0, 6)","(1, 7)","(0, 3)","(6, 7)","(0, 0)","(7, 7)","(0, 5)","(None, None)","(2, 5)","(None, None)","(None, None)","(6, 4)","(1, 3)","(None, None)","(None, None)",1590.5
1602,Rated Blitz game,300+0,6rk/p5Qp/8/6p1/8/2P3PP/PP6/4RRK1 b - - 0 33,33,,white,resign,"(7, 6)","(0, 7)","(1, 6)","(None, None)","(7, 4)","(0, 6)","(7, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1761.5
1603,Rated Blitz game,420+0,3r2k1/p1p3pp/2p2p2/2P1p3/4N3/4B3/PP3PPP/2R3K1 b - - 0 18,18,,white,resign,"(7, 6)","(0, 6)","(None, None)","(None, None)","(7, 2)","(0, 3)","(None, None)","(None, None)","(5, 4)","(None, None)","(None, None)","(None, None)","(4, 4)","(None, None)","(None, None)","(None, None)",1195.0
1604,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,2k3r1/pp2N3/8/4P3/2P3Pn/P2R4/1PnR1P2/6K1 b - - 4 32,32,,white,outoftime,"(7, 6)","(0, 2)","(None, None)","(None, None)","(5, 3)","(0, 6)","(6, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 4)","(4, 7)","(None, None)","(6, 2)",1568.5
1605,Rated Classical game,600+0,4r1k1/5p2/p1Q5/5p1p/5P2/P3P1P1/1P3K2/6R1 b - - 0 37,37,,white,resign,"(6, 5)","(0, 6)","(2, 2)","(None, None)","(7, 6)","(0, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1876.0
1606,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,4r3/pp1nN3/1k5Q/2p3p1/8/1P4R1/PK2P2P/7R b - - 0 32,32,,white,resign,"(6, 1)","(2, 1)","(2, 7)","(None, None)","(5, 6)","(0, 4)","(7, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 4)","(1, 3)","(None, None)","(None, None)",1753.0
1607,Rated Blitz game,360+0,3R4/5ppk/7p/3pP3/8/1P4N1/5PPP/6K1 b - - 1 26,26,,white,resign,"(7, 6)","(1, 7)","(None, None)","(None, None)","(0, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(5, 6)","(None, None)","(None, None)","(None, None)",1654.0
1608,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,6k1/R4p1p/6p1/8/8/p1B2P2/5K1P/3R4 b - - 0 35,35,,white,outoftime,"(6, 5)","(0, 6)","(None, None)","(None, None)","(1, 0)","(None, None)","(7, 3)","(None, None)","(5, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1685.0
1609,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,8/8/8/8/8/6K1/r6p/3R2k1 b - - 3 67,67,Rook,white,mate,"(5, 6)","(7, 6)","(None, None)","(None, None)","(7, 3)","(6, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1872.0
1610,Rated Blitz tournament https://lichess.org/tournament/1q4FjeDi,180+0,2r1kr2/1Q4pp/3q2n1/p3p1b1/1p1p2P1/P2P4/BP5B/R2K1R2 b - - 2 29,29,,black,resign,"(7, 3)","(0, 4)","(1, 1)","(2, 3)","(7, 0)","(0, 2)","(7, 5)","(0, 5)","(6, 0)","(3, 6)","(6, 7)","(None, None)","(None, None)","(2, 6)","(None, None)","(None, None)",1851.5
1611,Rated Blitz game,300+0,3N2Q1/7N/8/8/p7/k4K2/P7/8 w - - 1 44,44,,white,resign,"(5, 5)","(5, 0)","(0, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(0, 3)","(None, None)","(1, 7)","(None, None)",1353.0
1612,Rated Bullet game,30+0,8/7p/3N1np1/P2k1P2/8/8/KP6/8 w - - 1 40,40,,black,outoftime,"(6, 0)","(3, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 3)","(2, 5)","(None, None)","(None, None)",1644.5
1613,Rated Blitz game,300+3,5b1r/r1pkn1pp/6q1/1N3p2/2B5/P3PQ2/1P1B1PPP/R4RK1 w - - 3 18,18,,white,resign,"(7, 6)","(1, 3)","(5, 5)","(2, 6)","(7, 0)","(0, 7)","(7, 5)","(1, 0)","(4, 2)","(0, 5)","(6, 3)","(None, None)","(3, 1)","(1, 4)","(None, None)","(None, None)",1329.0
1614,Rated Blitz game,300+3,7k/2Q1P3/p6p/1p1p1ppq/4b2P/2P3P1/PP6/4B1K1 b - - 0 36,36,,white,resign,"(7, 6)","(0, 7)","(1, 2)","(3, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(7, 4)","(4, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1896.5
1615,Rated Bullet game,45+0,5rk1/pp4bp/2p3p1/2qp4/4b3/8/P1P1Q1PP/4R2K w - - 2 27,27,,black,outoftime,"(7, 7)","(0, 6)","(6, 4)","(3, 2)","(7, 4)","(0, 5)","(None, None)","(None, None)","(None, None)","(1, 6)","(None, None)","(4, 4)","(None, None)","(None, None)","(None, None)","(None, None)",1426.0
1616,Rated Blitz game,300+3,8/8/p3k2b/1p2P3/2p5/8/8/7K w - - 0 49,49,,black,resign,"(7, 7)","(2, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(2, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1556.0
1617,Rated Blitz game,300+3,7r/pp2bk2/4bp2/4p1p1/2N4p/1B2P2P/P4PPB/3r2K1 w - - 0 26,26,,black,resign,"(7, 6)","(1, 5)","(None, None)","(None, None)","(None, None)","(0, 7)","(None, None)","(7, 3)","(5, 1)","(1, 4)","(6, 7)","(2, 4)","(4, 2)","(None, None)","(None, None)","(None, None)",1864.5
1618,Rated Blitz game,180+0,2rr2k1/4bppp/pB2p1n1/1p6/6n1/PNN5/1PP2QPq/4RRK1 w - - 0 22,22,Queen,black,mate,"(7, 6)","(0, 6)","(6, 5)","(6, 7)","(7, 4)","(0, 2)","(7, 5)","(0, 3)","(2, 1)","(1, 4)","(None, None)","(None, None)","(5, 1)","(2, 6)","(5, 2)","(4, 6)",1805.0
1619,Rated Classical game,1200+15,2rqkbnr/5ppp/2bp4/1Q6/4P3/8/PPP2PPP/R1B1K2R w KQk - 1 15,15,,black,resign,"(7, 4)","(0, 4)","(3, 1)","(0, 3)","(7, 0)","(0, 2)","(7, 7)","(0, 7)","(7, 2)","(0, 5)","(None, None)","(2, 2)","(None, None)","(0, 6)","(None, None)","(None, None)",1604.5
1620,Rated Bullet game,60+0,5r1k/1p4p1/p1p4p/4r3/P1N5/5qP1/1P3nRP/6RK w - - 2 30,30,Knight,black,mate,"(7, 7)","(0, 7)","(None, None)","(5, 5)","(6, 6)","(0, 5)","(7, 6)","(3, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(4, 2)","(6, 5)","(None, None)","(None, None)",1735.5
1621,Rated Bullet game,60+0,3r1rk1/pp1B1ppp/1q6/2p5/3n4/2N4P/PPP4P/2K3R1 w - - 3 22,22,,black,outoftime,"(7, 2)","(0, 6)","(None, None)","(2, 1)","(7, 6)","(0, 3)","(None, None)","(0, 5)","(1, 3)","(None, None)","(None, None)","(None, None)","(5, 2)","(4, 3)","(None, None)","(None, None)",1607.0
1622,Rated Bullet game,120+1,6r1/2pk2p1/4p1K1/2RbP3/5P2/6P1/8/8 w - - 3 52,52,,black,outoftime,"(2, 6)","(1, 3)","(None, None)","(None, None)","(3, 2)","(0, 6)","(None, None)","(None, None)","(None, None)","(3, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1560.5
1623,Rated Bullet game,60+0,8/6pk/8/p3N2p/7P/2P1K2n/1P4b1/8 b - - 0 43,43,,white,outoftime,"(5, 4)","(1, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 6)","(None, None)","(None, None)","(3, 4)","(5, 7)","(None, None)","(None, None)",2010.5
1624,Rated Bullet game,90+2,8/7r/p1p1b1k1/PpPpPpPp/1P1P1P1K/8/3B4/6R1 w - - 17 51,51,,draw,draw,"(4, 7)","(2, 6)","(None, None)","(None, None)","(7, 6)","(1, 7)","(None, None)","(None, None)","(6, 3)","(2, 4)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1362.5
1625,Rated Classical game,900+0,r6r/p1k1n3/2p1bppp/4p3/4P3/1N6/PP3PPP/2KR3R w - - 0 22,22,,black,resign,"(7, 2)","(1, 2)","(None, None)","(None, None)","(7, 3)","(0, 0)","(7, 7)","(0, 7)","(None, None)","(2, 4)","(None, None)","(None, None)","(5, 1)","(1, 4)","(None, None)","(None, None)",1518.5
1626,Rated Blitz game,300+0,8/8/kp1p4/3Pq3/PPP1K2P/8/6N1/1r6 w - - 4 47,47,,black,outoftime,"(4, 4)","(2, 0)","(None, None)","(3, 4)","(None, None)","(7, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(6, 6)","(None, None)","(None, None)","(None, None)",1456.5
1627,Rated Blitz game,300+0,r4rk1/p1p2p1p/b1pp4/6Q1/8/6P1/PPP4P/3RKB1q b - - 19 24,24,,draw,draw,"(7, 4)","(0, 6)","(3, 6)","(7, 7)","(7, 3)","(0, 0)","(None, None)","(0, 5)","(7, 5)","(2, 0)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1422.0
1628,Rated Blitz game,300+0,1k6/6Rp/p2r1p2/P2P4/8/7P/1PK3P1/3R4 b - - 0 34,34,,white,resign,"(6, 2)","(0, 1)","(None, None)","(None, None)","(1, 6)","(2, 3)","(7, 3)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1724.5
1629,Rated Blitz game,300+0,4rK2/6Bq/p7/P1pk1p1b/8/8/8/8 w - - 7 54,54,Rook,black,mate,"(0, 5)","(3, 3)","(None, None)","(1, 7)","(None, None)","(0, 4)","(None, None)","(None, None)","(1, 6)","(3, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1598.0
1630,Rated Blitz game,300+0,rnbq1b2/p3nkp1/2p3p1/8/1p2P2Q/1P1B4/PNP2PPP/R1B1K2R b KQ - 1 16,16,,white,outoftime,"(7, 4)","(1, 5)","(4, 7)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(None, None)","(5, 3)","(0, 2)","(7, 2)","(0, 5)","(6, 1)","(0, 1)","(None, None)","(1, 4)",1514.0
1631,Rated Classical game,300+5,Rr3k2/7R/8/8/6K1/6P1/p7/8 w - - 3 64,64,,white,resign,"(4, 6)","(0, 5)","(None, None)","(None, None)","(0, 0)","(0, 1)","(1, 7)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1758.5
1632,Rated Blitz game,300+0,8/8/5pkp/p7/Pbr5/5K2/8/8 w - - 0 49,49,,black,resign,"(5, 5)","(2, 6)","(None, None)","(None, None)","(None, None)","(4, 2)","(None, None)","(None, None)","(None, None)","(4, 1)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1655.0
1633,Rated Classical game,300+5,rnbqkbnr/ppp1pppp/8/3p4/3P4/8/PPP1PPPP/RNBQKBNR w KQkq - 0 2,2,,black,outoftime,"(7, 4)","(0, 4)","(7, 3)","(0, 3)","(7, 0)","(0, 0)","(7, 7)","(0, 7)","(7, 2)","(0, 2)","(7, 5)","(0, 5)","(7, 1)","(0, 1)","(7, 6)","(0, 6)",1508.5
1634,Rated Blitz game,180+2,7k/1R6/2p1p2p/P3Pp2/2Pq4/6B1/4Q1PK/3r4 w - - 10 46,46,,black,outoftime,"(6, 7)","(0, 7)","(6, 4)","(4, 3)","(1, 1)","(7, 3)","(None, None)","(None, None)","(5, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2030.5
1635,Rated Bullet game,60+0,6Qk/5B2/8/5p2/1p3p1p/1P3P2/P6P/2K5 b - - 1 41,41,Queen,white,mate,"(7, 2)","(0, 7)","(0, 6)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(1, 5)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",1400.0
1636,Rated Classical game,900+0,r5k1/6p1/1p2N2p/p1b2p2/4q3/2P3P1/P2QKP1P/8 w - - 3 31,31,,black,resign,"(6, 4)","(0, 6)","(6, 3)","(4, 4)","(None, None)","(0, 0)","(None, None)","(None, None)","(None, None)","(3, 2)","(None, None)","(None, None)","(2, 4)","(None, None)","(None, None)","(None, None)",1663.0
1637,Rated Bullet game,30+0,8/8/6P1/2k5/2B4P/5R2/5K2/8 w - - 1 55,55,,draw,outoftime,"(6, 5)","(3, 2)","(None, None)","(None, None)","(5, 5)","(None, None)","(None, None)","(None, None)","(4, 2)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)","(None, None)",2092.0
1638,Rated Blitz game,180+0,1nkr3r/2Qpbppp/4pq1n/1p6/3P1B2/2P1PN1P/1P1N1PP1/R3K2R b KQ - 1 15,15,Queen,white,mate,"(7, 4)","(0, 2)","(1, 2)","(2, 5)","(7, 0)","(0, 3)","(7, 7)","(0, 7)","(4, 5)","(1, 4)","(None, None)","(None, None)","(5, 5)","(0, 1)","(6, 3)","(2, 7)",1092.5
1639,Rated Blitz game,180+2,r4rk1/p4pp1/2p4p/3n4/2B1P1Rq/5P1b/PPP5/RNBQ3K b - - 9 23,23,,black,resign,"(7, 7)","(0, 6)","(7, 3)","(4, 7)","(4, 6)","(0, 0)","(7, 0)","(0, 5)","(4, 2)","(5, 7)","(7, 2)","(None, None)","(7, 1)","(3, 3)","(None, None)","(None, None)",1417.5
