Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date,Labels
MEX/2016/mex42,Mf801418,2016-06-30,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801418,2016.50,Genbank,2016-06-30,Aa: Ns2a: I34m; Ns1: K94r;
MEX/2016/mex24,Mf801402,2016-05-26,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801402,2016.40,Genbank,2016-05-26,Aa: Ns2a: I80v;
MEX/2016/mex14,Mf801396,2016-05-17,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801396,2016.38,Genbank,2016-05-17,Aa: Ns1: S270r;
MEX/2016/mex26,Mf801404,2016-07-08,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801404,2016.52,Genbank,2016-07-08,Aa: Ns2b: A118d; Env: A280e; Ns3: V13a R169k;
Mex03/Mexico/2016,Ky606271,2016-03-05,North America,Mexico,Mexico,Faria Et Al,Nature 546  7658  406-410  2017 ,Establishment And Cryptic Transmission Of Zika Virus In Brazil And The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY606271,2016.18,Genbank,2016-03-05,Aa: Ns4b: V178a;
MEX/2016/mex16,Mf801397,2016-05-20,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801397,2016.38,Genbank,2016-05-20,Aa: Ca: R45k; Ns5: K276r;
HND/2016/Honduras_4102,Mf801383,2016-06-03,North America,Honduras,Honduras,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801383,2016.42,Genbank,2016-06-03,Aa: Ca: F53s; Ns2a: I150t;
Henan/001/2016,Mf593625,2016-09-14,China,China,China,Li Et Al,Unpublished,Identification Of The First Imported Zika Case From Guatemala Into Henan Inland China  A Case Report,https://www.ncbi.nlm.nih.gov/nuccore/MF593625,2016.70,Genbank,2016-09-14,Aa: Ns3: E171g H355y;
UNK/2016/MA_WGS16_029,Ky785454,2016-08-05,North America,El Salvador,El Salvador,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785454,2016.59,Genbank,2016-08-05,unknown
SG_EHI_/33164Y17,Mf988734,2017-08-01,Southeast Asia,Singapore,Singapore,Tan Et Al,Viruses 10  1  E44  2018 ,Viral And Antibody Kinetics And Mosquito Infectivity Of An Imported Case Of Zika Fever Due To Asian Genotype  American Strain  In Singapore,https://www.ncbi.nlm.nih.gov/nuccore/MF988734,2017.58,Genbank,2017-08-xx,unknown
Cuba/2017/Hu0046Sa,Mf159531,2017-04-19,North America,Cuba,Cuba,Grubaugh Et Al,Unpublished,Zika Virus Sequence From Cuba Traveler Diagnosed In The United States  Miami Fl ,https://www.ncbi.nlm.nih.gov/nuccore/MF159531,2017.30,Genbank,2017-04-19,unknown
MEX/2016/mex32,Mf801410,2016-07-05,North America,Mexico,Mexico,Theze Et Al,Unpublished,Tracking Zika Virus Spread In Central America And Mexico Using Metagenomic Sequencing,https://www.ncbi.nlm.nih.gov/nuccore/MF801410,2016.51,Genbank,2016-07-05,Aa: Ns1: P181s;
HND/2016/HU_ME59,Ky785418,2016-05-13,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785418,2016.36,Genbank,2016-05-13,unknown
HND/2016/HU_ME152,Ky014315,2016-06-06,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014315,2016.43,Genbank,2016-06-06,Aa: Ca: F11l; Ns1: V194a;
FHT1175/HON/2016,Ky693677,2016-08-26,North America,Honduras,Honduras,Leguia Et Al,Unpublished,Full-genome Amplification And Sequencing Of Zika Viruses Using A Targeted Amplification Approach,https://www.ncbi.nlm.nih.gov/nuccore/KY693677,2016.65,Genbank,2016-08-26,Aa: Ns3: R169k;
NIC/5005_13A1/2016,Ky765327,2016-04-22,North America,Nicaragua,Nicaragua,Shabman Et Al,Submitted  13-mar-2017  J. Craig Venter Institute 9704 Medical Center Drive Rockville Md 20850 Usa,Direct Submission,https://www.ncbi.nlm.nih.gov/nuccore/KY765327,2016.31,Genbank,2016-04-22,unknown
HND/2016/HU_ME136,Ky785461,2016-05-31,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY785461,2016.41,Genbank,2016-05-31,Aa: Ns5: L852f;
NIC/5847_12B1/2016,Mf434520,2016-02-07,North America,Nicaragua,Nicaragua,Theze Et Al,Unpublished,Genome Sequences Of Zika Viruses Isolated In Nicaragua,https://www.ncbi.nlm.nih.gov/nuccore/MF434520,2016.10,Genbank,2016-02-07,Aa: Ns4b: Y87f; Ns5: L435r E586g R794g; Ns3: T449a;
HND/2016/HU_ME178,Ky014306,2016-06-10,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014306,2016.44,Genbank,2016-06-10,unknown
HND/2016/HU_ME50,Ky014311,2016-05-12,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014311,2016.36,Genbank,2016-05-12,Aa: Ns1: V194a; Ns3: T566m;
HND/2016/HU_ME167,Ky014327,2016-06-09,North America,Honduras,Honduras,Metsky Et Al,Nature 546  7658  411-415  2017 ,Zika Virus Evolution And Spread In The Americas,https://www.ncbi.nlm.nih.gov/nuccore/KY014327,2016.44,Genbank,2016-06-09,Aa: Ns4b: A24t; Ns4a: A45v;
