#data from https://doi.org/10.1371/journal.pntd.0001039.s001 Table S3
Strongyloides_contig_number,p-value,log2_(L3i/L1)_signal_ratio,annotation,PFAM_database_id,
2756,0.0019721789,0.63071,st,RXT2_N,
2757,0.00088102749,-1.23597,unk,COX2_TM,
2758,0.0029534938,-1.15796,nr,RRM_1,
2759,0.0048219726,-1.37973,unk,Competence,
2760,0.21648239,-0.30837,nr,TatD_DNase,
2761,0.20178914,-0.17872,unk,Red1,
2762,0.0097831509,-0.97835,extmat,Col_cuticle_N,
2763,0.0010922244,-0.49053,cs,DUF292,
2764,0.00031731556,-1.44784,cs,Glycos_transf_1,
2765,0.00049277599,-1.25407,unk,DUF915,
2766,0.16785345,-0.24844,unk,7tm_6,
2767,0.0036707333,-0.70969,nr,PH,
2768,0.026411783,-1.01325,st,EGF_CA,
2769,0.092152403,-0.3675,unk,Herpes_pp85,
2770,0.80368996,0.06425,unk,Far-17a_AIG1,
2771,0.56102198,0.09455,imm,TB2_DP1_HVA22,
2772,0.0053548894,-0.85414,unk,RhoGEF,
2773,0.0009122753,-1.45781,met,MFS_1,
2774,0.0083367103,-1.09621,unk,DUF1319,
2775,0.03931165,-0.68457,unk,YfhO,
2776,0.17121176,-0.49184,unk,PBP_GOBP,
2777,0.00082931521,-1.52891,unk,Thyroglobulin_1,
2778,0.24224123,0.34416,cs,Myosin_tail_1,
2779,0.97361459,0.00419,met,Carn_acyltransf,
2780,0.55106431,-0.05786,ps,Ribosomal_S13,
2781,0.0010166508,-1.83085,unk,TolA,
2782,0.0023998469,1.6189,em,ADH_N,
2783,1.30E-05,-1.20204,unk,Serpentine_recp,
2784,0.0065143848,-1.03477,ps,eIF-1a,
2785,0.00075428741,-0.85673,ps,GTP_EFTU,
2786,0.0018855914,-1.61382,unk,Rota_VP2,
2787,0.99386608,0.0004,tr,Adaptin_N,
2788,0.0049956158,-1.36039,unk,Transposase_1,
2789,0.96580469,0.00641,nr,RRM_1,
2790,0.059206898,0.14664,pm,GDI,
2791,0.0026800489,-1.4766,cs,Ras,
2792,0.0068133263,-1.15124,unk,Ank,
2793,0.20132493,0.55834,met,Glycolytic,
2794,0.1350896,-0.30552,nr,Histone,
2795,0.70134645,-0.05279,cs,Tubulin_C,
2796,0.046995089,-0.25998,unk,UPF0139,
2797,0.0040229059,-1.52437,unk,EcsB,
2798,5.78E-05,-0.78051,tr_tf,Daxx,
2799,0.039117058,-0.60727,st,Oxidored_q1,
2800,0.02195439,-0.79214,unk,Fes1,
2801,0.012639615,-1.1607,pm,Inhibitor_I29,
2802,0.82280988,-0.01944,tm,Ribosomal_S6e,
2803,0.00014207852,4.14967,met,AMP-binding,
2804,0.15971318,-0.0497,tf,EF1_GNE,
2805,0.19214089,-0.39748,unk,TatC,
2806,0.0024273653,-1.31912,unk,ADP_ribosyl_GH,
2807,0.025889758,-0.75552,unk,7tm_7,
2808,0.0011550884,-1.63872,unk,Innexin,
2809,0.033002126,0.72602,tr,Cation_ATPase_C,
2810,0.049327021,-0.58141,cs,Sarcoglycan_1,
2811,0.0021207426,-1.55978,unk,Transglut_core,
2812,0.021192721,-0.65158,nr,Aconitase,
2813,0.033270498,-0.84356,unk,VAR1,
2814,0.11055826,0.14886,pm,Pyr_redox_2,
2815,0.80592128,0.07664,em,CBS,
2816,0.73962464,0.07247,unk,Chordopox_G3,
2817,0.0032358064,-1.30458,unk,DUF1948,
2818,0.30278727,-0.09855,unk,Sre,
2819,0.0010872754,-1.40441,unk,DUF747,
2820,0.13234021,-0.27838,met,HIT,
2821,0.002268113,-1.5908,unk,Fz,
2822,0.039500235,0.1461,st,I-set,
2823,0.00064972514,-0.9704,em,ATP-synt_C,
2824,0.48788566,0.08722,met,Rhodanese,
2825,0.015199622,-0.57202,st,Gene66,
2826,0.00061185095,0.93622,unk,DOT1,
2827,0.12000776,0.22385,unk,GTF2I,
2828,0.034884728,0.42534,pm,Prefoldin_2,
2829,0.20649239,-0.30126,unk,DUF1157,
2830,0.79035462,0.01833,em,malic,
2831,0.032543245,-0.75537,st,VAR1,
2832,0.41753942,-0.17235,unk,UAA,
2833,0.015615736,-0.67369,unk,Dehydratase_SU,
2834,0.0029821136,-1.214,nr,PAP_central,
2835,0.963002,-0.01105,unk,Tenui_NS3,
2836,0.81311197,-0.0164,nr,Serpentine_recp,
2837,0.19530962,-0.4177,unk,DUF1430,
2838,0.89479026,0.02128,tm,RS4NT,
2839,0.623016,0.05961,tr,Ribonuc_red_lgC,
2840,0.0064700817,-1.36225,met,Nuc_sug_transp,
2841,0.029128669,-0.7465,pm,GDI,
2842,0.018366097,-0.53972,unk,UPF0160,
2843,0.00071350217,-1.17822,tf,T-box,
2844,0.0012528653,-1.36067,unk,COX2_TM,
2845,0.21409756,0.21755,met,FBPase,
2846,0.0044535163,-0.75405,unk,zf-BED,
2847,0.00050387803,-1.28297,unk,Cas_TM1802,
2848,0.1594996,0.25836,cs,Myosin_head,
2849,0.96965465,0.00526,met,AMP-binding,
2850,0.0011715337,1.64939,unk,7TMR-DISM_7TM,
2851,0.255288,0.23321,unk,DUF1157,
2852,0.0026750473,-0.97821,tr,Yip1,
2853,0.10863735,0.83616,unk,Peptidase_M2,
2854,0.35332118,0.17777,tf,CAS_CSE1,
2855,0.0014894748,-0.96445,st,Sema,
2856,0.04604406,1.03567,unk,DUF906,
2857,0.009483212,0.88845,pm,Proteasome,
2858,0.00028658421,-1.04393,unk,DUF1157,
2859,0.67778124,0.0897,prot,SEP,
2860,0.003912297,-1.43324,extmat,YfhO,
2861,0.011588746,-1.10617,tr,Zip,
2862,0.022624059,1.67795,met,Orn_Arg_deC_N,
2863,0.8736409,-0.02615,unk,Serpentine_recp,
2864,0.0041848934,-1.13225,unk,Nha1_C,
2865,0.11045448,-0.59792,unk,DUF1461,
2866,0.014792204,-0.95912,unk,PDZ,
2867,0.010316094,-0.74379,ps,Pkinase,
2868,0.058401899,-0.58241,nr,DUF1777,
2869,0.014230817,0.28699,em,ATP-synt_C,
2870,0.044771982,-0.51414,tf,TFIIA_gamma_C,
2871,0.01024094,-0.97394,pm,Peptidase_C1,
2872,0.013224433,-1.22619,met,ECH,
2873,0.0037370428,-1.19182,met,adh_short,
2874,0.0044876193,-0.75099,tr,Arf,
2875,0.24810949,0.13456,st,CLAG,
2876,0.76378908,-0.04156,st,SNF,
2877,3.68E-05,-1.46781,st,Bestrophin,
2878,0.19889821,0.10001,unk,IspA,
2879,0.63635874,-0.06539,cs,Keratin_B2,
2880,0.88525691,0.01767,pm,HSP70,
2881,0.00022718751,1.29513,tm,Ribosomal_S19e,
2882,0.10902309,-0.5891,met,Phosphorylase,
2883,0.55965262,-0.08671,ps,ABC_tran,
2884,0.030210994,-0.29403,em,OSCP,
2885,0.88171859,-0.03771,met,Metallophos,
2886,0.61648447,-0.04762,tr,Adaptin_N,
2887,0.52408808,0.22412,tf,VAR1,
2888,0.076931254,0.22536,unk,WD40,
2889,0.026135528,-0.59689,nr,Serpentine_recp,
2890,0.00037721359,-1.41036,pm,Glyco_transf_43,
2891,0.23839962,-0.18012,met,RNA_pol_III_C17,
2892,0.0026402527,-0.76379,nr,MCM,
2893,0.10680117,0.22982,unk,Tetraspannin,
2894,0.19655981,0.06864,unk,SGL,
2895,0.82565474,0.07549,st,C2,
2896,0.41789938,0.2327,met,ArsA_ATPase,
2897,0.15658282,-0.25093,nr,UPF0259,
2898,0.029657121,0.71116,met,MoeA_C,
2899,0.017175605,0.36787,unk,DUF290,
2900,0.28730107,0.23308,pm,Cpn60_TCP1,
2901,0.00032352654,-1.15134,unk,Leo1,
2902,0.019154057,-1.17582,unk,SusD_RagB,
2903,0.19607032,0.35134,ps,IF4E,
2904,0.0059665702,-0.78456,unk,Serpentine_recp,
2905,0.012278939,-0.72933,unk,DUF1083,
2906,0.00092921115,-1.22879,ps,GTP_EFTU,
2907,0.10819862,-0.21228,unk,DUF140,
2908,0.00062299456,-0.8216,tm,Ribosomal_L34e,
2909,0.031096215,-0.66733,unk,Ycf4,
2910,0.0027199576,-1.50939,ps,Remorin_C,
2911,0.35812012,-0.18068,prot,UCH,
2912,0.22603064,-0.20296,tf,Homeobox,
2913,0.0056077256,-1.18473,unk,VKG_Carbox,
2914,0.030140834,-0.70056,pm,DnaJ,
2915,0.00030876996,-1.18809,unk,TBC,
2916,0.0015655882,-1.2157,tr,Motile_Sperm,
2917,0.0017700465,-1.26906,tm,RNA_pol_Rpb2_7,
2918,0.20813431,-0.22273,unk, ,
2919,0.95186067,-0.01524,st,START,
2920,0.097826866,0.46227,cs,Tubulin_C,
2921,0.016637642,1.8608,unk,Pox_ser-thr_kin,
2922,0.72215508,0.06047,unk,MpPF26,
2923,0.0013109285,-1.05727,unk,7tm_1,
2924,0.026224556,-0.34944,tf,HLH,
2925,0.010174339,1.17898,nr,ChAPs,
2926,0.5891635,-0.10356,unk,DUF226,
2927,0.68368617,-0.15838,unk,Pox_G5,
2928,0.94618807,0.00746,met,AMP-binding,
2929,0.14958484,0.26071,st,GASA,
2930,0.0057331299,-1.50931,unk,CALCOCO1,
2931,0.0043156562,0.99417,unk,DUF845,
2932,0.54358469,0.12672,nr,Mago_nashi,
2933,0.1552758,0.23608,met,Iso_dh,
2934,0.016547132,2.05645,unk,FtsX,
2935,0.98541086,-0.00077,st,SH3_1,
2936,0.0093460875,1.07808,unk,Yippee,
2937,0.052062882,-0.28083,unk,Glyco_tran_28_C,
2938,0.15091041,-0.22832,tr,Zip,
2939,0.00032473899,1.16375,met,Hydrolase,
2940,0.80120924,-0.04426,unk,bZIP_Maf,
2941,0.12158474,0.29309,prot,UQ_con,
2942,0.00376391,1.63545,unk,PIG-U,
2943,0.00053285694,-1.32697,unk,zf-C2HC5,
2944,0.58836952,0.13803,ps,eIF-3_zeta,
2945,0.065468994,-0.46048,unk,DUF1114,
2946,0.072316981,0.47703,unk,Transposase_1,
2947,0.28733109,-0.08958,nr,Cyclin_N,
2948,0.001395438,-1.09792,st,SH3_1,
2949,7.86E-05,3.38223,unk,DUF298,
2950,0.063321978,-0.25546,unk,PilN,
2951,0.020481999,-0.66283,unk,Serpentine_recp,
2952,0.041791991,0.70759,pm,HECT,
2953,0.0032687264,0.26172,unk,Herpes_BMRF2,
2954,0.02551744,1.31219,nr,YfhO,
2955,0.002040502,0.80485,unk,SNARE_assoc,
2956,0.00042420752,1.8428,st,LIM,
2957,0.73273368,0.0316,unk,DUF215,
2958,0.25716134,-0.20086,st,SH3_1,
2959,0.11576684,-0.63204,unk,Serpentine_recp,
2960,0.019119776,-0.68112,unk,DUF1430,
2961,0.0004754702,0.74341,unk,Serpentine_recp,
2962,0.22000047,0.22872,st,Ras,
2963,0.50952505,0.16606,unk,SAE2,
2964,0.027699011,0.42573,tr,GET2,
2965,0.22523696,0.24134,nr,MAD,
2966,0.013742806,-1.00191,nr,NUDIX,
2967,0.029130577,0.91821,unk,YfhO,
2968,0.05818185,-0.69921,unk,AIP3,
2969,0.00092381267,-1.36701,st,Pkinase,
2970,0.040275509,-0.8665,unk,SPRY,
2971,0.0096474254,-0.93497,unk,Pap_E4,
2972,0.025544344,-0.65276,cs,P21-Arc,
2973,0.41191317,-0.23689,met,Sugar_tr,
2974,0.11461486,1.1993,nr, ,
2975,0.28984006,0.19733,unk,Bunya_RdRp,
2976,0.001780886,-1.09223,unk,VAR1,
2977,0.033401897,1.26212,unk,Oxidored_q5_N,
2978,0.096459265,-0.33448,unk,7TMR-DISM_7TM,
2979,0.0012411642,-1.29373,unk,Serpentine_recp,
2980,0.59491615,-0.07352,unk,ATP-synt_B,
2981,0.65003083,-0.0634,st,C2,
2982,0.033707892,0.6974,pm,DUF414,
2983,0.0073237534,-0.44648,unk,RPEL,
2984,0.1619069,0.29472,unk,RGM_N,
2985,0.025643613,0.15302,unk,Pox_VERT_large,
2986,0.065655991,-0.80605,met,Trypsin,
2987,0.00048541895,-1.59861,unk,7TMR-DISM_7TM,
2988,0.18995411,0.16021,unk,Exo70,
2989,6.42E-05,2.45693,unk,BacA,
2990,0.24591125,0.33818,unk,Clc-like,
2991,0.12070074,1.03417,met,Enolase_C,
2992,0.12065295,0.28162,unk,HEAT_PBS,
2993,0.01118017,2.08739,unk,Sdh_cyt,
2994,0.044532696,-0.91601,pm,GILT,
2995,0.078610939,0.64385,st,Pellino,
2996,0.076979109,0.80253,unk,Serpentine_recp,
2997,0.024273053,0.34554,pm,Peptidase_M41,
2998,0.020766045,-0.65317,unk,SKG6,
2999,0.70468021,0.06989,nr,Spb1_C,
3000,0.00037032669,-1.35346,nr,RE_HpaII,
3001,0.3864533,0.25565,st,efhand,
3002,0.05028248,0.47806,pm,HSF_DNA-bind,
3003,0.031362572,-0.52651,nr,Viral_helicase1,
3004,0.16306113,-0.1306,st,RasGEF,
3005,0.77949826,-0.05531,tr,LAG1,
3006,0.34778204,0.15037,cs,SIS,
3007,0.24150814,0.36176,met,ECH,
3008,0.028961123,0.94344,met,HP_OMP_2,
3009,0.76251254,-0.03706,cs,Actin,
3010,0.050797312,-0.31767,unk,Perilipin,
3011,0.71908271,-0.05096,unk,DUF1461,
3012,0.0049014525,0.89803,unk,MtN3_slv,
3013,0.1293949,0.25128,unk,DUF621,
3014,0.03546919,-0.64027,met,Carn_acyltransf,
3015,0.020885847,-0.58546,st,Neur_chan_LBD,
3016,0.033976477,1.07447,unk,ERO1,
3017,0.0055236219,-0.37791,unk,TatC,
3018,0.45242144,-0.15289,unk,PsiE,
3019,0.078918179,-0.60512,tm,NIF,
3020,0.014275463,-1.15533,unk,DUF472,
3021,0.0049698349,-1.29933,tr,DUF1980,
3022,0.17293939,-0.14839,pm,Peptidase_S28,
3023,7.80E-05,-1.08279,pm,DnaJ,
3024,0.083059327,0.97057,unk,BT1,
3025,0.0021928984,-0.88139,st,efhand,
3026,0.00067201257,-0.81344,unk,LTV,
3027,0.72172044,0.0267,nr,Merozoite_SPAM,
3028,0.00056149485,-1.44794,unk,CDC50,
3029,0.10135664,-0.82881,prot,UCH,
3030,0.010726309,1.06974,tf,LIM_bind,
3031,0.11547838,-0.21984,unk,Serpentine_recp,
3032,0.047322388,-0.31588,unk,Troponin,
3033,0.003293241,-0.53953,unk,7tm_7,
3034,0.00048632858,-0.60455,unk,TatC,
3035,0.010988428,0.32073,unk,7tm_4,
3036,0.0018358986,1.60133,unk,COX3,
3037,0.019616764,1.75868,st,Pkinase,
3038,0.14640263,0.3614,unk,DUF1421,
3039,0.029471632,-0.774,tr,LAG1,
3040,0.0071533545,-0.78086,unk,HN,
3041,0.024032106,-0.42486,unk,DUF2031,
3042,0.098798254,-0.34393,unk,Ion_trans,
3043,0.09201683,0.39161,met,Intg_mem_TP0381,
3044,0.10758856,0.41293,met,Amidase,
3045,0.0020406311,-1.4539,tr,CD47,
3046,6.59E-05,3.25004,unk,SCP,
3047,0.0069344568,1.14594,pm,Cpn60_TCP1,
3048,0.00057933223,-0.94604,pm,Mov34,
3049,0.35052787,0.22839,tr,Glu_cys_ligase,
3050,0.31022837,0.07896,tm,Ribosomal_S15,
3051,0.051848114,0.67946,met,7tm_7,
3052,0.41320949,0.08555,tf,DUF563,
3053,0.82660573,-0.04753,unk,Pox_E6,
3054,0.001957656,-0.73856,st,SH2,
3055,0.00037099824,1.83705,tr,PNP_UDP_1,
3056,0.010499074,1.54016,tr,Rer1,
3057,0.00072919368,-1.39073,tr,aPHC,
3058,0.072386074,1.08628,pm,Peptidase_M24,
3059,0.97199171,0.01386,unk,Srb,
3060,0.049616277,-0.72375,tf,SLIDE,
3061,0.0013380293,1.80116,met,Thiolase_N,
3062,0.83217214,-0.03338,unk,C4dic_mal_tran,
3064,0.018850919,-0.58206,st,G-alpha,
3065,0.0015197855,-0.63296,tr_tf,Serpentine_recp,
3066,0.10672744,0.70795,unk,Yip1,
3067,0.0081883938,-0.78199,nr,WD40,
3068,0.065372145,0.71464,unk,NTase_sub_bind,
3069,0.0013890988,-1.45257,nr,Cyclin_N,
3070,0.0017746266,1.58381,tr,PIG-U,
3071,1.27E-05,1.80533,unk,Ndr,
3072,0.00086038709,-0.25588,unk,Sre,
3073,0.26012116,-0.2359,unk,YfhO,
3074,0.71944476,-0.16395,em,Pyr_redox_2,
3075,0.89886345,-0.01302,tm,NOT2_3_5,
3076,0.0085717375,-0.22332,unk, ,
3077,0.00017322096,-2.15778,unk,DUF1624,
3078,0.0092695082,-0.82548,pm,PPTA,
3079,0.00088612703,-1.61012,tr,Sec2p,
3080,0.011990677,0.66097,nr,Pox_VLTF3,
3081,0.14215705,0.4956,nr,NOA36,
3082,0.11799318,-0.37695,unk,Oxidored_q4,
3083,0.030415679,2.19927,unk,Innexin,
3084,0.059558995,-0.59929,unk,YfhO,
3085,0.044190547,-0.45707,unk,Svf1,
3086,0.26122054,-0.2405,met,Biopterin_H,
3087,0.08789586,0.36178,unk,Ground-like,
3088,0.37667505,0.07671,unk,Filament,
3089,0.30845757,-0.23539,unk,Reo_sigma1,
3090,0.0021947605,-0.3747,ps,SUI1,
3091,0.0038463808,1.4704,unk,CotH,
3092,0.7315363,-0.05649,unk,SDF,
3093,0.144036,0.88856,unk,CD47,
3094,0.0057469219,0.90503,tr,Cation_ATPase_C,
3095,0.0056637352,-0.62553,nr,Helicase_C,
3096,0.81249821,0.01334,nr,Myosin_tail_1,
3097,0.022676495,1.24023,met,Gln-synt_C,
3098,0.22259,0.38288,pm,U-box,
3099,0.017636465,-0.42448,tr,N1221,
3100,0.20388808,0.43664,met,PGAM,
3101,0.1429128,0.25563,unk, ,
3102,0.024402938,1.38477,cs,Ank,
3103,0.50996202,0.07407,unk,CcmH,
3104,0.43814221,0.06928,st,Drf_FH1,
3105,0.89983867,0.03899,unk,TFA,
3106,0.0029361087,2.92336,unk, ,
3107,0.36103249,0.08629,unk,DUF522,
3108,0.00051216421,1.8635,unk,Mlo,
3109,0.027941352,1.0789,unk,Serpentine_recp,
3110,0.16794859,-0.35391,unk,DUF1421,
3111,0.0030040413,-0.70199,tf,Ets,
3112,0.0014108711,-0.82557,pm,DnaJ,
3113,0.0025509884,0.74081,unk,Serinc,
3114,0.023703397,1.00313,em,ATP-synt_ab_C,
3115,0.012230041,0.7457,nr,Histone,
3116,0.027430068,-0.67044,extmat,DUF843,
3117,0.065531628,0.79657,nr,LSM,
3118,0.32067695,-0.19845,st,EGF,
3119,0.11049283,-0.51659,unk,Cytokin-bind,
3120,0.012397865,-0.48617,tr,ABC_tran,
3121,0.3273238,0.5231,unk,FFD_TFG,
3122,0.0009078259,0.55052,unk,7tm_7,
3123,0.032983778,0.2477,unk,DUF1919,
3124,0.013913138,-0.58904,unk,Sre,
3125,0.053079361,1.10901,met,tRNA-synt_2c,
3126,0.0008471678,1.05381,pm,DnaJ,
3127,0.002574403,-1.72401,unk,DUF973,
3128,0.16366065,0.21057,pm,Galactosyl_T_2,
3129,0.0033089207,-0.91258,nr,Borrelia_orfA,
3130,0.25704148,-0.32057,nr,RRM_1,
3131,0.012797047,-1.02753,tf,zf-C2H2,
3132,0.058086619,-0.43939,unk,Peptidase_M27,
3133,0.014404479,-0.67697,unk,Serpentine_recp,
3134,0.039389377,-0.6455,unk,Serpentine_recp,
3135,0.067004306,0.34683,unk,HOOK,
3136,0.0052679287,0.66664,nr,CSD,
3137,0.00037614195,1.2416,unk,Serpentine_recp,
3138,0.066287838,0.51218,st,DUF975,
3139,0.00077950158,-1.80447,nr,Chromo,
3140,0.1443533,-0.30855,pm,Peptidase_S9,
3141,0.075740751,-0.98772,unk,Lipase_2,
3142,0.0065655531,-0.61843,tm,WD40,
3143,0.210861,0.21354,unk,Homeobox,
3144,0.0039971568,-1.34611,unk,Borrelia_orfA,
3145,0.020442788,-0.83946,unk,Pkinase,
3146,0.029027956,0.54618,tr,ABC_tran,
3147,0.0051520581,-0.59833,pm,Dynein_light,
3148,0.17806312,-0.23303,pm,Proteasome,
3149,0.0038870571,-0.38849,unk,C1_1,
3150,0.0036967936,-1.88529,unk, ,
3151,0.00022775246,-1.49589,cs,TatC,
3152,0.0024978525,-1.16084,st,efhand,
3153,0.0016318775,-0.6297,unk,NDUF_B4,
3154,0.18333536,-0.19472,unk,GRIP,
3155,0.1762413,-0.35603,met,Serpentine_recp,
3156,0.0010441428,-1.62001,ps,s48_45,
3157,0.066799045,0.65029,unk,7TMR-DISM_7TM,
3158,0.0015716189,-2.30216,unk,TRP,
3159,0.0012389905,0.3938,unk,Intg_mem_TP0381,
3160,0.0074800452,1.74781,st,Pkinase,
3161,0.82797813,0.02581,unk,COG6,
3162,0.16022398,0.3075,nr,Surp,
3163,0.0058368299,-1.1942,unk,DUF1363,
3164,0.0070022146,-1.39127,unk,VAR1,
3165,0.0016446292,2.3341,nr,BPD_transp_1,
3166,0.86735926,0.06708,nr,Fcf1,
3167,0.231962,-0.30128,unk,DUF747,
3168,0.0062657188,1.72939,met,Phage_holin_4,
3169,0.00051347127,-1.31712,unk,UDPGT,
3170,0.14421729,0.37967,st,Pkinase,
3171,0.00021470187,-0.92722,pm,Thioredoxin,
3172,0.438915,-0.19814,ps,DHHA1,
3173,0.022648105,0.64585,unk,DUF1421,
3174,0.76722242,0.03992,cs,ARPC4,
3175,0.022853702,-0.4966,pm,SirB,
3176,0.0038796093,-1.06415,tf,SelR,
3177,0.014376236,-0.81859,tr,Adap_comp_sub,
3178,0.022911558,1.39122,em,COX6B,
3179,0.018589046,0.73248,unk,Metallothionein,
3180,0.0019891964,-1.39017,nr,RRM_1,
3181,0.33177497,0.18026,unk,Pox_Rif,
3182,8.87E-05,-1.09289,pm,FAD-oxidase_C,
3183,0.064635537,0.73448,tf,Bromodomain,
3184,0.005903081,-0.86304,unk,Clc-like,
3185,0.67973048,0.04949,tr,7tm_4,
3186,0.3408086,0.32433,pm,DUF1000,
3187,0.11796504,-0.16213,tm,Peptidase_M18,
3188,0.084581104,0.58612,unk,Oxidored_q1_N,
3189,0.19868875,0.17169,tr,Annexin,
3190,0.0011139784,-1.10835,unk,DUF766,
3191,0.0045247766,-0.85831,st,HHV6-IE,
3192,0.086371342,-0.59266,unk,7tm_4,
3193,0.4362206,-0.13308,nr,WD40,
3194,0.0012372218,-1.29415,st,Guanylate_kin,
3195,0.0048691293,-1.16993,unk,DUF1461,
3196,0.00036419216,-1.44134,unk,SAM_1,
3197,0.037429258,0.35149,unk,Paramyx_P_V,
3198,0.037747541,0.80811,unk,PRANC,
3199,0.20961957,-0.17132,pm,Ly49,
3200,0.016211031,-0.54911,tf,HOOK,
3201,0.11829714,0.3406,unk,DUF1850,
3202,0.010855947,0.71304,met,Sugar_tr,
3203,0.0014863477,-0.96779,unk,KAR9,
3204,0.015485403,1.13818,unk,Ldh_2,
3205,0.33159272,0.19947,unk,ATP_bind_4,
3206,0.047255888,-0.20725,unk,YfhO,
3207,3.78E-05,-1.02234,nr,UPF0184,
3208,0.036826241,-0.57163,unk,DUF1368,
3209,0.30709831,0.20689,unk,Transposase_30,
3210,0.0059428784,-0.63761,st,KA1,
3211,0.99303077,-0.00099,st,Ras,
3212,0.0062410422,0.92764,em,E1_dh,
3213,0.018444681,-0.58369,st,PI3_PI4_kinase,
3214,0.67626702,-0.06685,unk,UPF0328,
3215,0.015808783,-0.44291,cs,P16-Arc,
3216,0.44689399,0.09485,unk,Serpentine_recp,
3217,0.00096436422,-0.94982,unk,RVT_1,
3218,0.00068048233,-1.80975,tm,Sin_N,
3219,0.00030479693,-1.47868,em,vATP-synt_E,
3220,0.014227471,1.42772,prot,UBA_e1_C,
3221,0.81364363,-0.02929,imm,Serpin,
3222,0.00031791289,-1.0718,unk,Sigma70_ner,
3223,0.02168017,0.65849,pm,AAA,
3224,0.037905294,-0.48659,unk,Methyltransf_11,
3225,0.6385737,-0.04267,met,Corona_S2,
3226,0.047768179,1.1705,st,Reovirus_Mu2,
3227,0.0018979462,-1.17441,st,PRK,
3228,0.0056486098,1.82567,ps,WD40,
3229,0.14875558,0.2211,em,Cyto_heme_lyase,
3230,0.33616658,0.16034,em,Aldedh,
3231,0.0078342784,-0.83575,imm,PX,
3232,0.0051026513,0.50155,ps,CHL4,
3233,0.014288447,-1.05951,met,Acyltransferase,
3234,0.042511557,0.29223,nr,Cullin,
3235,0.013310825,-0.70681,met,Hexokinase_2,
3236,0.00024483139,-0.86644,st,NUDIX,
3237,0.024126694,1.18659,unk,efhand_1,
3238,0.77500926,-0.07364,st,Pkinase,
3239,0.51905561,-0.08506,unk,Papilloma_E5A,
3240,0.012443207,-1.07751,nr,Herpes_DNAp_acc,
3241,0.0042363747,-0.76673,unk,HSP70,
3242,0.017422437,-0.75386,unk,BIV_Env,
3243,0.00011629095,1.04044,unk, ,
3244,0.10202722,0.83463,unk,LSR,
3245,0.0024989633,-1.07735,tf,DUF1546,
3246,0.0041461246,-1.47437,st,Neur_chan_memb,
3247,0.028212184,0.42182,unk,PalI,
3248,0.00095589202,2.50795,unk,TMEM14,
3249,0.19428574,0.63974,unk,Adeno_100,
3250,0.011906223,-0.86244,nr,BIR,
3251,0.059977752,-0.61827,unk,DUF621,
3252,0.02650927,-0.43763,pm,TPR_2,
3253,0.0026634021,1.22616,unk,7TMR-DISM_7TM,
3254,0.21506949,-0.33136,tr,Mtc,
3255,0.12865046,0.4856,met,DUF608,
3256,0.43002523,0.16291,tr,PHO4,
3257,0.23290326,0.38083,unk,ATP-synt_A,
3258,0.15731044,0.67605,unk,DUF1620,
3259,0.89551729,0.0177,unk,DUF229,
3260,0.07252172,-0.61339,unk,PHD,
3261,0.0010268317,-1.44338,unk,EXS,
3262,0.28316844,0.09701,unk,YMF19,
3263,0.87819374,-0.03457,cs,CH,
3264,0.023730186,-0.58837,unk,MpPF26,
3265,0.016561902,-0.42279,unk,Serpentine_recp,
3266,0.080682913,-0.68303,met,ABC_tran,
3267,0.050174111,-0.31279,pm,DnaJ_CXXCXGXG,
3268,0.052280286,-0.39345,ps,tRNA-synt_2d,
3269,0.098176537,0.35468,unk,Peptidase_M8,
3270,0.00033530703,1.54712,unk,DHC_N2,
3271,0.0026167225,2.6358,unk,Serpentine_recp,
3272,0.20735523,-0.26193,unk,Sre,
3273,0.048965915,0.44071,em,HMGL-like,
3274,0.018005925,-0.6603,st,Metallophos,
3275,0.00024328239,1.99509,unk,UPF0185,
3276,0.004277534,1.48074,unk,Sre,
3277,0.013762689,1.62495,pm,7TMR-DISM_7TM,
3278,0.026579031,-0.42597,unk,UCH,
3279,0.0013090882,-1.51148,unk,Sre,
3280,0.27257983,-0.14957,nr,Cyclin_N,
3281,0.20517934,0.36644,unk,7tm_4,
3282,0.063596909,-0.26935,met,p450,
3283,0.025847785,-0.6892,unk,Myosin_tail_1,
3284,0.0017109868,1.79517,unk,Gp-FAR-1,
3285,0.021432834,-0.74252,nr,Herpes_BLLF1,
3286,0.48918932,0.11078,unk,RAP1,
3287,0.82395258,0.03274,met,Aminotran_1_2,
3288,0.19898965,0.50008,unk,WD40,
3289,0.38230401,0.21595,unk,7tm_4,
3290,0.021877074,-0.55936,tf,zf-C2H2,
3291,0.050910395,-0.22083,unk,DUF1600,
3292,0.00069532989,2.96735,nr,Atrophin-1,
3293,0.0064702436,2.42009,tm,VPS28,
3294,0.03020877,-0.93075,nr,zf-C2H2,
3295,0.061197316,1.06799,met,NadA,
3296,0.011772842,-1.09129,ps,PUF,
3297,0.32757914,0.36745,met,PALP,
3298,0.52941425,0.09758,prot,ThiF,
3299,0.88240027,-0.03155,ps,DUF221,
3300,0.067086569,0.21915,unk,Arteri_env,
3301,0.11587877,0.71749,tf,Hormone_recep,
3302,6.16E-05,2.48804,unk,DNA_pack_N,
3303,0.032891091,1.2054,unk,TatC,
3304,0.00022220761,-1.44277,unk,Mpp10,
3305,0.086933081,-0.61882,unk,Lung_7-TM_R,
