Strain,Accession,Date,Region,Country,Division,Authors,Journal,Title,Url,Num Date,Db,Raw Date
G3856,Km233113,2014-06-18,Subsaharan Africa,Sierra Leone,Kenema,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233113,2014.46,Genbank,2014-06-18
G4527.2,Kr105261,2014-07-26,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105261,2014.56,Genbank,2014-07-26
G4422.1,Kr105250,2014-07-19,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105250,2014.54,Genbank,2014-07-19
G4350.1,Kr105242,2014-07-14,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105242,2014.53,Genbank,2014-07-14
G4380.1,Kr105243,2014-07-15,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105243,2014.53,Genbank,2014-07-15
G4837.1,Kr105272,2014-08-09,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105272,2014.60,Genbank,2014-08-09
G4312.2,Kr105230,2014-07-12,Subsaharan Africa,Sierra Leone,Port Loko,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105230,2014.53,Genbank,2014-07-12
G4942.1,Kr105279,2014-08-12,Subsaharan Africa,Sierra Leone,Moyamba,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105279,2014.61,Genbank,2014-08-12
G5370.1,Kr105306,2014-08-28,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105306,2014.65,Genbank,2014-08-28
G4856.1,Kr105273,2014-08-10,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105273,2014.61,Genbank,2014-08-10
Makona-UK1.1,Kp184503,2014-08-25,Subsaharan Africa,Sierra Leone,Kenema,Bell Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP184503,2014.65,Genbank,2014-08-25
G4946.1,Kr105280,2014-08-13,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105280,2014.61,Genbank,2014-08-13
G4937.1,Kr105278,2014-08-13,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105278,2014.61,Genbank,2014-08-13
V20140008,Kr653251,2014-08-22,Subsaharan Africa,Sierra Leone,Kenema,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653251,2014.64,Genbank,2014-08-22
G4971.1,Kr105284,2014-08-14,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105284,2014.62,Genbank,2014-08-14
G4960.1,Kr105283,2014-08-14,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105283,2014.62,Genbank,2014-08-14
EM106,Km233036,2014-06-02,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233036,2014.42,Genbank,2014-06-02
EM111,Km233038,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233038,2014.42,Genbank,2014-06-03
EM110,Km233037,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233037,2014.42,Genbank,2014-06-03
EM113,Km233040,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233040,2014.42,Genbank,2014-06-03
EM124,Km233045,2014-06-04,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233045,2014.42,Genbank,2014-06-04
G3735,Km233056,2014-06-07,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233056,2014.43,Genbank,2014-06-07
G3798,Km233079,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233079,2014.45,Genbank,2014-06-15
G3845.2,Kr105201,2014-06-19,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105201,2014.46,Genbank,2014-06-19
G3805,Km233082,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233082,2014.45,Genbank,2014-06-15
G4337.1,Kr105238,2014-07-14,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105238,2014.53,Genbank,2014-07-14
G3771,Km233071,2014-06-12,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233071,2014.44,Genbank,2014-06-12
G3764,Km233063,2014-06-12,Subsaharan Africa,Sierra Leone,Sierra Leone,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233063,2014.44,Genbank,2014-06-12
G4252.1,Kr105224,2014-07-11,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105224,2014.52,Genbank,2014-07-11
G4450.1,Kr105257,2014-07-21,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105257,2014.55,Genbank,2014-07-21
G4151.1,Kr105215,2014-07-06,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105215,2014.51,Genbank,2014-07-06
G3707,Km233049,2014-05-31,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233049,2014.41,Genbank,2014-05-31
EM112,Km233039,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233039,2014.42,Genbank,2014-06-03
EM115,Km233041,2014-06-03,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233041,2014.42,Genbank,2014-06-03
NM042,Km233116,2014-06-04,Subsaharan Africa,Sierra Leone,Kambia,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233116,2014.42,Genbank,2014-06-04
G3789,Km233076,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233076,2014.45,Genbank,2014-06-14
G3814,Km233089,2014-06-15,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233089,2014.45,Genbank,2014-06-15
G3765,Km233064,2014-06-14,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233064,2014.45,Genbank,2014-06-14
G3840,Km233106,2014-06-17,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233106,2014.46,Genbank,2014-06-17
G3845,Km233108,2014-06-18,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233108,2014.46,Genbank,2014-06-18
G3917.1,Kr105207,2014-06-21,Subsaharan Africa,Sierra Leone,Kenema,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105207,2014.47,Genbank,2014-06-21
G3850,Km233111,2014-06-18,Subsaharan Africa,Sierra Leone,Kailahun,Gire Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KM233111,2014.46,Genbank,2014-06-18
G3950.1,Kr105210,2014-06-24,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105210,2014.48,Genbank,2014-06-24
G4133.1,Kr105214,2014-07-04,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105214,2014.50,Genbank,2014-07-04
G4333.1,Kr105236,2014-07-13,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105236,2014.53,Genbank,2014-07-13
G4299.1,Kr105229,2014-07-12,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105229,2014.53,Genbank,2014-07-12
G4251.1,Kr105223,2014-07-11,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105223,2014.52,Genbank,2014-07-11
G4236.1,Kr105221,2014-07-10,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105221,2014.52,Genbank,2014-07-10
G4250.1,Kr105222,2014-07-11,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105222,2014.52,Genbank,2014-07-11
G4254.1,Kr105225,2014-07-11,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105225,2014.52,Genbank,2014-07-11
G4751.1,Kr105271,2014-08-05,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105271,2014.59,Genbank,2014-08-05
J0156,Kp759698,2014-11-07,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759698,2014.85,Genbank,2014-11-07
V20143164,Kr653277,2014-10-27,Subsaharan Africa,Sierra Leone,Kenema,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653277,2014.82,Genbank,2014-10-27
V20143466,Kr653304,2014-11-01,Subsaharan Africa,Sierra Leone,Kenema,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653304,2014.83,Genbank,2014-11-01
G4190.1,Kr105216,2014-07-07,Subsaharan Africa,Sierra Leone,Kailahun,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105216,2014.51,Genbank,2014-07-07
V20142407,Kr653249,2014-10-16,Subsaharan Africa,Sierra Leone,Tonkolili,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653249,2014.79,Genbank,2014-10-16
V20142417,Kr653254,2014-10-19,Subsaharan Africa,Sierra Leone,Bo,Whitmer Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR653254,2014.80,Genbank,2014-10-19
J0051,Kp759633,2014-10-07,Subsaharan Africa,Sierra Leone,Western Urban,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759633,2014.76,Genbank,2014-10-07
J0053,Kp759721,2014-10-06,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759721,2014.76,Genbank,2014-10-06
G6012.1,Kr105340,2014-09-25,Subsaharan Africa,Sierra Leone,Sierra Leone,Goba Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KR105340,2014.73,Genbank,2014-09-25
J0054,Kp759722,2014-10-06,Subsaharan Africa,Sierra Leone,Western Rural,Tong Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KP759722,2014.76,Genbank,2014-10-06
77588_EMLK,Ku296801,2015-01-04,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296801,2015.01,Genbank,2015-01-04
77577_EMLK,Ku296533,2015-01-03,Subsaharan Africa,Sierra Leone,Western Urban,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296533,2015.01,Genbank,2015-01-03
PL4226,Ku296615,2015-03-02,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296615,2015.16,Genbank,2015-03-02
PL4483,Ku296389,2015-03-08,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296389,2015.18,Genbank,2015-03-08
PL4864,Ku296437,2015-03-16,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296437,2015.20,Genbank,2015-03-16
PL4866,Ku296390,2015-03-16,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296390,2015.20,Genbank,2015-03-16
PL4865,Ku296633,2015-03-16,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296633,2015.20,Genbank,2015-03-16
PL4736,Ku296724,2015-03-13,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296724,2015.19,Genbank,2015-03-13
PL5025,Ku296412,2015-03-20,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296412,2015.21,Genbank,2015-03-20
PL5157,Ku296421,2015-03-22,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296421,2015.22,Genbank,2015-03-22
PL6049,Ku296743,2015-04-11,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296743,2015.27,Genbank,2015-04-11
PL7626,Ku296753,2015-06-04,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296753,2015.42,Genbank,2015-06-04
15470_EMLK,Ku296543,2015-06-16,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296543,2015.45,Genbank,2015-06-16
15661_EMLK,Ku296822,2015-06-28,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296822,2015.49,Genbank,2015-06-28
15323_EMLK,Ku296668,2015-06-07,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296668,2015.43,Genbank,2015-06-07
15274_EMLK,Ku296337,2015-06-04,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296337,2015.42,Genbank,2015-06-04
15314_EMLK,Ku296600,2015-06-06,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296600,2015.43,Genbank,2015-06-06
15686_EMLK,Ku296555,2015-06-30,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296555,2015.49,Genbank,2015-06-30
15338_EMLK,Ku296414,2015-06-08,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296414,2015.43,Genbank,2015-06-08
15349_EMLK,Ku296442,2015-06-09,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296442,2015.44,Genbank,2015-06-09
15438R_EMLK,Ku296353,2015-06-14,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296353,2015.45,Genbank,2015-06-14
15207R_EMLK,Ku296488,2015-05-29,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296488,2015.41,Genbank,2015-05-29
KT7095,Ku296690,2015-07-05,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296690,2015.51,Genbank,2015-07-05
19521_EMLK,Ku296306,2015-07-05,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296306,2015.51,Genbank,2015-07-05
15421_EMLK,Ku296796,2015-06-13,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296796,2015.45,Genbank,2015-06-13
19560R_EMLK,Ku296580,2015-07-07,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296580,2015.51,Genbank,2015-07-07
15543_EMLK,Ku296666,2015-06-22,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296666,2015.47,Genbank,2015-06-22
20525_EMLK,Ku296487,2015-09-06,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296487,2015.68,Genbank,2015-09-06
020380_EMLK,Ku296775,2015-08-28,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296775,2015.65,Genbank,2015-08-28
020484_EMLK,Ku296462,2015-09-04,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296462,2015.67,Genbank,2015-09-04
20547_EMLK,Ku296455,2015-09-07,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296455,2015.68,Genbank,2015-09-07
20524_EMLK,Ku296424,2015-09-06,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296424,2015.68,Genbank,2015-09-06
DML24708,Kt357845,2015-01-28,Subsaharan Africa,Sierra Leone,Kono,Smits Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KT357845,2015.07,Genbank,2015-01-28
14743_EML,Ku296298,2015-04-19,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296298,2015.30,Genbank,2015-04-19
15674_EMLK,Ku296843,2015-06-28,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296843,2015.49,Genbank,2015-06-28
PL8172,Ku296428,2015-06-18,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296428,2015.46,Genbank,2015-06-18
PL7375,Ku296498,2015-05-27,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296498,2015.40,Genbank,2015-05-27
PL7429,Ku296617,2015-05-29,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296617,2015.41,Genbank,2015-05-29
PL7451,Ku296837,2015-05-29,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296837,2015.41,Genbank,2015-05-29
PL7401,Ku296819,2015-05-27,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296819,2015.40,Genbank,2015-05-27
PL7709,Ku296426,2015-06-06,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296426,2015.43,Genbank,2015-06-06
PL7834,Ku296326,2015-06-10,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296326,2015.44,Genbank,2015-06-10
PL7774,Ku296589,2015-06-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296589,2015.43,Genbank,2015-06-08
PL7947,Ku296571,2015-06-12,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296571,2015.44,Genbank,2015-06-12
PL8429,Ku296440,2015-06-24,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296440,2015.48,Genbank,2015-06-24
PL6656,Ku296523,2015-05-01,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296523,2015.33,Genbank,2015-05-01
PL7055,Ku296484,2015-05-15,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296484,2015.37,Genbank,2015-05-15
PL7605,Ku296486,2015-06-04,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296486,2015.42,Genbank,2015-06-04
PL7604,Ku296592,2015-06-04,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296592,2015.42,Genbank,2015-06-04
PL7376,Ku296740,2015-05-27,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296740,2015.40,Genbank,2015-05-27
15373_EMLK,Ku296802,2015-06-10,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296802,2015.44,Genbank,2015-06-10
PL7689,Ku296712,2015-06-06,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296712,2015.43,Genbank,2015-06-06
15000_EMLK,Ku296504,2015-05-13,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296504,2015.36,Genbank,2015-05-13
PL7136b,Ku296732,2015-05-18,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296732,2015.38,Genbank,2015-05-18
PL7685,Ku296556,2015-06-06,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296556,2015.43,Genbank,2015-06-06
PL7775,Ku296422,2015-06-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296422,2015.43,Genbank,2015-06-08
15360_EMLK,Ku296399,2015-06-08,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296399,2015.43,Genbank,2015-06-08
PL7053,Ku296757,2015-05-15,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296757,2015.37,Genbank,2015-05-15
PL7773,Ku296417,2015-06-08,Subsaharan Africa,Sierra Leone,Sierra Leone,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296417,2015.43,Genbank,2015-06-08
PL7511,Ku296685,2015-06-01,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296685,2015.41,Genbank,2015-06-01
PL7551,Ku296322,2015-06-02,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296322,2015.42,Genbank,2015-06-02
PL7801,Ku296327,2015-06-09,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296327,2015.44,Genbank,2015-06-09
PL7577,Ku296385,2015-06-03,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296385,2015.42,Genbank,2015-06-03
PL7678,Ku296625,2015-06-06,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296625,2015.43,Genbank,2015-06-06
14846_EMLK,Ku296831,2015-04-29,Subsaharan Africa,Sierra Leone,Kambia,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296831,2015.32,Genbank,2015-04-29
PL7792,Ku296793,2015-06-09,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296793,2015.44,Genbank,2015-06-09
PL7496,Ku296846,2015-05-31,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296846,2015.41,Genbank,2015-05-31
PL7820,Ku296804,2015-06-09,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296804,2015.44,Genbank,2015-06-09
PL7946,Ku296667,2015-06-12,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296667,2015.44,Genbank,2015-06-12
PL8310,Ku296618,2015-06-21,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296618,2015.47,Genbank,2015-06-21
PL9192,Ku296401,2015-07-13,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296401,2015.53,Genbank,2015-07-13
PL9199,Ku296371,2015-07-13,Subsaharan Africa,Sierra Leone,Port Loko,Arias Et Al,unknown,unknown,https://www.ncbi.nlm.nih.gov/nuccore/KU296371,2015.53,Genbank,2015-07-13
