,Sort ,State,FIPS ,County ,CountySeat(s) ,Population(2010),LandAreakm2 ,LandAreami2 ,WaterAreakm2 ,WaterAreami2 ,TotalAreakm2 ,TotalAreami2 ,Latitude ,Longitude,Hover
1062,1063,KY,21139,Livingston,Smithland,"9,519",810.996,313.127,75.645,29.207,886.640,342.334,37.209517,-88.363426,Livingston<br>KY<br>21139
1063,1064,KY,21141,Logan,Russellville,"26,835","1,430.014",552.131,12.690,4.899,"1,442.703",557.030,36.859829,-86.881436,Logan<br>KY<br>21141
1064,1065,KY,21143,Lyon,Eddyville,"8,314",553.843,213.840,110.563,42.688,664.406,256.528,37.023976,-88.083391,Lyon<br>KY<br>21143
1065,1066,KY,21145,McCracken,Richmond,"65,565",644.243,248.744,50.315,19.427,694.558,268.171,37.053688,-88.712378,McCracken<br>KY<br>21145
1066,1067,KY,21147,McCreary,Salyersville,"18,306","1,105.415",426.803,10.733,4.144,"1,116.147",430.947,36.731136,-84.491052,McCreary<br>KY<br>21147
1067,1068,KY,21149,McLean,Lebanon,"9,531",653.905,252.474,9.736,3.759,663.641,256.233,37.530575,-87.262931,McLean<br>KY<br>21149
1068,1069,KY,21151,Madison,Benton,"82,916","1,132.583",437.293,15.447,5.964,"1,148.030",443.257,37.723528,-84.277008,Madison<br>KY<br>21151
1069,1070,KY,21153,Magoffin,Inez,"13,333",798.866,308.444,1.848,0.714,800.714,309.158,37.698954,-83.069716,Magoffin<br>KY<br>21153
1070,1071,KY,21155,Marion,Maysville,"19,820",888.387,343.008,9.971,3.850,898.359,346.858,37.552247,-85.269242,Marion<br>KY<br>21155
1071,1072,KY,21157,Marshall,Paducah,"31,448",780.241,301.253,100.797,38.918,881.038,340.171,36.882017,-88.332752,Marshall<br>KY<br>21157
1072,1073,KY,21159,Martin,Whitley City,"12,929",594.674,229.605,2.574,0.994,597.248,230.599,37.796774,-82.506623,Martin<br>KY<br>21159
1073,1074,KY,21161,Mason,Calhoun,"17,490",621.927,240.128,16.278,6.285,638.206,246.413,38.594068,-83.828052,Mason<br>KY<br>21161
1074,1075,KY,21163,Meade,Brandenburg,"28,602",791.043,305.423,49.415,19.079,840.458,324.502,37.967476,-86.200863,Meade<br>KY<br>21163
1075,1076,KY,21165,Menifee,Frenchburg,"6,306",527.282,203.585,6.085,2.349,533.367,205.934,37.950715,-83.597345,Menifee<br>KY<br>21165
1076,1077,KY,21167,Mercer,Harrodsburg,"21,331",644.382,248.797,11.692,4.514,656.074,253.311,37.812085,-84.879695,Mercer<br>KY<br>21167
1077,1078,KY,21169,Metcalfe,Edmonton,"10,099",750.178,289.645,4.000,1.544,754.178,291.189,36.990394,-85.629554,Metcalfe<br>KY<br>21169
1078,1079,KY,21171,Monroe,Tompkinsville,"10,963",853.073,329.373,6.949,2.683,860.023,332.056,36.714077,-85.713508,Monroe<br>KY<br>21171
1079,1080,KY,21173,Montgomery,Mount Sterling,"26,499",511.175,197.366,3.862,1.491,515.037,198.857,38.038138,-83.912338,Montgomery<br>KY<br>21173
1080,1081,KY,21175,Morgan,West Liberty,"13,923",987.114,381.127,6.892,2.661,994.006,383.788,37.922940,-83.258944,Morgan<br>KY<br>21175
1081,1082,KY,21177,Muhlenberg,Greenville,"31,499","1,209.729",467.079,31.912,12.321,"1,241.641",479.400,37.213816,-87.134092,Muhlenberg<br>KY<br>21177
1082,1083,KY,21179,Nelson,Bardstown,"43,437","1,081.352",417.512,17.000,6.564,"1,098.352",424.076,37.803188,-85.465955,Nelson<br>KY<br>21179
1083,1084,KY,21181,Nicholas,Carlisle,"7,135",505.490,195.171,4.307,1.663,509.796,196.834,38.337132,-84.025554,Nicholas<br>KY<br>21181
1084,1085,KY,21183,Ohio,Hartford,"23,842","1,521.032",587.274,23.188,8.953,"1,544.221",596.227,37.477859,-86.844871,Ohio<br>KY<br>21183
1085,1086,KY,21185,Oldham,La Grange,"60,316",484.893,187.218,23.870,9.216,508.763,196.434,38.400046,-85.456059,Oldham<br>KY<br>21185
1086,1087,KY,21187,Owen,Owenton,"10,841",909.352,351.103,8.143,3.144,917.495,354.247,38.499603,-84.841509,Owen<br>KY<br>21187
1087,1088,KY,21189,Owsley,Booneville,"4,755",511.283,197.407,2.286,0.883,513.569,198.290,37.423452,-83.691566,Owsley<br>KY<br>21189
1088,1089,KY,21191,Pendleton,Falmouth,"14,877",717.833,277.157,12.331,4.761,730.164,281.918,38.690765,-84.354041,Pendleton<br>KY<br>21191
1089,1090,KY,21193,Perry,Hazard,"28,712",879.741,339.670,7.613,2.940,887.354,342.610,37.241282,-83.217772,Perry<br>KY<br>21193
1090,1091,KY,21195,Pike,Pikeville,"65,024","2,037.888",786.833,4.757,1.837,"2,042.644",788.670,37.482067,-82.402869,Pike<br>KY<br>21195
1091,1092,KY,21197,Powell,Stanton,"12,613",463.555,178.979,2.958,1.142,466.513,180.121,37.810379,-83.826985,Powell<br>KY<br>21197
1092,1093,KY,21199,Pulaski,Somerset,"63,063","1,705.268",658.408,48.553,18.746,"1,753.821",677.154,37.108312,-84.579986,Pulaski<br>KY<br>21199
1093,1094,KY,21201,Robertson,Mount Olivet,"2,282",258.768,99.911,0.485,0.187,259.253,100.098,38.513826,-84.063757,Robertson<br>KY<br>21201
1094,1095,KY,21203,Rockcastle,Mount Vernon,"17,056",819.847,316.545,4.018,1.551,823.865,318.096,37.361220,-84.314419,Rockcastle<br>KY<br>21203
1095,1096,KY,21205,Rowan,Morehead,"23,333",724.666,279.795,16.759,6.471,741.426,286.266,38.205894,-83.425969,Rowan<br>KY<br>21205
1096,1097,KY,21207,Russell,Jamestown,"17,565",656.969,253.657,75.675,29.218,732.644,282.875,36.989127,-85.058976,Russell<br>KY<br>21207
1097,1098,KY,21209,Scott,Georgetown,"47,173",729.770,281.766,9.498,3.667,739.268,285.433,38.289882,-84.579376,Scott<br>KY<br>21209
1098,1099,KY,21211,Shelby,Shelbyville,"42,074",983.254,379.636,15.631,6.035,998.885,385.671,38.239426,-85.228360,Shelby<br>KY<br>21211
1099,1100,KY,21213,Simpson,Franklin,"17,327",606.585,234.204,5.857,2.262,612.443,236.466,36.740863,-86.581464,Simpson<br>KY<br>21213
1100,1101,KY,21215,Spencer,Taylorsville,"17,061",483.492,186.677,12.898,4.980,496.391,191.657,38.026976,-85.321525,Spencer<br>KY<br>21215
1101,1102,KY,21217,Taylor,Campbellsville,"24,512",689.784,266.327,27.170,10.490,716.954,276.817,37.365106,-85.326698,Taylor<br>KY<br>21217
1102,1103,KY,21219,Todd,Elkton,"12,460",969.941,374.496,6.631,2.560,976.572,377.056,36.840338,-87.183642,Todd<br>KY<br>21219
1103,1104,KY,21221,Trigg,Cadiz,"14,339","1,143.307",441.433,103.331,39.896,"1,246.638",481.329,36.807681,-87.858652,Trigg<br>KY<br>21221
1104,1105,KY,21223,Trimble,Bedford,"8,809",392.766,151.648,11.834,4.569,404.600,156.217,38.618193,-85.355171,Trimble<br>KY<br>21223
1105,1106,KY,21225,Union,Morganfield,"15,007",887.974,342.849,53.168,20.528,941.142,363.377,37.658029,-87.951650,Union<br>KY<br>21225
1106,1107,KY,21227,Warren,Bowling Green,"113,792","1,402.738",541.600,15.447,5.964,"1,418.185",547.564,36.995634,-86.423579,Warren<br>KY<br>21227
1107,1108,KY,21229,Washington,Springfield,"11,717",769.916,297.266,10.192,3.935,780.108,301.201,37.754209,-85.175416,Washington<br>KY<br>21229
1108,1109,KY,21231,Wayne,Monticello,"20,813","1,186.656",458.170,67.316,25.991,"1,253.972",484.161,36.802011,-84.830440,Wayne<br>KY<br>21231
1109,1110,KY,21233,Webster,Dixon,"13,621",859.728,331.943,9.615,3.712,869.343,335.655,37.520021,-87.685095,Webster<br>KY<br>21233
1110,1111,KY,21235,Whitley,Williamsburg,"35,637","1,133.974",437.830,18.878,7.289,"1,152.851",445.119,36.758021,-84.144550,Whitley<br>KY<br>21235
1111,1112,KY,21237,Wolfe,Campton,"7,355",575.419,222.171,1.505,0.581,576.925,222.752,37.743774,-83.495068,Wolfe<br>KY<br>21237
1112,1113,KY,21239,Woodford,Versailles,"24,939",488.948,188.784,8.423,3.252,497.371,192.036,38.042789,-84.748147,Woodford<br>KY<br>21239
1113,1114,LA,22001,Acadia,Crowley,"61,773","1,696.751",655.119,6.049,2.335,"1,702.799",657.454,30.291497,-92.411037,Acadia<br>LA<br>22001
1114,1115,LA,22003,Allen,Oberlin,"25,764","1,973.175",761.847,10.637,4.107,"1,983.811",765.954,30.652744,-92.819605,Allen<br>LA<br>22003
1115,1116,LA,22005,Ascension,Donaldsonville,"107,215",751.047,289.981,33.165,12.805,784.212,302.786,30.202946,-90.910023,Ascension<br>LA<br>22005
1116,1117,LA,22007,Assumption,Napoleonville,"23,421",877.121,338.658,67.009,25.872,944.130,364.530,29.899884,-91.050528,Assumption<br>LA<br>22007
1117,1118,LA,22009,Avoyelles,Marksville,"42,073","2,155.994",832.434,86.273,33.310,"2,242.268",865.744,31.085094,-91.993798,Avoyelles<br>LA<br>22009
1118,1119,LA,22011,Beauregard,De Ridder,"35,654","2,997.502","1,157.342",21.999,8.494,"3,019.501","1,165.836",30.645018,-93.340253,Beauregard<br>LA<br>22011
1119,1120,LA,22013,Bienville,Arcadia,"14,353","2,101.175",811.268,27.978,10.802,"2,129.153",822.070,32.344268,-93.061513,Bienville<br>LA<br>22013
1120,1121,LA,22015,Bossier,Benton,"116,979","2,175.738",840.057,70.351,27.163,"2,246.089",867.220,32.696202,-93.617977,Bossier<br>LA<br>22015
1121,1122,LA,22017,Caddo,Shreveport,"254,969","2,275.405",878.539,150.957,58.285,"2,426.362",936.824,32.577195,-93.882423,Caddo<br>LA<br>22017
1122,1123,LA,22019,Calcasieu,Lake Charles,"192,768","2,754.864","1,063.659",79.292,30.615,"2,834.157","1,094.274",30.229559,-93.358015,Calcasieu<br>LA<br>22019
1123,1124,LA,22021,Caldwell,Columbia,"10,132","1,371.204",529.425,29.277,11.304,"1,400.481",540.729,32.101244,-92.114180,Caldwell<br>LA<br>22021
1124,1125,LA,22023,Cameron,Cameron,"6,839","3,327.842","1,284.887","1,688.108",651.782,"5,015.950","1,936.669",29.871989,-93.165437,Cameron<br>LA<br>22023
1125,1126,LA,22025,Catahoula,Harrisonburg,"10,407","1,833.789",708.030,81.301,31.391,"1,915.091",739.421,31.666517,-91.846703,Catahoula<br>LA<br>22025
1126,1127,LA,22027,Claiborne,Homer,"17,195","1,955.126",754.878,32.473,12.538,"1,987.599",767.416,32.827585,-92.991125,Claiborne<br>LA<br>22027
1127,1128,LA,22029,Concordia,Vidalia,"20,822","1,805.014",696.920,130.488,50.382,"1,935.502",747.302,31.469806,-91.626314,Concordia<br>LA<br>22029
1128,1129,LA,22031,De Soto,Mansfield,"26,656","2,267.739",875.579,49.234,19.009,"2,316.973",894.588,32.059248,-93.740797,De Soto<br>LA<br>22031
1129,1130,LA,22033,East Baton Rouge,Baton Rouge,"440,171","1,179.412",455.374,38.491,14.861,"1,217.903",470.235,30.544002,-91.093174,East Baton Rouge<br>LA<br>22033
1130,1131,LA,22035,East Carroll,Lake Providence,"7,759","1,089.619",420.704,56.274,21.728,"1,145.893",442.432,32.730170,-91.234141,East Carroll<br>LA<br>22035
1131,1132,LA,22037,East Feliciana,Clinton,"20,267","1,174.326",453.410,6.133,2.368,"1,180.459",455.778,30.839784,-91.043434,East Feliciana<br>LA<br>22037
1132,1133,LA,22039,Evangeline,Ville Platte,"33,984","1,715.550",662.378,44.668,17.246,"1,760.218",679.624,30.720693,-92.404086,Evangeline<br>LA<br>22039
1133,1134,LA,22041,Franklin,Winnsboro,"20,767","1,617.668",624.585,28.108,10.853,"1,645.776",635.438,32.138279,-91.672101,Franklin<br>LA<br>22041
1134,1135,LA,22043,Grant,Colfax,"22,309","1,665.429",643.026,56.015,21.627,"1,721.444",664.653,31.597787,-92.561716,Grant<br>LA<br>22043
1135,1136,LA,22045,Iberia,New Iberia,"73,240","1,486.940",574.111,"1,182.115",456.417,"2,669.056","1,030.528",29.606013,-91.842706,Iberia<br>LA<br>22045
1136,1137,LA,22047,Iberville,Plaquemine,"33,387","1,602.236",618.627,88.658,34.231,"1,690.895",652.858,30.288394,-91.363150,Iberville<br>LA<br>22047
1137,1138,LA,22049,Jackson,Jonesboro,"16,274","1,474.178",569.183,28.733,11.094,"1,502.911",580.277,32.304480,-92.556672,Jackson<br>LA<br>22049
1138,1139,LA,22051,Jefferson,Gretna,"432,552",765.683,295.632,957.755,369.791,"1,723.437",665.423,29.503300,-90.036231,Jefferson<br>LA<br>22051
1139,1140,LA,22053,Jefferson Davis,Jennings,"31,594","1,686.932",651.328,18.718,7.227,"1,705.650",658.555,30.269529,-92.816221,Jefferson Davis<br>LA<br>22053
1140,1141,LA,22055,Lafayette,Jena,"221,578",695.980,268.720,1.267,0.489,697.247,269.209,30.206507,-92.064170,Lafayette<br>LA<br>22055
1141,1142,LA,22057,Lafourche,Lafayette,"96,318","2,766.662","1,068.214","1,051.775",406.093,"3,818.438","1,474.307",29.491993,-90.394849,Lafourche<br>LA<br>22057
1142,1143,LA,22059,La Salle,Thibodaux,"14,890","1,617.923",624.684,97.668,37.710,"1,715.591",662.394,31.680836,-92.161809,La Salle<br>LA<br>22059
1143,1144,LA,22061,Lincoln,Ruston,"46,735","1,221.806",471.742,1.898,0.733,"1,223.704",472.475,32.601148,-92.662082,Lincoln<br>LA<br>22061
1144,1145,LA,22063,Livingston,Livingston,"128,026","1,678.749",648.169,141.614,54.678,"1,820.363",702.847,30.440419,-90.727474,Livingston<br>LA<br>22063
1145,1146,LA,22065,Madison,Tallulah,"12,093","1,617.283",624.437,68.539,26.463,"1,685.822",650.900,32.365824,-91.240729,Madison<br>LA<br>22065
1146,1147,LA,22067,Morehouse,Bastrop,"27,979","2,058.870",794.934,28.879,11.150,"2,087.749",806.084,32.820008,-91.800399,Morehouse<br>LA<br>22067
1147,1148,LA,22069,Natchitoches,Natchitoches,"39,566","3,243.312","1,252.250",121.064,46.743,"3,364.376","1,298.993",31.734982,-93.086106,Natchitoches<br>LA<br>22069
1148,1149,LA,22071,Orleans,New Orleans,"343,829",438.803,169.423,468.240,180.789,907.044,350.212,30.068636,-89.939007,Orleans<br>LA<br>22071
1149,1150,LA,22073,Ouachita,Monroe,"153,720","1,580.945",610.406,55.282,21.344,"1,636.226",631.750,32.477495,-92.154798,Ouachita<br>LA<br>22073
1150,1151,LA,22075,Plaquemines,Pointe a la Hache,"23,042","2,019.961",779.911,"4,629.053","1,787.287","6,649.014","2,567.198",29.402337,-89.298489,Plaquemines<br>LA<br>22075
1151,1152,LA,22077,Pointe Coupee,New Roads,"22,802","1,443.520",557.346,86.418,33.366,"1,529.938",590.712,30.708319,-91.604621,Pointe Coupee<br>LA<br>22077
1152,1153,LA,22079,Rapides,Alexandria,"131,613","3,413.506","1,317.962",113.170,43.695,"3,526.676","1,361.657",31.193204,-92.535953,Rapides<br>LA<br>22079
1153,1154,LA,22081,Red River,Coushatta,"9,091","1,007.739",389.090,34.328,13.254,"1,042.066",402.344,32.101213,-93.349050,Red River<br>LA<br>22081
1154,1155,LA,22083,Richland,Rayville,"20,725","1,447.915",559.043,14.174,5.473,"1,462.089",564.516,32.418121,-91.758375,Richland<br>LA<br>22083
1155,1156,LA,22085,Sabine,Many,"24,233","2,244.637",866.659,375.446,144.960,"2,620.082","1,011.619",31.560209,-93.559228,Sabine<br>LA<br>22085
1156,1157,LA,22087,St. Bernard,Chalmette,"35,897",977.764,377.517,"4,611.616","1,780.555","5,589.381","2,158.072",29.918110,-89.263494,St. Bernard<br>LA<br>22087
1157,1158,LA,22089,St. Charles,Hahnville,"52,780",722.821,279.083,340.703,131.546,"1,063.524",410.629,29.913833,-90.359314,St. Charles<br>LA<br>22089
1158,1159,LA,22091,St. Helena,Greensburg,"11,203","1,057.758",408.403,2.811,1.085,"1,060.569",409.488,30.821423,-90.709350,St. Helena<br>LA<br>22091
1159,1160,LA,22093,St. James,Convent,"22,102",625.578,241.537,42.532,16.422,668.110,257.959,30.024820,-90.793956,St. James<br>LA<br>22093
1160,1161,LA,22095,St. John the Baptist,Edgard,"45,924",551.852,213.071,348.525,134.566,900.376,347.637,30.117471,-90.504677,St. John the Baptist<br>LA<br>22095
1161,1162,LA,22097,St. Landry,Opelousas,"83,384","2,392.837",923.879,39.115,15.102,"2,431.952",938.981,30.583441,-91.989275,St. Landry<br>LA<br>22097
1162,1163,LA,22099,St. Martin,St. Martinville,"52,160","1,910.498",737.648,204.201,78.842,"2,114.699",816.490,30.121433,-91.611481,St. Martin<br>LA<br>22099
1163,1164,LA,22101,St. Mary,Franklin,"54,650","1,438.425",555.379,"1,460.867",564.044,"2,899.292","1,119.423",29.629349,-91.463804,St. Mary<br>LA<br>22101
1164,1165,LA,22103,St. Tammany,Covington,"233,740","2,189.967",845.551,721.668,278.638,"2,911.635","1,124.189",30.410022,-89.951962,St. Tammany<br>LA<br>22103
1165,1166,LA,22105,Tangipahoa,Amite,"121,097","2,049.392",791.275,82.863,31.994,"2,132.255",823.269,30.621581,-90.406633,Tangipahoa<br>LA<br>22105
1166,1167,LA,22107,Tensas,St. Joseph,"5,252","1,561.205",602.784,99.471,38.406,"1,660.676",641.190,32.001489,-91.342576,Tensas<br>LA<br>22107
1167,1168,LA,22109,Terrebonne,Houma,"111,860","3,190.386","1,231.815","2,202.157",850.258,"5,392.543","2,082.073",29.333266,-90.844191,Terrebonne<br>LA<br>22109
1168,1169,LA,22111,Union,Farmerville,"22,721","2,271.389",876.988,73.594,28.415,"2,344.984",905.403,32.829349,-92.375650,Union<br>LA<br>22111
1169,1170,LA,22113,Vermilion,Abbeville,"57,999","3,038.572","1,173.199",955.369,368.870,"3,993.942","1,542.069",29.786872,-92.290090,Vermilion<br>LA<br>22113
1170,1171,LA,22115,Vernon,Leesville,"52,334","3,439.271","1,327.910",35.159,13.575,"3,474.430","1,341.485",31.110563,-93.181520,Vernon<br>LA<br>22115
1171,1172,LA,22117,Washington,Franklinton,"47,168","1,734.061",669.525,16.472,6.360,"1,750.533",675.885,30.852144,-90.046253,Washington<br>LA<br>22117
1172,1173,LA,22119,Webster,Minden,"41,207","1,535.940",593.030,56.488,21.810,"1,592.428",614.840,32.732152,-93.339825,Webster<br>LA<br>22119
1173,1174,LA,22121,West Baton Rouge,Port Allen,"23,788",498.299,192.394,29.602,11.429,527.901,203.823,30.464052,-91.309808,West Baton Rouge<br>LA<br>22121
1174,1175,LA,22123,West Carroll,Oak Grove,"11,604",931.479,359.646,2.386,0.921,933.865,360.567,32.792480,-91.451998,West Carroll<br>LA<br>22123
1175,1176,LA,22125,West Feliciana,St. Francisville,"15,625","1,044.318",403.214,59.024,22.789,"1,103.342",426.003,30.872701,-91.421008,West Feliciana<br>LA<br>22125
1176,1177,LA,22127,Winn,Winnfield,"15,313","2,460.712",950.086,17.448,6.737,"2,478.160",956.823,31.941187,-92.641269,Winn<br>LA<br>22127
1177,1178,ME,23001,Androscoggin,Auburn,"107,702","1,211.926",467.927,75.611,29.193,"1,287.537",497.120,44.167681,-70.207435,Androscoggin<br>ME<br>23001
1178,1179,ME,23003,Aroostook,Houlton,"71,870","17,278.665","6,671.330",404.654,156.238,"17,683.319","6,827.568",46.727057,-68.649410,Aroostook<br>ME<br>23003
1179,1180,ME,23005,Cumberland,Portland,"281,674","2,163.263",835.241,989.950,382.222,"3,153.213","1,217.463",43.808348,-70.330375,Cumberland<br>ME<br>23005
1180,1181,ME,23007,Franklin,Farmington,"30,768","4,394.196","1,696.609",121.393,46.870,"4,515.589","1,743.479",44.973012,-70.444727,Franklin<br>ME<br>23007
1181,1182,ME,23009,Hancock,Ellsworth,"54,418","4,110.034","1,586.893","1,963.321",758.043,"6,073.355","2,344.936",44.564906,-68.370703,Hancock<br>ME<br>23009
1182,1183,ME,23011,Kennebec,Augusta,"122,151","2,246.877",867.524,216.654,83.650,"2,463.531",951.174,44.417012,-69.765764,Kennebec<br>ME<br>23011
1183,1184,ME,23013,Knox,Rockland,"39,736",945.691,365.134,"2,017.114",778.812,"2,962.806","1,143.946",44.042045,-69.038515,Knox<br>ME<br>23013
1184,1185,ME,23015,Lincoln,Wiscasset,"34,457","1,180.564",455.818,631.400,243.785,"1,811.964",699.603,43.994265,-69.514029,Lincoln<br>ME<br>23015
1185,1186,ME,23017,Oxford,Paris,"57,833","5,378.991","2,076.840",256.087,98.876,"5,635.078","2,175.716",44.494585,-70.734688,Oxford<br>ME<br>23017
1186,1187,ME,23019,Penobscot,Bangor,"153,923","8,799.126","3,397.362",413.671,159.719,"9,212.796","3,557.081",45.390602,-68.657487,Penobscot<br>ME<br>23019
1187,1188,ME,23021,Piscataquis,Dover-Foxcroft,"17,535","10,258.571","3,960.856","1,080.310",417.110,"11,338.881","4,377.966",45.917678,-69.104548,Piscataquis<br>ME<br>23021
1188,1189,ME,23023,Sagadahoc,Bath,"35,293",657.067,253.695,301.332,116.345,958.399,370.040,43.916694,-69.843994,Sagadahoc<br>ME<br>23023
1189,1190,ME,23025,Somerset,Skowhegan,"52,228","10,164.157","3,924.403",438.038,169.128,"10,602.195","4,093.531",45.507482,-69.976040,Somerset<br>ME<br>23025
1190,1191,ME,23027,Waldo,Belfast,"38,786","1,890.480",729.918,318.150,122.838,"2,208.629",852.756,44.505361,-69.139678,Waldo<br>ME<br>23027
1191,1192,ME,23029,Washington,Machias,"32,856","6,637.258","2,562.660","1,800.020",694.992,"8,437.277","3,257.652",44.967009,-67.609354,Washington<br>ME<br>23029
1192,1193,ME,23031,York,Alfred,"197,131","2,565.935",990.713,722.609,279.001,"3,288.544","1,269.714",43.427239,-70.670402,York<br>ME<br>23031
1193,1194,MD,24001,Allegany,Cumberland,"75,087","1,098.564",424.158,14.954,5.774,"1,113.518",429.932,39.612309,-78.703108,Allegany<br>MD<br>24001
1194,1195,MD,24003,Anne Arundel,Annapolis,"537,656","1,074.591",414.902,447.805,172.899,"1,522.396",587.801,38.993374,-76.560511,Anne Arundel<br>MD<br>24003
1195,1196,MD,24005,Baltimore,Towson,"805,029","1,549.595",598.302,216.145,83.454,"1,765.739",681.756,39.443167,-76.616569,Baltimore<br>MD<br>24005
1196,1197,MD,24009,Calvert,Prince Frederick,"88,737",552.061,213.152,341.670,131.919,893.731,345.071,38.521358,-76.525864,Calvert<br>MD<br>24009
1197,1198,MD,24011,Caroline,Denton,"33,066",827.292,319.419,16.790,6.483,844.082,325.902,38.871531,-75.831631,Caroline<br>MD<br>24011
1198,1199,MD,24013,Carroll,Westminster,"167,134","1,159.265",447.595,13.190,5.093,"1,172.455",452.688,39.563189,-77.015512,Carroll<br>MD<br>24013
1199,1200,MD,24015,Cecil,Elkton,"101,108",896.843,346.273,185.351,71.564,"1,082.194",417.837,39.562352,-75.941584,Cecil<br>MD<br>24015
1200,1201,MD,24017,Charles,La Plata,"146,551","1,185.564",457.749,479.716,185.219,"1,665.280",642.968,38.472853,-77.015427,Charles<br>MD<br>24017
1201,1202,MD,24019,Dorchester,Cambridge,"32,618","1,400.575",540.765,"1,145.393",442.239,"2,545.969",983.004,38.429196,-76.047433,Dorchester<br>MD<br>24019
1202,1203,MD,24021,Frederick,Frederick,"233,385","1,709.965",660.221,18.537,7.157,"1,728.502",667.378,39.470427,-77.397627,Frederick<br>MD<br>24021
1203,1204,MD,24023,Garrett,Oakland,"30,097","1,675.989",647.103,22.363,8.635,"1,698.352",655.738,39.529871,-79.269416,Garrett<br>MD<br>24023
1204,1205,MD,24025,Harford,Bel Air,"244,826","1,132.055",437.089,231.944,89.554,"1,363.999",526.643,39.537429,-76.299789,Harford<br>MD<br>24025
1205,1206,MD,24027,Howard,Ellicott City,"287,085",649.416,250.741,6.872,2.653,656.288,253.394,39.252264,-76.924406,Howard<br>MD<br>24027
1206,1207,MD,24029,Kent,Chestertown,"20,197",717.505,277.030,353.313,136.415,"1,070.819",413.445,39.239177,-76.124200,Kent<br>MD<br>24029
1207,1208,MD,24031,Montgomery,Rockville,"971,777","1,272.343",491.254,40.645,15.693,"1,312.989",506.947,39.137382,-77.203063,Montgomery<br>MD<br>24031
