year,league_id,team_id,franchise_id,div_id,rank,g,ghome,w,l,div_win,wc_win,lg_win,ws_win,r,ab,h,double,triple,hr,bb,so,sb,cs,hbp,sf,ra,er,era,cg,sho,sv,ipouts,ha,hra,bba,soa,e,dp,fp,name,park,attendance,bpf,ppf,team_id_br,team_id_lahman45,team_id_retro
1912,AL,BOS,BOS,,1,154,78.0,105,47,,,Y,Y,799,5071,1404,269,84,29,565.0,,185.0,,,,544,418,2.76,108,18,6,4086,1243,18,385,712,266,88,0.957,Boston Red Sox,Fenway Park I,597096.0,105,102,BOS,BOS,BOS
1912,NL,BRO,LAD,,7,153,76.0,58,95,,,N,N,651,5141,1377,220,73,32,490.0,584.0,179.0,,,,754,549,3.64,71,10,8,4071,1399,45,510,553,255,96,0.959,Brooklyn Dodgers,Washington Park III,243000.0,96,98,BRO,BRO,BRO
1912,NL,BSN,ATL,,8,155,79.0,52,101,,,N,N,693,5361,1465,227,68,35,454.0,690.0,137.0,,,,861,644,4.17,88,5,5,4170,1544,43,521,542,295,129,0.954,Boston Braves,South End Grounds III,121000.0,100,104,BSN,BSN,BSN
1912,AL,CHA,CHW,,4,158,78.0,78,76,,,N,N,639,5182,1321,174,80,17,423.0,,205.0,,,,648,480,3.06,85,14,16,4239,1398,26,426,698,289,102,0.957,Chicago White Sox,Comiskey Park,602241.0,97,97,CHW,CHA,CHA
1912,NL,CHN,CHC,,3,152,78.0,91,59,,,N,N,756,5048,1398,245,90,43,560.0,615.0,164.0,,,,668,516,3.42,80,15,9,4074,1307,33,493,554,249,125,0.96,Chicago Cubs,West Side Park II,514000.0,100,97,CHC,CHN,CHN
1912,NL,CIN,CIN,,4,155,77.0,75,78,,,N,N,656,5115,1310,183,89,21,479.0,492.0,248.0,,,,722,523,3.42,86,13,10,4131,1455,28,452,561,247,102,0.96,Cincinnati Reds,Crosley Field,344000.0,97,99,CIN,CIN,CIN
1912,AL,CLE,CLE,,5,155,77.0,75,78,,,N,N,677,5133,1403,219,77,12,407.0,,194.0,,,,681,496,3.3,94,7,7,4056,1367,15,523,622,286,124,0.954,Cleveland Naps,League Park II,336844.0,103,103,CLE,CLE,CLE
1912,AL,DET,DET,,6,154,76.0,69,84,,,N,N,720,5143,1376,189,86,19,530.0,,270.0,,,,777,573,3.77,107,7,5,4101,1438,16,521,512,330,91,0.95,Detroit Tigers,Navin Field,402870.0,97,98,DET,DET,DET
1912,NL,NY1,SFG,,1,154,76.0,103,48,,,Y,N,823,5067,1451,231,89,47,514.0,497.0,319.0,,,,571,392,2.58,93,8,15,4107,1352,36,338,652,280,123,0.955,New York Giants,Polo Grounds IV,638000.0,104,100,NYG,NY1,NY1
1912,AL,NYA,NYY,,8,153,76.0,50,102,,,N,N,630,5092,1320,168,79,18,463.0,,247.0,,,,842,613,4.13,105,5,3,4005,1448,28,436,637,376,77,0.94,New York Yankees,Hilltop Park,242194.0,106,108,NYY,NYA,NYA
1912,AL,PHA,OAK,,3,153,77.0,90,62,,,N,N,779,5111,1442,204,108,22,485.0,,258.0,,,,658,501,3.32,95,11,9,4071,1273,12,518,601,263,115,0.959,Philadelphia Athletics,Shibe Park,517653.0,97,93,PHA,PHA,PHA
1912,NL,PHI,PHI,,5,152,75.0,73,79,,,N,N,670,5077,1354,244,68,43,464.0,615.0,159.0,,,,688,489,3.25,81,10,9,4065,1381,43,515,616,231,98,0.963,Philadelphia Phillies,Baker Bowl,250000.0,106,106,PHI,PHI,PHI
1912,NL,PIT,PIT,,2,152,75.0,93,58,,,N,N,751,5252,1493,222,129,39,420.0,514.0,177.0,,,,565,439,2.85,94,18,7,4155,1268,28,497,664,169,125,0.972,Pittsburgh Pirates,Forbes Field,384000.0,99,96,PIT,PIT,PIT
1912,AL,SLA,BAL,,7,157,79.0,53,101,,,N,N,552,5080,1262,166,71,19,449.0,,176.0,,,,764,564,3.71,85,8,5,4107,1433,17,442,547,340,127,0.947,St. Louis Browns,Sportsman's Park IV,214070.0,96,100,SLB,SLA,SLA
1912,NL,SLN,STL,,6,153,77.0,63,90,,,N,N,659,5092,1366,190,77,27,508.0,620.0,193.0,,,,830,579,3.85,61,6,12,4059,1466,31,560,487,272,113,0.957,St. Louis Cardinals,Robison Field,241759.0,98,101,STL,SLN,SLN
1912,AL,WS1,MIN,,2,154,78.0,91,61,,,N,N,699,5075,1298,202,86,20,472.0,,274.0,,,,581,411,2.69,98,11,7,4128,1219,24,525,828,297,92,0.954,Washington Senators,Griffith Stadium I,350663.0,101,101,WSH,WS1,WS1
1913,AL,BOS,BOS,,4,151,75.0,79,71,,,N,N,631,4965,1334,220,101,17,466.0,534.0,189.0,,,,610,444,2.94,83,12,10,4074,1323,6,442,710,238,84,0.961,Boston Red Sox,Fenway Park I,437194.0,103,100,BOS,BOS,BOS
1913,NL,BRO,LAD,,6,152,77.0,65,84,,,N,N,595,5165,1394,193,86,39,361.0,555.0,188.0,,,,613,477,3.13,71,9,7,4119,1287,33,439,548,243,125,0.961,Brooklyn Dodgers,Ebbets Field,347000.0,103,103,BRO,BRO,BRO
1913,NL,BSN,ATL,,5,154,77.0,69,82,,,N,N,641,5145,1318,191,60,32,488.0,640.0,177.0,,,,690,487,3.19,105,13,3,4119,1343,37,419,597,273,82,0.957,Boston Braves,South End Grounds III,208000.0,100,102,BSN,BSN,BSN
1913,AL,CHA,CHW,,5,153,77.0,78,74,,,N,N,488,4822,1139,157,66,24,398.0,550.0,156.0,,,,498,352,2.33,84,17,8,4080,1190,10,438,602,255,104,0.96,Chicago White Sox,Comiskey Park,644501.0,99,100,CHW,CHA,CHA
1913,NL,CHN,CHC,,3,155,76.0,88,65,,,N,N,720,5022,1289,195,96,59,554.0,634.0,181.0,,,,630,477,3.13,89,12,15,4116,1330,39,478,556,260,106,0.959,Chicago Cubs,West Side Park II,419000.0,100,99,CHC,CHN,CHN
1913,NL,CIN,CIN,,7,156,78.0,64,89,,,N,N,607,5132,1339,170,96,27,458.0,579.0,226.0,,,,717,531,3.46,71,10,10,4140,1398,40,456,522,251,104,0.961,Cincinnati Reds,Crosley Field,258000.0,100,101,CIN,CIN,CIN
1913,AL,CLE,CLE,,3,155,80.0,86,66,,,N,N,633,5031,1349,206,74,16,420.0,557.0,191.0,,,,536,391,2.54,93,18,5,4158,1278,19,502,689,242,124,0.962,Cleveland Naps,League Park II,541000.0,103,103,CLE,CLE,CLE
1913,AL,DET,DET,,6,153,76.0,66,87,,,N,N,624,5064,1344,180,101,24,496.0,501.0,218.0,,,,716,511,3.38,90,4,7,4080,1359,13,504,468,297,105,0.954,Detroit Tigers,Navin Field,398502.0,99,99,DET,DET,DET
1913,NL,NY1,SFG,,1,156,81.0,101,51,,,Y,N,684,5218,1427,226,71,30,444.0,501.0,296.0,,,,515,382,2.42,82,12,17,4266,1276,38,315,651,252,107,0.961,New York Giants,Polo Grounds IV,630000.0,101,98,NYG,NY1,NY1
1913,AL,NYA,NYY,,7,153,75.0,57,94,,,N,N,529,4880,1157,155,45,8,534.0,617.0,203.0,,,,668,488,3.27,75,8,7,4032,1318,31,455,530,286,94,0.953,New York Yankees,Polo Grounds IV,357551.0,100,102,NYY,NYA,NYA
1913,AL,PHA,OAK,,1,153,76.0,96,57,,,Y,Y,794,5044,1412,223,80,33,534.0,547.0,221.0,,,,592,479,3.19,69,17,22,4053,1200,24,532,630,212,108,0.966,Philadelphia Athletics,Shibe Park,571896.0,98,94,PHA,PHA,PHA
1913,NL,PHI,PHI,,2,159,78.0,88,63,,,N,N,693,5400,1433,257,78,73,383.0,578.0,156.0,,,,636,509,3.15,77,20,11,4365,1407,40,512,667,213,112,0.968,Philadelphia Phillies,Baker Bowl,470000.0,104,104,PHI,PHI,PHI
1913,NL,PIT,PIT,,4,155,79.0,78,71,,,N,N,673,5252,1383,210,86,35,391.0,545.0,181.0,,,,585,451,2.9,74,9,7,4200,1344,26,434,590,226,94,0.964,Pittsburgh Pirates,Forbes Field,296000.0,96,94,PIT,PIT,PIT
1913,AL,SLA,BAL,,8,155,77.0,57,96,,,N,N,528,5031,1193,179,73,18,455.0,769.0,209.0,,,,642,470,3.06,104,14,5,4146,1369,21,454,476,301,125,0.954,St. Louis Browns,Sportsman's Park IV,250330.0,97,100,SLB,SLA,SLA
1913,NL,SLN,STL,,8,153,74.0,51,99,,,N,N,528,4967,1229,152,72,15,451.0,573.0,171.0,,,,755,635,4.23,74,6,11,4053,1426,57,477,465,219,113,0.965,St. Louis Cardinals,Robison Field,203531.0,98,101,STL,SLN,SLN
1913,AL,WS1,MIN,,2,155,78.0,90,64,,,N,N,596,5074,1281,156,81,19,440.0,595.0,287.0,,,,561,423,2.73,78,23,20,4188,1177,35,465,758,262,122,0.96,Washington Senators,Griffith Stadium I,325831.0,102,101,WSH,WS1,WS1
1914,FL,BLF,BLT,,3,160,,84,70,,,N,,645,5120,1374,222,67,32,487.0,589.0,152.0,,,,628,484,3.13,88,15,13,4176,1389,34,392,732,259,105,0.96,Baltimore Terrapins,,,103,105,BAL,BLF,BLF
1914,AL,BOS,BOS,,2,159,79.0,91,62,,,N,N,589,5117,1278,226,85,18,490.0,549.0,177.0,176.0,,,510,374,2.36,88,24,8,4281,1207,18,393,602,242,99,0.963,Boston Red Sox,Fenway Park I,481359.0,100,98,BOS,BOS,BOS
1914,FL,BRF,BTT,,5,157,,77,77,,,N,,662,5221,1402,225,85,42,404.0,665.0,220.0,,,,677,512,3.33,91,11,9,4155,1375,31,559,636,282,120,0.956,Brooklyn Tip-Tops,,,99,100,BTT,BRF,BRF
1914,NL,BRO,LAD,,5,154,79.0,75,79,,,N,N,622,5152,1386,172,90,31,376.0,559.0,173.0,,,,618,429,2.82,80,11,11,4104,1282,36,466,605,248,112,0.961,Brooklyn Dodgers,Ebbets Field,122671.0,102,102,BRO,BRO,BRO
1914,NL,BSN,ATL,,1,158,79.0,94,59,,,Y,Y,657,5206,1307,213,60,35,502.0,617.0,139.0,,,,548,433,2.74,104,19,6,4263,1272,38,477,606,237,143,0.963,Boston Braves,South End Grounds III,382913.0,104,102,BSN,BSN,BSN
1914,FL,BUF,BFL,,4,155,,80,71,,,N,,620,5064,1264,177,74,38,430.0,761.0,228.0,,,,602,487,3.16,89,15,16,4161,1249,45,505,662,242,109,0.962,Buffalo Buffeds,,,102,103,BUF,BUF,BUF
1914,AL,CHA,CHW,,6,157,81.0,70,84,,,N,N,487,5040,1205,161,71,19,408.0,609.0,167.0,152.0,,,560,385,2.48,74,17,11,4194,1207,15,401,660,288,90,0.957,Chicago White Sox,Comiskey Park,469290.0,99,98,CHW,CHA,CHA
1914,FL,CHF,CHH,,2,157,,87,67,,,N,,621,5098,1314,227,50,52,520.0,645.0,171.0,,,,517,385,2.44,93,17,8,4260,1204,43,393,650,249,113,0.962,Chicago Chi-Feds,Wrigley Field,,94,92,CHI,CHF,CHF
1914,NL,CHN,CHC,,4,156,76.0,78,76,,,N,N,605,5050,1229,199,74,42,501.0,577.0,164.0,,,,638,418,2.71,70,14,11,4167,1169,37,528,651,310,87,0.951,Chicago Cubs,West Side Park II,202516.0,100,100,CHC,CHN,CHN
1914,NL,CIN,CIN,,8,157,77.0,60,94,,,N,N,530,4991,1178,142,64,16,441.0,627.0,224.0,,,,651,453,2.94,74,15,15,4161,1259,30,489,607,314,113,0.952,Cincinnati Reds,Crosley Field,100791.0,103,105,CIN,CIN,CIN
1914,AL,CLE,CLE,,8,157,79.0,51,102,,,N,N,538,5157,1262,178,70,10,450.0,685.0,167.0,157.0,,,709,496,3.21,69,9,3,4173,1365,10,666,688,298,119,0.954,Cleveland Naps,League Park II,185997.0,104,105,CLE,CLE,CLE
1914,AL,DET,DET,,4,157,78.0,80,73,,,N,N,615,5102,1318,195,84,25,557.0,537.0,211.0,154.0,,,618,449,2.86,81,14,12,4236,1285,17,498,567,285,101,0.958,Detroit Tigers,Navin Field,416225.0,103,102,DET,DET,DET
1914,FL,IND,NEW,,1,157,,88,65,,,Y,,762,5176,1474,230,90,33,470.0,641.0,273.0,,,,622,475,3.06,104,15,9,4191,1352,29,476,664,275,113,0.957,Indianapolis Hoosiers,,,111,108,IND,IND,IND
1914,FL,KCF,KCP,,6,154,,67,84,,,N,,644,5127,1369,226,77,39,399.0,621.0,171.0,,,,683,516,3.41,82,10,12,4083,1387,37,445,600,279,135,0.957,Kansas City Packers,,,97,97,KCP,KCF,KCF
1914,NL,NY1,SFG,,2,156,80.0,84,70,,,N,N,672,5146,1363,222,59,30,447.0,479.0,239.0,,,,576,454,2.94,88,20,9,4170,1298,47,367,563,253,119,0.961,New York Giants,Polo Grounds IV,364313.0,97,95,NYG,NY1,NY1
1914,AL,NYA,NYY,,6,157,78.0,70,84,,,N,N,537,4992,1144,149,52,12,577.0,711.0,251.0,191.0,,,550,436,2.81,98,9,5,4191,1277,30,390,563,223,93,0.962,New York Yankees,Polo Grounds IV,359477.0,100,101,NYY,NYA,NYA
1914,AL,PHA,OAK,,1,158,78.0,99,53,,,Y,N,749,5126,1392,165,80,29,545.0,517.0,231.0,188.0,,,529,434,2.78,89,24,17,4212,1264,18,521,720,213,116,0.966,Philadelphia Athletics,Shibe Park,346641.0,96,95,PHA,PHA,PHA
1914,NL,PHI,PHI,,6,154,78.0,74,80,,,N,N,651,5110,1345,211,52,62,472.0,570.0,145.0,,,,687,469,3.06,85,14,7,4137,1403,26,452,650,324,81,0.95,Philadelphia Phillies,Baker Bowl,138474.0,106,105,PHI,PHI,PHI
1914,NL,PIT,PIT,,7,158,77.0,69,85,,,N,N,503,5145,1197,148,79,18,416.0,608.0,147.0,,,,540,422,2.7,86,10,11,4215,1272,27,392,488,223,96,0.966,Pittsburgh Pirates,Forbes Field,139620.0,96,95,PIT,PIT,PIT
1914,FL,PTF,PBS,,7,154,,64,86,,,N,,605,5114,1339,180,90,34,410.0,575.0,153.0,,,,698,542,3.56,97,9,6,4110,1416,39,444,510,253,92,0.96,Pittsburgh Rebels,,,99,99,PBS,PTF,PTF
1914,AL,SLA,BAL,,5,159,81.0,71,82,,,N,N,523,5101,1241,185,75,17,423.0,863.0,233.0,189.0,,,615,446,2.85,81,15,11,4230,1309,20,540,553,317,114,0.952,St. Louis Browns,Sportsman's Park IV,244714.0,96,99,SLB,SLA,SLA
1914,FL,SLF,SLI,,8,154,,62,89,,,N,,565,5078,1254,193,65,26,503.0,662.0,113.0,,,,697,545,3.59,97,9,6,4101,1418,38,409,661,269,94,0.957,St. Louis Terriers,,,105,105,SLM,SLF,SLF
1914,NL,SLN,STL,,3,157,79.0,81,72,,,N,N,558,5046,1249,203,65,33,445.0,618.0,204.0,,,,540,377,2.38,84,16,12,4272,1279,26,422,531,239,109,0.964,St. Louis Cardinals,Robison Field,256099.0,99,100,STL,SLN,SLN
1914,AL,WS1,MIN,,3,158,77.0,81,73,,,N,N,572,5108,1245,176,81,18,470.0,640.0,220.0,163.0,,,519,401,2.54,75,25,20,4260,1170,20,520,784,252,116,0.961,Washington Senators,Griffith Stadium I,243888.0,104,103,WSH,WS1,WS1
1915,FL,BLF,BLT,,8,154,,47,107,,,N,,550,5060,1235,196,53,36,470.0,641.0,128.0,,,,760,598,3.96,85,5,7,4080,1455,52,466,570,273,140,0.957,Baltimore Terrapins,,,103,105,BAL,BLF,BLF
1915,AL,BOS,BOS,,1,155,76.0,101,50,,,Y,Y,669,5024,1308,202,76,14,527.0,476.0,118.0,117.0,,,499,371,2.39,81,19,15,4191,1164,18,446,634,226,95,0.964,Boston Red Sox,Fenway Park I,539885.0,97,95,BOS,BOS,BOS
1915,FL,BRF,BTT,,7,153,,70,82,,,N,,647,5035,1348,205,75,36,473.0,654.0,249.0,,,,673,507,3.37,78,10,16,4065,1299,27,536,467,285,103,0.955,Brooklyn Tip-Tops,,,99,100,BTT,BRF,BRF
1915,NL,BRO,LAD,,3,154,78.0,80,72,,,N,N,536,5120,1268,165,75,14,313.0,496.0,131.0,126.0,,,560,411,2.66,87,16,8,4167,1252,29,473,499,238,96,0.963,Brooklyn Dodgers,Ebbets Field,297766.0,102,101,BRO,BRO,BRO
1915,NL,BSN,ATL,,2,157,78.0,83,69,,,N,N,582,5070,1219,231,57,17,549.0,620.0,121.0,98.0,,,545,401,2.57,95,17,13,4215,1257,23,366,630,213,115,0.966,Boston Braves,Fenway Park I / Braves Field,376283.0,98,97,BSN,BSN,BSN
1915,FL,BUF,BFL,,6,153,,74,78,,,N,,574,5065,1261,193,68,40,420.0,587.0,184.0,,,,634,511,3.38,79,14,11,4080,1271,35,553,594,232,112,0.964,Buffalo Blues,,,102,103,BUF,BUF,BUF
1915,AL,CHA,CHW,,3,155,79.0,93,61,,,N,N,717,4914,1269,163,102,25,583.0,575.0,233.0,183.0,,,509,378,2.43,91,16,9,4203,1242,14,350,635,222,95,0.965,Chicago White Sox,Comiskey Park,539461.0,103,102,CHW,CHA,CHA
1915,FL,CHF,CHH,,2,155,,86,66,,,Y,,640,5133,1320,185,77,50,444.0,590.0,161.0,,,,538,410,2.64,97,21,10,4191,1232,33,402,576,227,102,0.963,Chicago Whales,Wrigley Field,,94,92,CHI,CHF,CHF
1915,NL,CHN,CHC,,4,156,77.0,73,80,,,N,N,570,5114,1246,212,66,53,393.0,639.0,166.0,124.0,,,620,483,3.11,71,18,8,4197,1272,28,480,657,268,94,0.958,Chicago Cubs,West Side Park II,217058.0,100,101,CHC,CHN,CHN
1915,NL,CIN,CIN,,7,160,79.0,71,83,,,N,N,516,5231,1323,194,84,15,360.0,512.0,156.0,142.0,,,585,452,2.84,80,19,12,4296,1304,28,497,572,224,148,0.966,Cincinnati Reds,Crosley Field,218878.0,102,104,CIN,CIN,CIN
1915,AL,CLE,CLE,,7,154,77.0,57,95,,,N,N,539,5034,1210,169,79,20,490.0,681.0,138.0,117.0,,,670,477,3.13,62,11,10,4116,1287,18,518,610,272,82,0.957,Cleveland Indians,League Park II,159285.0,102,104,CLE,CLE,CLE
1915,AL,DET,DET,,2,156,77.0,100,54,,,N,N,778,5128,1372,207,94,23,681.0,527.0,241.0,146.0,,,597,449,2.86,86,10,19,4239,1259,14,492,550,258,107,0.961,Detroit Tigers,Navin Field,476105.0,105,103,DET,DET,DET
1915,FL,KCF,KCP,,4,153,,81,72,,,N,,547,4937,1206,200,66,28,368.0,503.0,144.0,,,,551,426,2.82,95,16,11,4077,1210,29,390,526,246,96,0.962,Kansas City Packers,,,97,97,KCP,KCF,KCF
1915,FL,NEW,NEW,,5,155,,80,72,,,N,,585,5097,1283,210,80,17,438.0,550.0,184.0,,,,562,406,2.6,100,16,7,4218,1308,15,453,581,239,124,0.963,Newark Pepper,,,94,94,NEW,NEW,NEW
1915,NL,NY1,SFG,,8,155,76.0,69,83,,,N,N,582,5218,1312,195,68,24,315.0,547.0,155.0,137.0,,,628,479,3.11,78,15,9,4155,1350,40,325,637,256,119,0.96,New York Giants,Polo Grounds IV,391850.0,94,93,NYG,NY1,NY1
1915,AL,NYA,NYY,,5,154,82.0,69,83,,,N,N,584,4982,1162,167,50,31,570.0,669.0,198.0,133.0,,,588,470,3.06,101,12,2,4146,1272,41,517,559,215,118,0.966,New York Yankees,Polo Grounds IV,256035.0,100,100,NYY,NYA,NYA
1915,AL,PHA,OAK,,8,154,74.0,43,109,,,N,N,545,5081,1204,183,72,16,436.0,634.0,127.0,89.0,,,888,643,4.29,78,6,2,4044,1358,22,827,588,338,118,0.947,Philadelphia Athletics,Shibe Park,146223.0,96,99,PHA,PHA,PHA
1915,NL,PHI,PHI,,1,153,76.0,90,62,,,Y,N,589,4916,1216,202,39,58,460.0,600.0,121.0,113.0,,,463,331,2.17,98,20,8,4122,1161,26,342,652,216,99,0.966,Philadelphia Phillies,Baker Bowl,449898.0,101,100,PHI,PHI,PHI
1915,NL,PIT,PIT,,5,156,79.0,73,81,,,N,N,557,5113,1259,197,91,24,419.0,656.0,182.0,111.0,,,520,399,2.6,91,18,11,4140,1229,21,384,544,214,100,0.966,Pittsburgh Pirates,Forbes Field,225743.0,99,99,PIT,PIT,PIT
1915,FL,PTF,PBS,,3,156,,86,67,,,N,,592,5040,1318,180,80,20,448.0,561.0,224.0,,,,524,428,2.79,88,16,12,4146,1273,37,441,517,174,98,0.971,Pittsburgh Rebels,,,99,99,PBS,PTF,PTF
1915,AL,SLA,BAL,,6,159,76.0,63,91,,,N,N,521,5112,1255,166,65,19,472.0,765.0,202.0,160.0,,,680,474,3.04,76,6,7,4209,1256,21,612,566,336,144,0.949,St. Louis Browns,Sportsman's Park IV,150358.0,96,98,SLB,SLA,SLA
1915,FL,SLF,SLI,,1,159,,87,67,,,N,,634,5145,1344,199,81,23,576.0,502.0,195.0,,,,527,433,2.73,94,24,9,4278,1267,22,396,698,207,111,0.968,St. Louis Terriers,,,105,105,SLM,SLF,SLF
1915,NL,SLN,STL,,6,157,81.0,72,81,,,N,N,590,5106,1297,159,92,20,457.0,658.0,162.0,144.0,,,601,450,2.89,79,13,9,4200,1320,30,402,538,235,109,0.964,St. Louis Cardinals,Robison Field,252666.0,100,101,STL,SLN,SLN
1915,AL,WS1,MIN,,4,155,80.0,85,68,,,N,N,569,5029,1225,152,79,12,458.0,541.0,186.0,106.0,,,491,358,2.31,87,21,13,4179,1161,12,455,715,230,101,0.964,Washington Senators,Griffith Stadium I,167332.0,102,101,WSH,WS1,WS1
1916,AL,BOS,BOS,,1,156,78.0,91,63,,,Y,Y,550,5018,1246,197,56,14,464.0,482.0,129.0,,,,480,389,2.48,76,24,16,4230,1221,10,463,584,183,108,0.972,Boston Red Sox,Fenway Park I,496397.0,101,98,BOS,BOS,BOS
1916,NL,BRO,LAD,,1,156,78.0,94,60,,,Y,N,585,5234,1366,195,80,28,355.0,550.0,187.0,,,,471,336,2.12,96,22,9,4281,1201,24,372,634,224,90,0.965,Brooklyn Dodgers,Ebbets Field,447747.0,103,102,BRO,BRO,BRO
1916,NL,BSN,ATL,,3,158,78.0,89,63,,,N,N,542,5075,1181,166,73,22,437.0,646.0,141.0,,,,453,344,2.19,97,23,11,4245,1206,24,325,644,212,124,0.967,Boston Braves,Braves Field,313495.0,95,94,BSN,BSN,BSN
1916,AL,CHA,CHW,,2,155,77.0,89,65,,,N,N,601,5081,1277,194,100,17,447.0,591.0,197.0,,,,497,370,2.36,73,20,15,4236,1189,14,405,644,205,134,0.968,Chicago White Sox,Comiskey Park,679923.0,101,98,CHW,CHA,CHA
1916,NL,CHN,CHC,,5,156,79.0,67,86,,,N,N,520,5179,1237,194,56,46,399.0,662.0,133.0,,,,541,417,2.65,72,17,13,4248,1265,32,365,616,277,104,0.957,Chicago Cubs,Wrigley Field,453685.0,110,111,CHC,CHN,CHN
1916,NL,CIN,CIN,,7,155,76.0,60,93,,,N,N,505,5254,1336,187,88,14,362.0,573.0,157.0,,,,617,485,3.1,86,7,6,4224,1356,35,461,569,228,126,0.965,Cincinnati Reds,Crosley Field,255846.0,98,99,CIN,CIN,CIN
1916,AL,CLE,CLE,,6,157,78.0,77,77,,,N,N,630,5064,1264,233,66,16,522.0,605.0,160.0,,,,602,454,2.9,65,9,16,4230,1383,16,467,537,232,130,0.965,Cleveland Indians,League Park II,492106.0,106,106,CLE,CLE,CLE
1916,AL,DET,DET,,3,155,77.0,87,67,,,N,N,670,5193,1371,202,96,17,545.0,529.0,190.0,,,,595,465,2.97,81,8,13,4230,1254,12,578,531,211,110,0.968,Detroit Tigers,Navin Field,616772.0,104,101,DET,DET,DET
1916,NL,NY1,SFG,,4,155,78.0,86,66,,,N,N,597,5152,1305,188,74,42,356.0,558.0,206.0,,,,504,404,2.6,88,22,12,4191,1267,41,310,638,217,108,0.966,New York Giants,Polo Grounds IV,552056.0,95,93,NYG,NY1,NY1
1916,AL,NYA,NYY,,4,156,79.0,80,74,,,N,N,577,5198,1277,194,59,35,516.0,632.0,179.0,,,,561,440,2.77,84,12,17,4284,1249,37,476,616,219,119,0.967,New York Yankees,Polo Grounds IV,469211.0,102,102,NYY,NYA,NYA
1916,AL,PHA,OAK,,8,154,76.0,36,117,,,N,N,447,5010,1212,169,65,19,406.0,631.0,151.0,,,,776,585,3.92,94,11,3,4029,1311,26,715,575,312,126,0.952,Philadelphia Athletics,Shibe Park,184471.0,95,101,PHA,PHA,PHA
1916,NL,PHI,PHI,,2,154,79.0,91,62,,,N,N,581,4985,1244,223,53,42,399.0,571.0,149.0,,,,489,362,2.36,97,25,9,4146,1238,28,295,601,234,119,0.963,Philadelphia Phillies,Baker Bowl,515365.0,104,101,PHI,PHI,PHI
1916,NL,PIT,PIT,,6,157,78.0,65,89,,,N,N,484,5181,1246,147,91,20,372.0,618.0,173.0,,,,586,435,2.76,88,11,7,4257,1277,24,443,596,260,97,0.959,Pittsburgh Pirates,Forbes Field,289132.0,101,102,PIT,PIT,PIT
1916,AL,SLA,BAL,,5,158,79.0,79,75,,,N,N,588,5159,1262,181,50,14,627.0,640.0,234.0,,,,545,414,2.58,74,9,13,4329,1292,15,478,505,248,120,0.963,St. Louis Browns,Sportsman's Park IV,335740.0,95,97,SLB,SLA,SLA
1916,NL,SLN,STL,,7,153,76.0,60,93,,,N,N,476,5030,1223,155,74,25,335.0,651.0,182.0,,,,629,473,3.14,58,13,15,4065,1331,31,445,529,273,124,0.957,St. Louis Cardinals,Robison Field,224308.0,99,101,STL,SLN,SLN
1916,AL,WS1,MIN,,7,159,81.0,76,77,,,N,N,536,5114,1238,170,60,12,535.0,597.0,185.0,,,,543,424,2.67,85,11,7,4290,1271,14,490,706,232,119,0.964,Washington Senators,Griffith Stadium I,177265.0,99,99,WSH,WS1,WS1
1917,AL,BOS,BOS,,2,157,80.0,90,62,,,N,N,555,5048,1243,198,64,14,466.0,473.0,105.0,,,,454,347,2.2,115,15,7,4263,1197,12,413,509,183,116,0.972,Boston Red Sox,Fenway Park I,387856.0,99,97,BOS,BOS,BOS
1917,NL,BRO,LAD,,7,156,78.0,70,81,,,N,N,511,5251,1299,159,78,25,334.0,527.0,130.0,,,,559,439,2.78,99,8,9,4263,1288,32,405,582,245,102,0.962,Brooklyn Dodgers,Ebbets Field,221619.0,103,103,BRO,BRO,BRO
1917,NL,BSN,ATL,,6,157,77.0,72,81,,,N,N,536,5201,1280,169,75,22,427.0,587.0,155.0,,,,552,438,2.77,105,22,3,4272,1309,19,371,593,224,122,0.966,Boston Braves,Braves Field,174253.0,94,94,BSN,BSN,BSN
1917,AL,CHA,CHW,,1,156,79.0,100,54,,,Y,Y,656,5057,1281,152,81,18,522.0,479.0,219.0,,,,464,342,2.16,78,22,21,4272,1236,10,413,517,200,117,0.968,Chicago White Sox,Comiskey Park,684521.0,102,100,CHW,CHA,CHA
1917,NL,CHN,CHC,,5,157,77.0,74,80,,,N,N,552,5135,1229,194,67,17,415.0,599.0,127.0,,,,567,409,2.62,79,16,9,4212,1303,34,374,654,267,121,0.959,Chicago Cubs,Wrigley Field,360218.0,108,107,CHC,CHN,CHN
1917,NL,CIN,CIN,,4,157,80.0,78,76,,,N,N,601,5251,1385,196,100,26,312.0,477.0,153.0,,,,611,419,2.7,94,12,6,4191,1358,20,402,488,247,120,0.962,Cincinnati Reds,Crosley Field,269056.0,96,97,CIN,CIN,CIN
1917,AL,CLE,CLE,,3,156,78.0,88,66,,,N,N,584,4994,1224,218,64,13,549.0,596.0,210.0,,,,543,395,2.52,73,20,22,4236,1270,17,438,451,242,136,0.964,Cleveland Indians,League Park II,477298.0,107,106,CLE,CLE,CLE
1917,AL,DET,DET,,4,154,76.0,78,75,,,N,N,639,5093,1317,204,77,25,483.0,476.0,163.0,,,,577,397,2.56,78,20,15,4188,1209,12,504,516,234,95,0.964,Detroit Tigers,Navin Field,457289.0,100,99,DET,DET,DET
