# Expression Atlas
# Query: Genes matching: 'default query', specifically  expressed above the expression level cutoff: 0 TPM in experiment E-GEOD-38612
# Selected columns: 4 (all)
# Timestamp: Wed, 14-Nov-2018 15:43:17
Gene ID	Gene Name	leaf	flower	fruit	root
AT1G15010	AT1G15010	17.0	3.0	43.0	10.0
AT1G15015	AT1G15015		0.1		
AT1G15020	QSOX1	13.0	13.0	14.0	34.0
AT1G15030	AT1G15030	55.0	39.0	29.0	36.0
AT1G15040	GAT1_2.1	2.0	1.0	1.0	64.0
AT1G15050	IAA34	0.3	0.3	0.2	2.0
AT1G15060	AT1G15060	22.0	18.0	16.0	17.0
AT1G15080	LPP2	7.0	7.0	6.0	7.0
AT1G15085	AT1G15085	5.0	15.0	3.0	26.0
AT1G15090	AT1G15090		0.1	0.3	0.6
AT1G15100	RHA2A	13.0	27.0	23.0	69.0
AT1G15110	AT1G15110	7.0	15.0	5.0	33.0
AT1G15120	AT1G15120	91.0	158.0	119.0	253.0
AT1G15125	AT1G15125	27.0	0.7	0.5	14.0
AT1G15130	BRO1	45.0	53.0	53.0	91.0
AT1G15140	AT1G15140	66.0	44.0	65.0	22.0
AT1G15150	DTX10	0.3	0.1	13.0	0.1
AT1G15160	DTX11	3.0	5.0	5.0	5.0
AT1G15165	AT1G15165	9.0	10.0	9.0	8.0
AT1G15170	DTX12	6.0	9.0	7.0	22.0
AT1G15175	AT1G15175	8.0	3.0	4.0	1.0
AT1G15180	DTX13	46.0	19.0	10.0	3.0
AT1G15190	FLA19	0.5	4.0	0.7	4.0
AT1G15200	AT1G15200	61.0	96.0	56.0	82.0
AT1G15210	ABCG35	0.9	1.0	0.2	122.0
AT1G15215	AT1G15215	10.0	16.0	15.0	10.0
AT1G15220	CCMH	9.0	9.0	8.0	11.0
AT1G15230	AT1G15230	19.0	30.0	25.0	38.0
AT1G15240	AT1G15240	25.0	29.0	26.0	29.0
AT1G15250	RPL37A	31.0	54.0	25.0	40.0
AT1G15260	AT1G15260	59.0	129.0	83.0	0.4
AT1G15270	AT1G15270	297.0	515.0	420.0	485.0
AT1G15280	AT1G15280	50.0	55.0	42.0	63.0
AT1G15290	AT1G15290	85.0	96.0	70.0	12.0
AT1G15310	SRP-54A	3.0	12.0	20.0	14.0
AT1G15320	AT1G15320		2.0	0.3	0.2
AT1G15330	PV42A	1.0	0.7	0.4	3.0
AT1G15340	MBD10	170.0	202.0	80.0	138.0
AT1G15350	AT1G15350	25.0	19.0	9.0	76.0
AT1G15360	WIN1	0.1	49.0	0.2	
AT1G15370	AT1G15370	35.0	68.0	53.0	59.0
AT1G15380	AT1G15380	5.0	30.0	6.0	193.0
AT1G15385	AT1G15385	0.1	5.0	0.3	6.0
AT1G15390	PDF1A	34.0	28.0	20.0	26.0
AT1G15400	AT1G15400	34.0	29.0	16.0	95.0
AT1G15410	AT1G15410	18.0	18.0	20.0	12.0
AT1G15415	AT1G15415	0.7	82.0	0.7	0.7
AT1G15420	AT1G15420	18.0	37.0	24.0	46.0
AT1G15430	AT1G15430	7.0	11.0	10.0	11.0
AT1G15440	PWP2	13.0	23.0	12.0	35.0
AT1G15460	BOR4		31.0	4.0	3.0
AT1G15470	AT1G15470	11.0	38.0	22.0	20.0
AT1G15480	AT1G15480	10.0	19.0	10.0	17.0
AT1G15490	AT1G15490	7.0	13.0	10.0	17.0
AT1G15500	AATP2	186.0	169.0	93.0	233.0
AT1G15510	PCMP-H73	7.0	9.0	6.0	3.0
AT1G15520	ABCG40	2.0	6.0	2.0	1.0
AT1G15530	LECRKS1	15.0	10.0	11.0	16.0
AT1G15540	AT1G15540		0.1	0.1	0.1
AT1G15550	GA3OX1	4.0	4.0	7.0	12.0
AT1G15570	CYCA2-3	17.0	30.0	8.0	17.0
AT1G15580	IAA5	0.4	4.0	3.0	0.4
AT1G15620	AT1G15620		0.1		0.1
AT1G15625	AT1G15625	0.1	0.1		5.0
AT1G15630	AT1G15630				4.0
AT1G15640	AT1G15640	0.1	0.1		6.0
AT1G15660	CENP-C	16.0	28.0	14.0	22.0
AT1G15670	AT1G15670	14.0	16.0	7.0	100.0
AT1G15680	AT1G15680		0.2		
AT1G15690	AVP1	412.0	476.0	732.0	497.0
AT1G15710	TYRAAT2	13.0	26.0	26.0	17.0
AT1G15720	TRFL5	0.3	1.0	0.6	0.7
AT1G15730	AT1G15730	72.0	28.0	32.0	9.0
AT1G15740	AT1G15740	133.0	67.0	72.0	156.0
AT1G15750	TPL	70.0	97.0	54.0	136.0
AT1G15757	AT1G15757		0.2	7.0	
AT1G15760	AT1G15760	2.0	11.0	3.0	9.0
AT1G15770	MED15B		0.5		0.2
AT1G15772	AT1G15772	0.1	4.0	0.8	0.5
AT1G15780	AT1G15780	22.0	31.0	23.0	37.0
AT1G15790	AT1G15790	1.0	4.0	5.0	6.0
AT1G15800	AT1G15800	7.0	7.0	4.0	13.0
AT1G15810	AT1G15810	19.0	42.0	29.0	50.0
AT1G15820	LHCB6	4927.0	1153.0	2094.0	30.0
AT1G15825	AT1G15825	9.0	2.0	2.0	0.2
AT1G15830	AT1G15830	17.0	5.0	5.0	0.4
AT1G15840	AT1G15840	0.5		0.1	0.4
AT1G15850	AT1G15850		2.0		
AT1G15860	AT1G15860	29.0	46.0	47.0	56.0
AT1G15870	AT1G15870	2.0	5.0	3.0	5.0
AT1G15880	GOS11	47.0	52.0	45.0	82.0
AT1G15885	AT1G15885	13.0	11.0	7.0	6.0
AT1G15890	AT1G15890	3.0	0.2	0.3	9.0
AT1G15900	AT1G15900	1.0	0.7	0.5	2.0
AT1G15910	FDM1	22.0	39.0	25.0	28.0
AT1G15920	CAF1-2	18.0	29.0	16.0	33.0
AT1G15930	RPS12A	190.0	334.0	180.0	428.0
AT1G15940	AT1G15940	24.0	64.0	34.0	26.0
AT1G15950	CCR1	24.0	23.0	35.0	34.0
AT1G15960	NRAMP6	8.0	7.0	15.0	0.7
AT1G15970	AT1G15970	15.0	25.0	20.0	17.0
AT1G15980	PNSB1	227.0	82.0	133.0	0.9
AT1G15990	CNGC7	0.1	2.0	0.1	
AT1G16000	AT1G16000	20.0	45.0	32.0	55.0
AT1G16010	MRS2-1	35.0	51.0	43.0	59.0
AT1G16020	CCZ1A	14.0	19.0	19.0	18.0
AT1G16022	AT1G16022	2.0	2.0	2.0	6.0
AT1G16025	AT1G16025	1.0	0.4	0.4	2.0
AT1G16030	HSP70-5	5.0	7.0	6.0	7.0
AT1G16040	AT1G16040	9.0	21.0	18.0	20.0
AT1G16060	ADAP	0.8	7.0	1.0	4.0
AT1G16070	TULP8	1.0	4.0	0.8	2.0
AT1G16080	AT1G16080	99.0	105.0	116.0	16.0
AT1G16090	WAKL7	5.0	5.0	2.0	3.0
AT1G16110	WAKL6	7.0	2.0	1.0	10.0
AT1G16120	WAKL1		0.1	0.1	4.0
AT1G16130	WAKL2	2.0	0.4	0.4	7.0
AT1G16150	WAKL4	0.4		0.1	6.0
AT1G16160	WAKL5				4.0
AT1G16170	AT1G16170	39.0	20.0	23.0	31.0
AT1G16180	AT1G16180	110.0	148.0	155.0	291.0
AT1G16190	RAD23A	17.0	36.0	31.0	44.0
AT1G16210	AT1G16210	56.0	67.0	72.0	78.0
AT1G16220	AT1G16220	5.0	7.0	4.0	8.0
AT1G16225	AT1G16225	0.2			0.9
AT1G16230	AT1G16230				0.9
AT1G16240	SYP51	70.0	65.0	65.0	106.0
AT1G16250	AT1G16250	14.0	12.0	10.0	14.0
AT1G16260	WAKL8	17.0	7.0	6.0	2.0
AT1G16270	AT1G16270	16.0	24.0	10.0	30.0
AT1G16280	RH36	7.0	11.0	10.0	11.0
AT1G16290	AT1G16290	0.1	7.0	3.0	
AT1G16300	GAPCP2	6.0	17.0	10.0	38.0
AT1G16310	MTP10	2.0	9.0	2.0	12.0
AT1G16320	AT1G16320	78.0	41.0	51.0	16.0
AT1G16330	CYCB3;1	4.0	11.0	3.0	9.0
AT1G16340	ATKDSA2	16.0	26.0	26.0	23.0
AT1G16350	AT1G16350	38.0	61.0	44.0	73.0
AT1G16360	AT1G16360	0.3	7.0	0.2	1.0
AT1G16370	OCT6	1.0	2.0	2.0	9.0
AT1G16380	CHX1		2.0	0.4	
AT1G16390	OCT3	10.0	2.0	81.0	2.0
AT1G16400	CYP79F2	11.0	1.0	2.0	37.0
AT1G16410	CYP79F1	56.0	1.0	4.0	2.0
AT1G16420	AMC8	0.2	0.1	0.1	1.0
AT1G16430	MED22A	9.0	20.0	14.0	13.0
AT1G16440	RHS3	0.1	0.4	0.2	9.0
AT1G16445	AT1G16445	8.0	6.0	3.0	3.0
AT1G16460	STR2	55.0	68.0	124.0	69.0
AT1G16470	PAB1	64.0	118.0	104.0	108.0
AT1G16480	AT1G16480	2.0	2.0	3.0	3.0
AT1G16489	AT1G16489	0.9	1.0	0.9	1.0
AT1G16500	AT1G16500	6.0	13.0	19.0	4.0
AT1G16510	SAUR41	3.0	8.0	7.0	1.0
AT1G16515	AT1G16515	2.0	4.0	3.0	0.9
AT1G16520	AT1G16520	14.0	49.0	33.0	32.0
AT1G16530	LBD3	0.4	0.3	0.2	6.0
AT1G16540	SIR3	8.0	12.0	12.0	18.0
AT1G16560	AT1G16560	28.0	41.0	34.0	74.0
AT1G16570	AT1G16570	16.0	24.0	26.0	28.0
AT1G16590	REV7	5.0	10.0	10.0	6.0
AT1G16610	SR45	31.0	53.0	35.0	50.0
AT1G16630	AT1G16630	8.0	18.0	5.0	14.0
AT1G16635	AT1G16635	0.2	0.5	0.3	0.6
AT1G16640	AT1G16640	2.0	5.0	2.0	2.0
AT1G16650	AT1G16650	7.0	7.0	5.0	10.0
AT1G16670	CRPK1	7.0	8.0	8.0	23.0
AT1G16680	AT1G16680	22.0	31.0	21.0	27.0
AT1G16690	AT1G16690	7.0	10.0	8.0	9.0
AT1G16700	AT1G16700	49.0	85.0	78.0	119.0
AT1G16705	AT1G16705	0.6	54.0	51.0	
AT1G16710	HAC12	17.0	21.0	16.0	27.0
AT1G16720	HCF173	219.0	70.0	76.0	18.0
AT1G16730	UP6	11.0	10.0	3.0	0.5
AT1G16740	AT1G16740	41.0	70.0	43.0	66.0
AT1G16750	AT1G16750	13.0	27.0	29.0	0.9
AT1G16760	AT1G16760		6.0	0.3	
AT1G16770	AT1G16770	0.6	2.0	1.0	0.3
AT1G16780	AVPL2	13.0	25.0	24.0	4.0
AT1G16790	AT1G16790		0.1		
AT1G16800	AT1G16800	4.0	6.0	4.0	8.0
AT1G16810	AT1G16810	104.0	140.0	101.0	160.0
AT1G16820	AT1G16820	2.0	4.0	4.0	2.0
AT1G16825	RTNLB23	7.0	15.0	11.0	6.0
AT1G16830	AT1G16830	1.0	3.0	2.0	3.0
AT1G16840	AT1G16840	34.0	28.0	43.0	52.0
AT1G16850	AT1G16850	1.0	4.0	7.0	7.0
AT1G16860	AT1G16860	28.0	46.0	69.0	71.0
AT1G16870	AT1G16870	22.0	34.0	24.0	43.0
AT1G16880	ACR11	332.0	264.0	307.0	58.0
AT1G16890	UBC36	98.0	164.0	125.0	190.0
AT1G16900	ALG9	14.0	32.0	29.0	32.0
AT1G16905	AT1G16905				6.0
AT1G16910	LSH8	0.9	0.7	0.2	
AT1G16916	AT1G16916	13.0	16.0	15.0	18.0
AT1G16920	RABA1B	44.0	67.0	43.0	92.0
AT1G16930	AT1G16930	5.0	6.0	5.0	27.0
AT1G16940	AT1G16940		0.4		
AT1G16950	CEP13		1.0	2.0	
AT1G16960	AT1G16960	27.0	22.0	23.0	0.8
AT1G16970	KU70	11.0	19.0	12.0	28.0
AT1G16980	TPS2			4.0	
AT1G17000	ATTPS3			0.7	
AT1G17010	AT1G17010				0.5
AT1G17020	SRG1	2.0	14.0	5.0	7.0
AT1G17030	AT1G17030	0.9	43.0	6.0	4.0
AT1G17040	SHA	7.0	11.0	8.0	7.0
AT1G17050	SPS2	46.0	37.0	26.0	23.0
AT1G17060	CYP72C1	5.0	2.0	7.0	27.0
AT1G17065	AT1G17065	0.1		0.1	0.7
AT1G17070	STIPL1	7.0	14.0	12.0	15.0
AT1G17080	AT1G17080	52.0	61.0	80.0	119.0
AT1G17090	AT1G17090	1.0	3.0	6.0	8.0
AT1G17100	AT1G17100	48.0	105.0	94.0	3.0
AT1G17110	UBP15	34.0	54.0	29.0	36.0
AT1G17120	CAT8	22.0	29.0	24.0	31.0
AT1G17130	AT1G17130	36.0	56.0	45.0	52.0
AT1G17140	ICR1	66.0	121.0	40.0	13.0
AT1G17145	AT1G17145	30.0	35.0	22.0	31.0
AT1G17147	VQ1	10.0	0.8	0.7	22.0
AT1G17150	AT1G17150			0.6	
AT1G17160	AT1G17160	22.0	27.0	22.0	27.0
AT1G17170	GSTU24	19.0	6.0	3.0	117.0
AT1G17180	GSTU25	3.0	2.0	0.1	141.0
AT1G17190	GSTU26	11.0	41.0	27.0	93.0
AT1G17200	AT1G17200	93.0	136.0	259.0	5.0
AT1G17210	ATILP1	42.0	52.0	41.0	79.0
AT1G17220	FUG1	253.0	110.0	121.0	20.0
AT1G17235	RTFL11	0.4	1.0	0.8	0.7
AT1G17240	AtRLP2	0.4	0.8	0.6	2.0
AT1G17255	AT1G17255	0.5	0.8	1.0	0.6
AT1G17260	AHA10	0.9	7.0	65.0	1.0
AT1G17270	OFUT5	4.0	7.0	7.0	9.0
AT1G17280	UBC34	28.0	39.0	31.0	34.0
AT1G17285	AT1G17285	0.1	0.3	0.6	17.0
AT1G17290	ALAAT1	116.0	122.0	133.0	168.0
AT1G17300	AT1G17300		2.0		8.0
AT1G17310	AT1G17310		0.3	0.1	2.0
AT1G17330	AT1G17330	17.0	18.0	17.0	27.0
AT1G17340	SAC5	17.0	11.0	9.0	26.0
AT1G17345	AT1G17345	0.4	0.1		3.0
AT1G17350	AT1G17350	10.0	13.0	10.0	16.0
AT1G17360	AT1G17360	32.0	35.0	17.0	16.0
AT1G17370	UBP1B	49.0	71.0	40.0	59.0
AT1G17380	TIFY11A	0.7	17.0	7.0	4.0
AT1G17400	AT1G17400	0.4	0.2	0.1	0.5
AT1G17410	AT1G17410	10.0	11.0	8.0	13.0
AT1G17420	LOX3	4.0	25.0	38.0	1.0
AT1G17430	AT1G17430	5.0	15.0	28.0	32.0
AT1G17440	TAF12B	27.0	36.0	30.0	39.0
AT1G17450	AT1G17450	8.0	10.0	7.0	13.0
AT1G17455	EFL4	10.0	13.0	14.0	28.0
AT1G17460	TRFL3	4.0	9.0	5.0	5.0
AT1G17470	DRG1	77.0	79.0	63.0	110.0
AT1G17480	IQD7	4.0	7.0	3.0	4.0
AT1G17490	AT1G17490	20.0	48.0	33.0	26.0
AT1G17500	ALA4	12.0	16.0	17.0	48.0
AT1G17510	AT1G17510	10.0	23.0	24.0	21.0
AT1G17520	AT1G17520	17.0	21.0	13.0	24.0
AT1G17530	TIM23-1	18.0	31.0	24.0	36.0
AT1G17540	AT1G17540		28.0	3.0	0.1
AT1G17550	HAB2	27.0	50.0	37.0	35.0
AT1G17560	HLL	10.0	33.0	21.0	17.0
AT1G17580	XI-1	25.0	25.0	13.0	25.0
AT1G17590	NFYA8	4.0	13.0	17.0	17.0
AT1G17600	AT1G17600	0.5	0.6	0.4	0.5
AT1G17610	CHS1	0.1	0.1		0.1
AT1G17615	AT1G17615		0.1		
AT1G17620	AT1G17620	17.0	46.0	146.0	67.0
AT1G17630	PCMP-E72	2.0	2.0	2.0	3.0
AT1G17640	AT1G17640	6.0	9.0	7.0	6.0
AT1G17650	GLYR2	51.0	35.0	40.0	7.0
AT1G17665	AT1G17665	2.0	1.0	4.0	13.0
AT1G17680	AT1G17680	16.0	22.0	16.0	27.0
AT1G17690	NOF1	16.0	27.0	15.0	30.0
AT1G17700	PRA1F1	6.0	7.0	0.4	0.1
AT1G17710	AT1G17710	4.0	21.0	2.0	0.1
AT1G17720	PP2AB2	39.0	67.0	50.0	88.0
AT1G17730	CHMP1A	42.0	68.0	64.0	66.0
AT1G17744	AT1G17744		0.1	0.3	0.2
AT1G17745	PGDH	7.0	86.0	163.0	83.0
AT1G17750	PEPR2	0.8	5.0	6.0	7.0
AT1G17760	CSTF77	15.0	23.0	20.0	27.0
AT1G17770	SUVH7			2.0	
AT1G17780	AT1G17780	15.0	10.0	9.0	16.0
AT1G17790	GTE5	9.0	15.0	10.0	12.0
AT1G17800	ENODL22			9.0	
AT1G17810	TIP3-2			0.2	1.0
AT1G17830	AT1G17830	2.0	10.0	3.0	4.0
AT1G17840	ABCG11	67.0	148.0	212.0	6.0
AT1G17850	STR8	20.0	17.0	13.0	8.0
AT1G17860	KTI2	0.2	0.1	1.0	2.0
AT1G17870	EGY3	3.0	5.0	3.0	3.0
AT1G17880	BTF3	248.0	346.0	232.0	332.0
AT1G17890	GER2	26.0	38.0	48.0	102.0
AT1G17920	HDG12	5.0	15.0	3.0	2.0
AT1G17930	MAIN	9.0	18.0	12.0	14.0
AT1G17940	AT1G17940	9.0	12.0	18.0	11.0
AT1G17950	MYB52	0.2	3.0	5.0	8.0
AT1G17960	AT1G17960	2.0	2.0	5.0	11.0
AT1G17970	AT1G17970	22.0	6.0	6.0	18.0
AT1G17980	PAPS1	20.0	24.0	22.0	30.0
AT1G17990	AT1G17990	2.0	0.7	0.7	0.2
AT1G18010	AT1G18010		0.1		
AT1G18020	AT1G18020	1.0	0.4	0.5	0.4
AT1G18030	AT1G18030	13.0	12.0	10.0	14.0
AT1G18040	CDKD-3	10.0	18.0	14.0	15.0
AT1G18050	AT1G18050		0.1	0.1	
AT1G18060	AT1G18060	123.0	74.0	84.0	7.0
AT1G18070	AT1G18070	91.0	128.0	132.0	137.0
AT1G18075	MIR159B	12.0	25.0	30.0	16.0
AT1G18080	RACK1A	369.0	507.0	369.0	640.0
AT1G18090	AT1G18090	6.0	7.0	6.0	4.0
AT1G18100	MFT	0.1		0.2	11.0
AT1G18130	AT1G18130		0.1	0.1	
AT1G18140	LAC1	0.2	3.0	0.3	4.0
AT1G18150	MPK8	38.0	50.0	34.0	74.0
AT1G18160	AT1G18160	30.0	28.0	23.0	56.0
AT1G18170	FKBP17-2	41.0	27.0	27.0	3.0
AT1G18180	AT1G18180	5.0	22.0	22.0	8.0
AT1G18190	GC2	17.0	32.0	32.0	29.0
AT1G18193	AT1G18193	0.8	5.0	1.0	3.0
AT1G18197	AT1G18197	0.4	0.7	1.0	2.0
AT1G18200	RABA6B	4.0	9.0	3.0	32.0
AT1G18210	CML27	34.0	75.0	79.0	105.0
AT1G18220	ATPUP9		0.2		0.1
AT1G18250	ATLP-1	21.0	92.0	13.0	20.0
AT1G18260	HRD3A	34.0	45.0	46.0	67.0
AT1G18265	AT1G18265	7.0	5.0	10.0	3.0
AT1G18270	AT1G18270	28.0	36.0	28.0	108.0
AT1G18280	AT1G18280	0.1	84.0	0.4	0.9
AT1G18290	AT1G18290	0.3	0.6		7.0
AT1G18300	NUDT4	46.0	26.0	8.0	43.0
AT1G18320	AT1G18320	1.0	3.0	1.0	4.0
AT1G18330	RVE7	26.0	7.0	16.0	13.0
AT1G18335	AT1G18335	11.0	16.0	13.0	12.0
AT1G18340	TFB4	17.0	19.0	17.0	17.0
AT1G18350	MKK7	0.4	0.2	6.0	0.3
AT1G18360	AT1G18360	41.0	25.0	29.0	6.0
AT1G18370	KIN7A	16.0	31.0	9.0	18.0
AT1G18382	AT1G18382				0.5
AT1G18390	AT1G18390	3.0	0.3	0.3	31.0
AT1G18400	BEE1	3.0	11.0	1.0	3.0
AT1G18410	AT1G18410	0.1	4.0	0.7	0.8
AT1G18415	AT1G18415	3.0	6.0	5.0	5.0
AT1G18420	ALMT3		0.1		0.5
AT1G18430	AT1G18430			0.2	0.3
AT1G18440	AT1G18440	18.0	18.0	19.0	11.0
AT1G18450	ARP4	47.0	74.0	46.0	69.0
AT1G18460	AT1G18460	41.0	32.0	23.0	29.0
AT1G18470	AT1G18470	33.0	32.0	20.0	68.0
AT1G18480	SLP2	15.0	23.0	15.0	37.0
AT1G18485	PCMP-H8	11.0	6.0	6.0	2.0
AT1G18486	AT1G18486	0.1	2.0	0.2	
AT1G18490	PCO3	13.0	17.0	19.0	13.0
AT1G18500	IPMS1	66.0	50.0	33.0	69.0
AT1G18510	TET16		0.3		
AT1G18520	TET11		13.0	3.0	
AT1G18540	RPL6A	216.0	401.0	257.0	456.0
AT1G18550	KIN8A	7.0	13.0	12.0	7.0
AT1G18560	AT1G18560	4.0	6.0	5.0	6.0
AT1G18570	MYB51	13.0	0.7	0.8	69.0
AT1G18580	GAUT11	13.0	19.0	24.0	26.0
AT1G18590	SOT17	22.0	7.0	3.0	23.0
AT1G18600	RBL12	16.0	31.0	22.0	17.0
AT1G18610	AT1G18610	9.0	16.0	15.0	8.0
AT1G18620	AT1G18620	63.0	32.0	35.0	13.0
AT1G18630	RBG6	10.0	18.0	14.0	24.0
AT1G18640	PSP	30.0	42.0	42.0	41.0
AT1G18650	PDCB3	48.0	64.0	37.0	5.0
AT1G18660	AT1G18660	43.0	46.0	37.0	30.0
AT1G18670	IBS1	11.0	10.0	6.0	17.0
AT1G18680	AT1G18680	12.0	10.0	10.0	10.0
AT1G18690	XXT4	5.0	4.0	3.0	7.0
AT1G18700	AT1G18700	22.0	31.0	27.0	28.0
AT1G18710	AtMYB47	21.0	3.0	4.0	0.1
AT1G18720	AT1G18720	52.0	125.0	117.0	120.0
AT1G18730	PNSB4	99.0	33.0	52.0	0.7
AT1G18735	AT1G18735	2.0	1.0	1.0	0.1
AT1G18740	AT1G18740	54.0	46.0	33.0	50.0
AT1G18745	AT1G18745	7.0	15.0	8.0	15.0
AT1G18750	AGL65	5.0	9.0	3.0	2.0
AT1G18760	AT1G18760			0.9	
AT1G18770	AT1G18770		0.1	2.0	
AT1G18773	AT1G18773	9.0	4.0	2.0	2.0
AT1G18780	AT1G18780		0.3		
AT1G18800	NRP2	33.0	74.0	48.0	82.0
AT1G18810	PKS3	26.0	12.0	1.0	0.1
AT1G18830	SEC31A	0.3	1.0	0.5	0.2
AT1G18835	MIF3	1.0	0.2	0.1	4.0
AT1G18840	IQD30	22.0	49.0	49.0	36.0
AT1G18850	AT1G18850	9.0	19.0	12.0	25.0
AT1G18860	WRKY61	0.6			22.0
AT1G18870	ICS2	6.0	4.0	9.0	0.9
AT1G18880	NPF2.9	5.0	5.0	16.0	97.0
AT1G18890	CPK10	15.0	13.0	14.0	23.0
AT1G18900	AT1G18900	7.0	17.0	9.0	13.0
AT1G18910	AT1G18910	4.0	4.0	1.0	48.0
AT1G18940	AT1G18940	0.9	0.3	0.5	6.0
AT1G18950	AT1G18950	24.0	35.0	23.0	31.0
AT1G18960	AT1G18960	0.1	22.0	0.1	0.5
AT1G18970	GLP1	0.1			20.0
AT1G18975	AT1G18975				0.2
AT1G18980	AT1G18980	0.2		0.1	22.0
AT1G18990	MYOB5	1.0	28.0	3.0	1.0
AT1G19000	AT1G19000	209.0	123.0	87.0	164.0
AT1G19010	AT1G19010	9.0	10.0	7.0	7.0
AT1G19020	AT1G19020	15.0	1.0	1.0	42.0
AT1G19025	AT1G19025	3.0	4.0	4.0	4.0
AT1G19040	AT1G19040	0.2	0.1		
AT1G19050	ARR7	21.0	22.0	31.0	24.0
AT1G19060	AT1G19060		0.3	0.2	
AT1G19070	AT1G19070	9.0	9.0	9.0	10.0
AT1G19080	TTN10	9.0	13.0	10.0	9.0
AT1G19090	RKF2		3.0	0.2	
AT1G19100	MORC6	12.0	20.0	15.0	13.0
AT1G19110	AT1G19110	44.0	45.0	51.0	63.0
AT1G19115	AT1G19115		0.5	0.1	1.0
AT1G19120	LSM1A	49.0	84.0	71.0	82.0
AT1G19130	AT1G19130	43.0	53.0	66.0	85.0
AT1G19140	AT1G19140	16.0	45.0	33.0	32.0
AT1G19150	LHCA6	130.0	47.0	105.0	0.1
AT1G19160	AT1G19160	0.4	0.3	3.0	
AT1G19170	AT1G19170	11.0	19.0	33.0	20.0
AT1G19180	TIFY10A	12.0	71.0	56.0	108.0
AT1G19190	CXE1	0.7	3.0	33.0	6.0
AT1G19200	AT1G19200	3.0	3.0	2.0	2.0
AT1G19210	ERF017	0.3	1.0	0.7	1.0
AT1G19220	ARF19	12.0	12.0	7.0	27.0
AT1G19230	RBOHE	0.5	4.0	7.0	20.0
AT1G19240	AT1G19240	8.0	14.0	10.0	19.0
AT1G19250	FMO1	0.1			3.0
AT1G19270	DA1	9.0	12.0	13.0	26.0
AT1G19290	AT1G19290	4.0	8.0	6.0	9.0
AT1G19300	GATL1	5.0	12.0	50.0	12.0
AT1G19310	AT1G19310	30.0	19.0	25.0	46.0
AT1G19320	AT1G19320	0.8	0.2	24.0	
AT1G19330	AT1G19330	25.0	56.0	46.0	28.0
AT1G19340	AT1G19340	4.0	6.0	5.0	5.0
AT1G19350	BES1	99.0	61.0	49.0	32.0
AT1G19360	RRA3	16.0	24.0	30.0	75.0
AT1G19370	AT1G19370	14.0	10.0	17.0	41.0
AT1G19371	MIR169H	0.5		0.2	
AT1G19373	AT1G19373	0.7	3.0	1.0	1.0
AT1G19376	AT1G19376	0.2	1.0	0.7	1.0
AT1G19380	AT1G19380	19.0	5.0	11.0	18.0
AT1G19390	WAKL11			0.1	0.3
AT1G19394	AT1G19394	14.0	30.0	24.0	28.0
AT1G19396	AT1G19396	7.0	14.0	11.0	12.0
AT1G19397	AT1G19397	9.0	19.0	16.0	18.0
AT1G19400	AT1G19400	89.0	36.0	43.0	68.0
AT1G19410	AT1G19410	0.1		0.5	
AT1G19430	AT1G19430	17.0	23.0	31.0	30.0
AT1G19440	KCS4	11.0	16.0	26.0	30.0
AT1G19450	AT1G19450	48.0	64.0	94.0	70.0
AT1G19460	AT1G19460		2.0	0.7	
AT1G19464	MIR864A	0.3	0.5	0.8	
AT1G19470	AT1G19470		0.5		
AT1G19480	AT1G19480	5.0	9.0	9.0	8.0
AT1G19485	AT1G19485	24.0	23.0	16.0	25.0
AT1G19490	AT1G19490	3.0	9.0	5.0	6.0
AT1G19500	AT1G19500		19.0	2.0	0.1
AT1G19510	RL5	3.0	6.0	0.4	0.1
AT1G19520	NFD5	17.0	34.0	21.0	43.0
AT1G19530	AT1G19530	2.0		2.0	965.0
AT1G19540	AT1G19540	3.0	5.0	3.0	8.0
AT1G19565	AT1G19565	0.2	3.0	0.9	0.3
AT1G19570	DHAR1	201.0	1338.0	991.0	497.0
AT1G19580	GAMMACA1	26.0	50.0	40.0	40.0
AT1G19600	AT1G19600	48.0	43.0	30.0	143.0
AT1G19610	PDF1.4	6.0	0.5	0.5	0.7
AT1G19630	CYP722A1	0.4	1.0	1.0	
AT1G19640	JMT	0.2	31.0	21.0	0.1
AT1G19650	SFH4	20.0	43.0	14.0	5.0
AT1G19660	BBD2	179.0	121.0	122.0	112.0
AT1G19670	CLH1	31.0	107.0	124.0	0.1
AT1G19680	AT1G19680	33.0	36.0	23.0	46.0
AT1G19690	AT1G19690	17.0	17.0	18.0	19.0
AT1G19700	BLH10	24.0	28.0	46.0	30.0
AT1G19710	AT1G19710	11.0	20.0	29.0	39.0
AT1G19715	JAL3	63.0	48.0	38.0	13.0
AT1G19720	DYW7	75.0	47.0	37.0	6.0
AT1G19730	TRX4	27.0	55.0	33.0	32.0
AT1G19740	AT1G19740	152.0	67.0	85.0	24.0
AT1G19750	AT1G19750	0.8	2.0	0.7	2.0
AT1G19770	PUP14	183.0	48.0	73.0	186.0
AT1G19780	CNGC8	0.6	4.0	0.4	0.5
AT1G19790	SRS7	0.6	6.0	0.3	3.0
AT1G19800	TGD1	31.0	33.0	39.0	21.0
AT1G19830	AT1G19830	1.0	22.0	29.0	
AT1G19835	FPP4	46.0	63.0	79.0	76.0
AT1G19840	AT1G19840	3.0	10.0	9.0	16.0
AT1G19850	ARF5	14.0	85.0	35.0	24.0
