ID,RecordNumber,Produces,Year,DaysOnLine,VolumeMCF,Time
2219,51259,GAS,1977,174,3390,41
2220,51259,GAS,1978,363,13255,42
2221,51259,GAS,1979,343,12243,43
2222,51259,GAS,1980,271,8432,44
2223,51259,GAS,1981,359,13368,45
2224,51331,GAS,1943,355,14001,1
2225,51331,GAS,1944,332,14976,2
2226,51331,GAS,1945,361,15402,3
2227,51331,GAS,1946,364,15483,4
2228,51331,GAS,1947,321,12139,5
2229,51331,GAS,1948,345,12891,6
2230,51331,GAS,1949,360,14039,7
2231,51331,GAS,1950,360,13927,8
2232,51331,GAS,1951,369,13729,9
2233,51331,GAS,1952,342,12690,10
2234,51331,GAS,1953,345,11649,11
2235,51331,GAS,1954,362,10041,12
2236,51331,GAS,1955,362,9034,13
2237,51331,GAS,1956,365,11321,14
2238,51331,GAS,1957,362,15266,15
2239,51331,GAS,1958,347,10568,16
2240,51331,GAS,1959,363,12625,17
2241,51331,GAS,1960,363,11215,18
2242,51331,GAS,1961,363,12597,19
2243,51331,GAS,1962,362,12053,20
2244,51331,GAS,1963,359,11763,21
2245,51331,GAS,1964,192,6087,22
2246,51331,GAS,1965,364,13481,23
2247,51331,GAS,1966,363,18377,24
2248,51331,GAS,1967,359,20862,25
2249,51331,GAS,1968,330,17371,26
2250,51331,GAS,1969,363,18041,27
2251,51331,GAS,1970,356,23253,28
2252,51331,GAS,1971,362,21279,29
2253,51331,GAS,1972,363,21991,30
2254,51331,GAS,1973,361,16583,31
2255,51331,GAS,1974,362,14655,32
2256,51331,GAS,1975,366,12283,33
2257,51331,GAS,1976,363,19124,34
2258,51331,GAS,1977,349,17334,35
2259,51331,GAS,1978,357,22317,36
2260,51331,GAS,1979,362,20493,37
2261,51331,GAS,1980,363,22340,38
2262,51331,GAS,1981,31,3072,39
2263,51331,GAS,1982,354,38354,40
2264,51331,GAS,1983,363,27163,41
2265,51331,GAS,1984,360,31681,42
2266,51331,GAS,1985,364,26511,43
2267,51348,GAS,1937,360,7868,1
2268,51348,GAS,1938,366,8364,2
2269,51348,GAS,1939,362,8381,3
2270,51348,GAS,1940,363,11773,4
2271,51348,GAS,1941,346,10240,5
2272,51348,GAS,1942,363,10788,6
2273,51348,GAS,1943,363,9539,7
2274,51348,GAS,1944,359,9133,8
2275,51348,GAS,1945,362,8772,9
2276,51348,GAS,1946,363,9149,10
2277,51348,GAS,1947,359,9707,11
2278,51348,GAS,1948,362,10123,12
2279,51348,GAS,1949,360,8827,13
2280,51348,GAS,1950,360,8932,14
2281,51348,GAS,1951,361,8512,15
2282,51348,GAS,1952,354,7576,16
2283,51348,GAS,1953,352,10827,17
2284,51348,GAS,1954,369,7791,18
2285,51348,GAS,1955,318,7230,19
2286,51348,GAS,1956,342,6615,20
2287,51348,GAS,1957,343,10957,21
2288,51348,GAS,1958,362,12497,22
2289,51348,GAS,1959,358,11202,23
2290,51348,GAS,1960,361,8338,24
2291,51348,GAS,1961,348,7298,25
2292,51348,GAS,1962,202,11174,26
2293,51348,GAS,1963,342,7256,27
2294,51348,GAS,1964,222,11071,28
2295,51348,GAS,1965,362,14804,29
2296,51348,GAS,1966,244,13685,30
2297,51348,GAS,1967,362,7329,31
2298,51348,GAS,1968,225,11284,32
2299,51348,GAS,1969,362,6488,33
2300,51348,GAS,1970,362,6220,34
2301,51348,GAS,1971,221,11517,35
2302,51348,GAS,1972,131,13030,36
2303,51348,GAS,1973,362,8113,37
2304,51348,GAS,1974,365,6876,38
2305,51348,GAS,1975,363,7126,39
2306,51348,GAS,1976,364,7190,40
2307,51348,GAS,1977,363,7347,41
2308,51348,GAS,1978,365,7427,42
2309,51348,GAS,1979,357,5846,43
2310,51348,GAS,1980,360,6769,44
2311,51348,GAS,1981,361,7608,45
2312,51348,GAS,1982,360,6806,46
2313,51351,GAS,1937,238,14801,1
2314,51351,GAS,1938,115,10987,2
2315,51351,GAS,1939,223,17994,3
2316,51351,GAS,1940,358,14324,4
2317,51351,GAS,1941,363,18608,5
2318,51351,GAS,1942,361,14723,6
2319,51351,GAS,1943,363,19007,7
2320,51351,GAS,1944,225,12782,8
2321,51351,GAS,1945,244,18229,9
2322,51351,GAS,1946,224,13942,10
2323,51351,GAS,1947,362,14142,11
2324,51351,GAS,1948,363,13732,12
2325,51351,GAS,1949,363,15050,13
2326,51351,GAS,1950,347,12481,14
2327,51351,GAS,1951,363,10827,15
2328,51351,GAS,1952,192,5154,16
2329,51351,GAS,1953,363,10097,17
2330,51351,GAS,1954,363,9870,18
2331,51351,GAS,1955,359,14055,19
2332,51351,GAS,1956,362,13396,20
2333,51351,GAS,1957,360,9040,21
2334,51351,GAS,1958,358,13911,22
2335,51351,GAS,1959,346,10675,23
2336,51351,GAS,1960,364,11869,24
2337,51351,GAS,1961,321,11001,25
2338,51351,GAS,1962,342,11350,26
2339,51351,GAS,1963,358,11372,27
2340,51351,GAS,1964,369,10950,28
2341,51351,GAS,1965,360,11196,29
2342,51351,GAS,1966,361,12173,30
2343,51351,GAS,1967,358,11301,31
2344,51351,GAS,1968,331,10475,32
2345,51351,GAS,1969,360,11427,33
2346,51351,GAS,1970,361,12140,34
2347,51351,GAS,1971,363,13666,35
2348,51351,GAS,1972,363,11285,36
2349,51351,GAS,1973,363,10533,37
2350,51351,GAS,1974,363,13385,38
2351,51351,GAS,1975,367,10518,39
2352,51351,GAS,1976,357,9745,40
2353,51351,GAS,1977,362,11222,41
2354,51351,GAS,1978,362,11387,42
2355,51351,GAS,1979,362,8915,43
2356,51351,GAS,1980,366,10893,44
2357,51351,GAS,1981,365,9618,45
2358,51351,GAS,1982,362,9063,46
2359,51503,GAS,1976,257,3400,1
2360,51503,GAS,1977,7,1654,2
2361,51503,GAS,1978,362,6510,3
2362,51503,GAS,1979,366,3610,4
2363,51503,GAS,1980,365,5580,5
2364,51503,GAS,1981,365,3540,6
2365,51503,GAS,1982,365,3010,7
2366,51503,GAS,1983,350,3020,8
2367,51503,GAS,1984,366,3165,9
2368,51514,GAS,1957,362,4425,1
2369,51514,GAS,1958,365,5158,2
2370,51514,GAS,1959,362,5448,3
2371,51514,GAS,1960,151,2988,4
2372,51514,GAS,1961,363,6085,5
2373,51514,GAS,1962,359,10607,6
2374,51514,GAS,1963,362,5915,7
2375,51514,GAS,1964,364,7023,8
2376,51514,GAS,1965,361,7319,9
2377,51514,GAS,1966,319,7100,10
2378,51514,GAS,1967,0,0,11
2379,51514,GAS,1968,354,6915,12
2380,51514,GAS,1969,369,5256,13
2381,51514,GAS,1970,325,4440,14
2382,51514,GAS,1971,365,4722,15
2383,51514,GAS,1972,363,6454,16
2384,51514,GAS,1973,242,871,17
2385,51514,GAS,1974,367,1707,18
2386,51514,GAS,1975,247,2394,19
2387,51514,GAS,1976,361,5193,20
2388,51514,GAS,1977,358,4823,21
2389,51514,GAS,1978,362,5224,22
2390,51514,GAS,1979,137,2748,23
2391,51514,GAS,1980,375,5197,24
2392,51514,GAS,1981,149,1541,25
2393,52246,,1983,343,4516,1
2394,52246,,1984,321,3745,2
2395,52246,,1985,182,1638,3
2396,52282,,1973,28,310,1
2397,52282,,1974,288,1757,2
2398,52282,,1975,345,1447,3
2399,52282,,1976,362,1860,4
2400,52282,,1977,364,2274,5
2401,52282,,1978,358,2050,6
2402,52282,,1979,350,1850,7
2403,52282,,1980,363,1750,8
2404,52282,,1981,361,1790,9
2405,52282,,1982,364,1700,10
2406,52282,,1983,191,641,11
2407,52282,,1984,189,268,12
2408,52970,,1976,182,8100,1
2409,52970,,1977,365,8700,2
2410,52970,,1978,59,0,3
2411,52970,,1979,365,5440,4
2412,52970,,1980,366,4100,5
2413,52970,,1981,365,6000,6
2414,52970,,1982,347,6040,7
2415,52970,,1983,365,6382,8
2416,52970,,1984,249,0,9
2417,52985,,1974,184,5300,1
2418,52985,,1975,365,8500,2
2419,52985,,1976,366,6900,3
2420,52985,,1977,365,5800,4
2421,52985,,1978,365,6990,5
2422,52985,,1979,365,6260,6
2423,52985,,1980,359,6220,7
2424,52985,,1981,350,5860,8
2425,52985,,1982,365,6540,9
2426,52985,,1983,190,3160,10
2427,52985,,1984,366,6447,11
2428,52989,,1973,20,1000,1
2429,52989,,1974,359,11100,2
2430,52989,,1975,365,9600,3
2431,52989,,1976,366,7900,4
2432,52989,,1977,365,7300,5
2433,52989,,1978,365,6590,6
2434,52989,,1979,361,6070,7
2435,52989,,1980,366,1030,8
2436,52989,,1981,350,2330,9
2437,52989,,1982,365,3290,10
2438,52989,,1983,202,2938,11
2439,52990,,1979,169,8760,1
2440,52990,,1980,366,4590,2
2441,52990,,1981,351,4180,3
2442,52990,,1982,341,3500,4
2443,52990,,1983,187,2562,5
2444,52990,,1984,366,3131,6
2445,53098,GAS,1948,363,3078,1
2446,53098,GAS,1949,362,2947,2
2447,53098,GAS,1950,355,3110,3
2448,53098,GAS,1951,367,3257,4
2449,53098,GAS,1952,357,3197,5
2450,53098,GAS,1953,364,3001,6
2451,53098,GAS,1954,354,2852,7
2452,53098,GAS,1955,360,2873,8
2453,53098,GAS,1956,369,2799,9
2454,53098,GAS,1957,319,2439,10
2455,53098,GAS,1958,344,2324,11
2456,53098,GAS,1959,361,2964,12
2457,53098,GAS,1960,318,2655,13
2458,53098,GAS,1961,330,2690,14
2459,53098,GAS,1962,360,1864,15
2460,53098,GAS,1963,236,1989,16
2461,53098,GAS,1964,364,1876,17
2462,53098,GAS,1965,362,2777,18
2463,53098,GAS,1966,366,1883,19
2464,53098,GAS,1967,332,1779,20
2465,53098,GAS,1968,362,2547,21
2466,53098,GAS,1969,207,69,22
2467,53098,GAS,1970,364,180,23
2468,53098,GAS,1971,344,2702,24
2469,53098,GAS,1972,360,2758,25
2470,53098,GAS,1973,309,3822,26
2471,53098,GAS,1974,358,3538,27
2472,53098,GAS,1975,364,3307,28
2473,53098,GAS,1976,363,3961,29
2474,53098,GAS,1977,356,4228,30
2475,53098,GAS,1978,364,3383,31
2476,53098,GAS,1979,363,3274,32
2477,53098,GAS,1980,359,3673,33
2478,53133,GAS,1949,293,10653,1
2479,53133,GAS,1950,362,12112,2
2480,53133,GAS,1951,355,12175,3
2481,53133,GAS,1952,240,8983,4
2482,53133,GAS,1953,252,7963,5
2483,53133,GAS,1954,361,12802,6
2484,53133,GAS,1955,359,12173,7
2485,53133,GAS,1956,362,13828,8
2486,53133,GAS,1957,240,9094,9
2487,53133,GAS,1958,324,11494,10
2488,53133,GAS,1959,307,11330,11
2489,53133,GAS,1960,326,12560,12
2490,53133,GAS,1961,329,13191,13
2491,53133,GAS,1962,369,14723,14
2492,53133,GAS,1963,317,12125,15
2493,53133,GAS,1964,345,14709,16
2494,53133,GAS,1965,361,15482,17
2495,53133,GAS,1966,360,15076,18
2496,53133,GAS,1967,354,15818,19
2497,53133,GAS,1968,361,16335,20
2498,53133,GAS,1969,359,16599,21
2499,53133,GAS,1970,362,17473,22
2500,53133,GAS,1971,367,18708,23
2501,53133,GAS,1972,363,19697,24
2502,53133,GAS,1973,363,20456,25
2503,53133,GAS,1974,364,21744,26
2504,53133,GAS,1975,329,20598,27
2505,53133,GAS,1976,358,25027,28
2506,53133,GAS,1977,359,25004,29
2507,53133,GAS,1978,359,26785,30
2508,53133,GAS,1979,363,28362,31
2509,53133,GAS,1980,356,29982,32
2510,53133,GAS,1981,46,4627,33
2511,53145,GAS,1953,142,4870,1
2512,53145,GAS,1954,362,9774,2
2513,53145,GAS,1955,363,10163,3
2514,53145,GAS,1956,357,10736,4
2515,53145,GAS,1957,359,12267,5
2516,53145,GAS,1958,360,9061,6
2517,53145,GAS,1959,361,7641,7
2518,53145,GAS,1960,362,5689,8
2519,53145,GAS,1961,354,8642,9
2520,53145,GAS,1962,367,9584,10
2521,53145,GAS,1963,364,3335,11
2522,53145,GAS,1964,360,4998,12
2523,53145,GAS,1965,338,5832,13
2524,53145,GAS,1966,367,1492,14
2525,53145,GAS,1967,363,2464,15
2526,53145,GAS,1968,157,888,16
2527,53145,GAS,1969,360,3662,17
2528,53145,GAS,1970,361,3033,18
2529,53145,GAS,1971,354,8674,19
2530,53145,GAS,1972,358,8215,20
2531,53145,GAS,1973,341,4155,21
2532,53145,GAS,1974,349,5982,22
2533,53145,GAS,1975,348,1011,23
2534,53145,GAS,1976,327,3156,24
2535,53145,GAS,1977,366,1447,25
2536,53145,GAS,1978,369,7992,26
2537,53145,GAS,1979,317,7225,27
2538,53145,GAS,1980,345,6978,28
2539,53145,GAS,1981,361,7774,29
2540,53159,GAS,1973,366,40103,1
2541,53159,GAS,1974,146,26150,2
2542,53159,GAS,1975,182,37416,3
2543,53159,GAS,1976,169,15381,4
2544,53159,GAS,1977,365,0,5
2545,53159,GAS,1978,364,28960,6
2546,53159,GAS,1979,364,24970,7
2547,53159,GAS,1980,366,30100,8
2548,53159,GAS,1981,365,34300,9
2549,53159,GAS,1982,200,27010,10
2550,53159,GAS,1983,180,20000,11
2551,53164,GAS,1952,364,12600,1
2552,53164,GAS,1953,363,10377,2
2553,53164,GAS,1954,362,11343,3
2554,53164,GAS,1955,359,15447,4
2555,53164,GAS,1956,357,9952,5
2556,53164,GAS,1957,363,12776,6
2557,53164,GAS,1958,365,5886,7
2558,53164,GAS,1959,361,7344,8
2559,53164,GAS,1960,345,7212,9
2560,53164,GAS,1961,326,6688,10
2561,53164,GAS,1962,349,7234,11
2562,53164,GAS,1963,369,5279,12
2563,53164,GAS,1964,317,6126,13
2564,53164,GAS,1965,336,5251,14
2565,53164,GAS,1966,363,5058,15
2566,53164,GAS,1967,367,4697,16
2567,53164,GAS,1968,362,6392,17
2568,53164,GAS,1969,361,5438,18
2569,53164,GAS,1970,354,5739,19
2570,53164,GAS,1971,358,7226,20
2571,53164,GAS,1972,361,8557,21
2572,53164,GAS,1973,360,8078,22
2573,53164,GAS,1974,234,10111,23
2574,53164,GAS,1975,362,5186,24
2575,53164,GAS,1976,362,5298,25
2576,53164,GAS,1977,362,8454,26
2577,53164,GAS,1978,367,10174,27
2578,53164,GAS,1979,363,4476,28
2579,53164,GAS,1980,367,3774,29
2580,53164,GAS,1981,322,5173,30
2581,53165,GAS,1952,358,7894,1
2582,53165,GAS,1953,182,5383,2
2583,53165,GAS,1954,364,5947,3
2584,53165,GAS,1955,363,5895,4
2585,53165,GAS,1956,359,7048,5
2586,53165,GAS,1957,327,3487,6
2587,53165,GAS,1958,335,1796,7
2588,53165,GAS,1959,329,2778,8
2589,53165,GAS,1960,327,3351,9
2590,53165,GAS,1961,360,1849,10
2591,53165,GAS,1962,362,3424,11
2592,53165,GAS,1963,367,2288,12
2593,53165,GAS,1964,365,1628,13
2594,53165,GAS,1965,361,2843,14
2595,53165,GAS,1966,327,957,15
2596,53165,GAS,1967,363,5551,16
2597,53165,GAS,1968,367,5468,17
2598,53165,GAS,1969,354,4291,18
2599,53165,GAS,1970,364,4726,19
2600,53165,GAS,1971,360,4054,20
2601,53165,GAS,1972,362,4933,21
2602,53165,GAS,1973,358,4064,22
2603,53165,GAS,1974,360,4153,23
2604,53165,GAS,1975,345,3574,24
2605,53165,GAS,1976,317,3163,25
2606,53165,GAS,1977,369,4047,26
2607,53165,GAS,1978,362,6074,27
2608,53165,GAS,1979,362,1979,28
2609,53165,GAS,1980,342,2346,29
2610,53165,GAS,1981,361,1878,30
2611,53166,GAS,1948,362,8076,1
2612,53166,GAS,1949,361,8624,2
2613,53166,GAS,1950,357,11172,3
2614,53166,GAS,1951,325,10399,4
2615,53166,GAS,1952,332,8750,5
2616,53166,GAS,1953,352,10172,6
2617,53166,GAS,1954,360,9055,7
2618,53166,GAS,1955,359,10352,8
2619,53166,GAS,1956,358,9212,9
2620,53166,GAS,1957,358,9463,10
2621,53166,GAS,1958,356,8183,11
2622,53166,GAS,1959,355,9400,12
2623,53166,GAS,1960,363,9267,13
2624,53166,GAS,1961,368,9050,14
2625,53166,GAS,1962,366,5345,15
2626,53166,GAS,1963,366,8161,16
2627,53166,GAS,1964,364,7325,17
2628,53166,GAS,1965,364,8516,18
2629,53166,GAS,1966,364,8623,19
2630,53166,GAS,1967,364,8013,20
2631,53166,GAS,1968,370,7500,21
2632,53166,GAS,1969,367,5854,22
2633,53166,GAS,1970,330,8262,23
2634,53166,GAS,1971,339,8333,24
2635,53166,GAS,1972,364,7472,25
2636,53166,GAS,1973,362,6716,26
2637,53166,GAS,1974,369,8675,27
2638,53166,GAS,1975,319,7054,28
2639,53166,GAS,1976,345,8676,29
2640,53166,GAS,1977,364,8752,30
2641,53166,GAS,1978,355,8957,31
2642,53166,GAS,1979,360,7741,32
2643,53166,GAS,1980,363,8619,33
2644,53333,GAS,1950,365,8852,1
2645,53333,GAS,1951,366,9116,2
2646,53333,GAS,1952,361,9561,3
2647,53333,GAS,1953,315,15923,4
2648,53333,GAS,1954,358,10595,5
2649,53333,GAS,1955,358,10617,6
2650,53333,GAS,1956,362,10786,7
2651,53333,GAS,1957,363,7832,8
2652,53333,GAS,1958,358,7309,9
2653,53333,GAS,1959,354,8228,10
2654,53333,GAS,1960,365,8587,11
2655,53333,GAS,1961,369,8863,12
2656,53333,GAS,1962,360,7947,13
2657,53333,GAS,1963,360,7879,14
2658,53333,GAS,1964,361,8071,15
2659,53333,GAS,1965,371,7301,16
2660,53333,GAS,1966,318,7143,17
2661,53333,GAS,1967,348,7335,18
2662,53333,GAS,1968,341,6846,19
2663,53333,GAS,1969,364,5291,20
2664,53333,GAS,1970,364,6504,21
2665,53333,GAS,1971,365,6684,22
2666,53333,GAS,1972,365,6332,23
2667,53333,GAS,1973,364,6799,24
2668,53333,GAS,1974,366,5669,25
2669,53333,GAS,1975,367,7217,26
2670,53333,GAS,1976,365,7356,27
2671,53333,GAS,1977,363,7250,28
2672,53333,GAS,1978,361,7193,29
2673,53333,GAS,1979,367,7146,30
2674,53333,GAS,1980,364,7473,31
2675,53713,,1976,182,10800,1
2676,53713,,1977,365,21500,2
2677,53713,,1978,365,1520,3
2678,53713,,1979,365,7240,4
2679,53713,,1980,366,2740,5
2680,53713,,1981,365,5340,6
2681,53713,,1982,347,4710,7
2682,53713,,1983,189,3657,8
2683,53821,,1979,70,270,1
2684,53821,,1980,366,800,2
2685,53821,,1981,365,1070,3
2686,53821,,1982,365,1157,4
2687,54346,,1976,182,46719,1
2688,54346,,1977,365,61100,2
2689,54346,,1978,365,78840,3
2690,54346,,1979,365,42750,4
2691,54346,,1980,366,39990,5
2692,54346,,1981,365,27910,6
2693,54346,,1982,347,20520,7
2694,54346,,1983,189,12960,8
2695,54346,,1984,33,224,9
2696,55023,GAS,1950,367,13179,1
2697,55023,GAS,1951,366,14273,2
2698,55023,GAS,1952,365,14089,3
2699,55023,GAS,1953,364,17042,4
2700,55023,GAS,1954,365,14589,5
2701,55023,GAS,1955,363,15797,6
2702,55023,GAS,1956,336,14023,7
2703,55023,GAS,1957,362,16015,8
2704,55023,GAS,1958,214,11407,9
2705,55023,GAS,1959,203,7882,10
2706,55023,GAS,1960,362,12637,11
2707,55023,GAS,1961,362,14592,12
2708,55023,GAS,1962,339,14827,13
2709,55023,GAS,1963,369,15813,14
2710,55023,GAS,1964,317,13434,15
2711,55023,GAS,1965,342,15530,16
2712,55023,GAS,1966,362,16806,17
2713,55023,GAS,1967,357,16031,18
2714,55023,GAS,1968,353,15759,19
2715,55023,GAS,1969,361,16462,20
2716,55023,GAS,1970,362,15743,21
2717,55023,GAS,1971,360,15861,22
2718,55023,GAS,1972,367,17224,23
2719,55023,GAS,1973,363,17145,24
2720,55023,GAS,1974,363,17437,25
2721,55023,GAS,1975,364,17902,26
2722,55023,GAS,1976,363,18177,27
2723,55023,GAS,1977,359,19631,28
2724,55023,GAS,1978,359,18983,29
2725,55023,GAS,1979,359,19846,30
2726,55023,GAS,1980,361,20676,31
2727,55023,GAS,1981,2,158,32
2728,55026,GAS,1947,369,4403,1
2729,55026,GAS,1948,366,4191,2
2730,55026,GAS,1949,250,1565,3
2731,55026,GAS,1950,360,4564,4
2732,55026,GAS,1951,365,3677,5
2733,55026,GAS,1952,361,4205,6
2734,55026,GAS,1953,350,6618,7
2735,55026,GAS,1954,357,6438,8
2736,55026,GAS,1955,302,4752,9
2737,55026,GAS,1956,363,3312,10
2738,55026,GAS,1957,363,7103,11
2739,55026,GAS,1958,363,8208,12
2740,55026,GAS,1959,358,6028,13
2741,55026,GAS,1960,355,6214,14
2742,55026,GAS,1961,363,6156,15
2743,55026,GAS,1962,358,5724,16
2744,55026,GAS,1963,363,6169,17
2745,55026,GAS,1964,318,4683,18
2746,55026,GAS,1965,320,4673,19
2747,55026,GAS,1966,369,5369,20
2748,55026,GAS,1967,346,5591,21
2749,55026,GAS,1968,361,5989,22
2750,55026,GAS,1969,367,3863,23
2751,55026,GAS,1970,361,4253,24
2752,55026,GAS,1971,361,4867,25
2753,55026,GAS,1972,364,4259,26
2754,55026,GAS,1973,329,3478,27
2755,55026,GAS,1974,364,5467,28
2756,55026,GAS,1975,364,8627,29
2757,55026,GAS,1976,120,3895,30
2758,55026,GAS,1977,359,6473,31
2759,55026,GAS,1978,363,6506,32
2760,55026,GAS,1979,362,5956,33
2761,55026,GAS,1980,363,6255,34
2762,55026,GAS,1981,367,6390,35
2763,55032,GAS,1948,363,11941,1
2764,55032,GAS,1949,365,8572,2
2765,55032,GAS,1950,364,13538,3
2766,55032,GAS,1951,361,13278,4
2767,55032,GAS,1952,319,11497,5
2768,55032,GAS,1953,344,12356,6
2769,55032,GAS,1954,369,13656,7
2770,55032,GAS,1955,321,11984,8
2771,55032,GAS,1956,361,14018,9
2772,55032,GAS,1957,358,13049,10
2773,55032,GAS,1958,362,12607,11
2774,55032,GAS,1959,365,11210,12
2775,55032,GAS,1960,362,10601,13
2776,55032,GAS,1961,362,11632,14
2777,55032,GAS,1962,238,8341,15
2778,55032,GAS,1963,330,11792,16
2779,55032,GAS,1964,363,23871,17
2780,55032,GAS,1965,120,9655,18
2781,55032,GAS,1966,359,18402,19
2782,55032,GAS,1967,363,22075,20
2783,55032,GAS,1968,351,19743,21
2784,55032,GAS,1969,363,21012,22
2785,55032,GAS,1970,363,16682,23
2786,55032,GAS,1971,357,18193,24
2787,55032,GAS,1972,355,13588,25
2788,55032,GAS,1973,362,14570,26
2789,55032,GAS,1974,362,14984,27
2790,55032,GAS,1975,362,14427,28
2791,55032,GAS,1976,367,16451,29
2792,55032,GAS,1977,363,16075,30
2793,55032,GAS,1978,364,17360,31
2794,55032,GAS,1979,363,17000,32
2795,55032,GAS,1980,364,11038,33
2796,55032,GAS,1981,364,11555,34
2797,55033,GAS,1950,362,6465,1
2798,55033,GAS,1951,358,5604,2
2799,55033,GAS,1952,354,5868,3
2800,55033,GAS,1953,361,4049,4
2801,55033,GAS,1954,318,5610,5
2802,55033,GAS,1955,344,5458,6
2803,55033,GAS,1956,362,2955,7
2804,55033,GAS,1957,369,6082,8
2805,55033,GAS,1958,330,2692,9
2806,55033,GAS,1959,327,5503,10
2807,55033,GAS,1960,362,6866,11
2808,55033,GAS,1961,362,7618,12
2809,55033,GAS,1962,367,7698,13
2810,55033,GAS,1963,363,9329,14
2811,55033,GAS,1964,357,10257,15
2812,55033,GAS,1965,353,9057,16
2813,55033,GAS,1966,364,9114,17
2814,55033,GAS,1967,362,8266,18
2815,55033,GAS,1968,359,9882,19
2816,55033,GAS,1969,352,9709,20
2817,55033,GAS,1970,325,10059,21
2818,55033,GAS,1971,364,3122,22
2819,55033,GAS,1972,364,3147,23
2820,55033,GAS,1973,364,3500,24
2821,55033,GAS,1974,366,4528,25
2822,55033,GAS,1975,366,2592,26
2823,55033,GAS,1976,360,4652,27
2824,55033,GAS,1977,365,4669,28
2825,55033,GAS,1978,0,3491,29
2826,55033,GAS,1979,360,4897,30
2827,55033,GAS,1980,331,2573,31
2828,55103,GAS,1936,360,13061,1
2829,55103,GAS,1937,361,23484,2
2830,55103,GAS,1938,346,20144,3
2831,55103,GAS,1939,316,18670,4
2832,55103,GAS,1940,362,22880,5
2833,55103,GAS,1941,354,22661,6
2834,55103,GAS,1942,342,18357,7
2835,55103,GAS,1943,362,14394,8
2836,55103,GAS,1944,366,22870,9
2837,55103,GAS,1945,346,21339,10
2838,55103,GAS,1946,352,17539,11
2839,55103,GAS,1947,365,16851,12
2840,55103,GAS,1948,360,21632,13
2841,55103,GAS,1949,361,46229,14
2842,55103,GAS,1950,366,15944,15
2843,55103,GAS,1951,272,32402,16
2844,55103,GAS,1952,363,27355,17
2845,55103,GAS,1953,366,15230,18
2846,55103,GAS,1954,364,24071,19
2847,55103,GAS,1955,365,10739,20
2848,55103,GAS,1956,365,15831,21
2849,55103,GAS,1957,281,20688,22
2850,55103,GAS,1958,364,17784,23
2851,55103,GAS,1959,356,27400,24
2852,55103,GAS,1960,363,23587,25
2853,55103,GAS,1961,361,46245,26
2854,55103,GAS,1962,362,13493,27
2855,55103,GAS,1963,363,29569,28
2856,55103,GAS,1964,212,50090,29
2857,55103,GAS,1965,363,38505,30
2858,55103,GAS,1966,362,27971,31
2859,55103,GAS,1967,364,32807,32
2860,55103,GAS,1968,365,15786,33
2861,55103,GAS,1969,359,27024,34
2862,55103,GAS,1970,363,34141,35
2863,55103,GAS,1971,348,66213,36
2864,55103,GAS,1972,360,24482,37
2865,55103,GAS,1973,363,24175,38
2866,55103,GAS,1974,364,19172,39
2867,55103,GAS,1975,369,20308,40
2868,55103,GAS,1976,361,24243,41
2869,55103,GAS,1977,363,24303,42
2870,55103,GAS,1978,364,22339,43
2871,55103,GAS,1979,367,15237,44
2872,55103,GAS,1980,358,23665,45
2873,55103,GAS,1981,352,43127,46
2874,55103,GAS,1982,354,26633,47
2875,55104,GAS,1942,364,10918,1
2876,55104,GAS,1943,363,11018,2
2877,55104,GAS,1944,364,13886,3
2878,55104,GAS,1945,363,12989,4
2879,55104,GAS,1946,360,10903,5
2880,55104,GAS,1947,359,15435,6
2881,55104,GAS,1948,358,14526,7
2882,55104,GAS,1949,359,13597,8
2883,55104,GAS,1950,363,12478,9
2884,55104,GAS,1951,362,11228,10
2885,55104,GAS,1952,361,11509,11
2886,55104,GAS,1953,354,11457,12
2887,55104,GAS,1954,356,8977,13
2888,55104,GAS,1955,362,11057,14
2889,55104,GAS,1956,346,6419,15
2890,55104,GAS,1957,362,7944,16
2891,55104,GAS,1958,362,7640,17
2892,55104,GAS,1959,314,9618,18
2893,55104,GAS,1960,348,8389,19
2894,55104,GAS,1961,339,8121,20
2895,55104,GAS,1962,369,9256,21
2896,55104,GAS,1963,362,7565,22
2897,55104,GAS,1964,363,7109,23
2898,55104,GAS,1965,367,6350,24
2899,55104,GAS,1966,362,9087,25
2900,55104,GAS,1967,362,6903,26
2901,55104,GAS,1968,363,14853,27
2902,55104,GAS,1969,362,16108,28
2903,55104,GAS,1970,363,13022,29
2904,55104,GAS,1971,363,13020,30
2905,55104,GAS,1972,363,16445,31
2906,55104,GAS,1973,364,20214,32
2907,55104,GAS,1974,363,7268,33
2908,55104,GAS,1975,360,8024,34
2909,55104,GAS,1976,363,18131,35
2910,55104,GAS,1977,365,8378,36
2911,55104,GAS,1978,356,15189,37
2912,55104,GAS,1979,363,6368,38
2913,55104,GAS,1980,219,15154,39
2914,55104,GAS,1981,363,21755,40
2915,55109,GAS,1942,325,17995,1
2916,55109,GAS,1943,360,17612,2
2917,55109,GAS,1944,364,18683,3
2918,55109,GAS,1945,358,18091,4
2919,55109,GAS,1946,333,15331,5
2920,55109,GAS,1947,346,14216,6
2921,55109,GAS,1948,362,18386,7
2922,55109,GAS,1949,363,16811,8
2923,55109,GAS,1950,358,16921,9
2924,55109,GAS,1951,362,20001,10
2925,55109,GAS,1952,365,13285,11
2926,55109,GAS,1953,357,18894,12
2927,55109,GAS,1954,364,11868,13
