,County,County Code,Year,Year Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Age Adjusted Rate,Age Adjusted Rate Lower 95% Confidence Interval,Age Adjusted Rate Upper 95% Confidence Interval
2699,Johnson County, AR,05071,2016,2016,,26176,,,,,,
2700,Lafayette County, AR,05073,1999,1999,,8643,,,,,,
2701,Lafayette County, AR,05073,2000,2000,,8559,,,,,,
2702,Lafayette County, AR,05073,2001,2001,,8374,,,,,,
2703,Lafayette County, AR,05073,2002,2002,,8240,,,,,,
2704,Lafayette County, AR,05073,2003,2003,,8244,,,,,,
2705,Lafayette County, AR,05073,2004,2004,,8153,,,,,,
2706,Lafayette County, AR,05073,2005,2005,,8042,,,,,,
2707,Lafayette County, AR,05073,2006,2006,,7879,,,,,,
2708,Lafayette County, AR,05073,2007,2007,,7845,,,,,,
2709,Lafayette County, AR,05073,2008,2008,,7806,,,,,,
2710,Lafayette County, AR,05073,2009,2009,,7654,,,,,,
2711,Lafayette County, AR,05073,2010,2010,,7645,,,,,,
2712,Lafayette County, AR,05073,2011,2011,,7540,,,,,,
2713,Lafayette County, AR,05073,2012,2012,,7441,,,,,,
2714,Lafayette County, AR,05073,2013,2013,,7245,,,,,,
2715,Lafayette County, AR,05073,2014,2014,,7119,,,,,,
2716,Lafayette County, AR,05073,2015,2015,,6981,,,,,,
2717,Lafayette County, AR,05073,2016,2016,,6847,,,,,,
2718,Lawrence County, AR,05075,1999,1999,,18003,,,,,,
2719,Lawrence County, AR,05075,2000,2000,,17774,,,,,,
2720,Lawrence County, AR,05075,2001,2001,,17749,,,,,,
2721,Lawrence County, AR,05075,2002,2002,,17688,,,,,,
2722,Lawrence County, AR,05075,2003,2003,,17605,,,,,,
2723,Lawrence County, AR,05075,2004,2004,,17541,,,,,,
2724,Lawrence County, AR,05075,2005,2005,,17343,,,,,,
2725,Lawrence County, AR,05075,2006,2006,,17193,,,,,,
2726,Lawrence County, AR,05075,2007,2007,,17286,,,,,,
2727,Lawrence County, AR,05075,2008,2008,,17460,,,,,,
2728,Lawrence County, AR,05075,2009,2009,,17336,,,,,,
2729,Lawrence County, AR,05075,2010,2010,,17415,,,,,,
2730,Lawrence County, AR,05075,2011,2011,,17293,,,,,,
2731,Lawrence County, AR,05075,2012,2012,,17047,,,,,,
2732,Lawrence County, AR,05075,2013,2013,,17067,,,,,,
2733,Lawrence County, AR,05075,2014,2014,,16987,,,,,,
2734,Lawrence County, AR,05075,2015,2015,,16741,,,,,,
2735,Lawrence County, AR,05075,2016,2016,,16735,,,,,,
2736,Lee County, AR,05077,1999,1999,,12719,,,,,,
2737,Lee County, AR,05077,2000,2000,,12580,,,,,,
2738,Lee County, AR,05077,2001,2001,,12358,,,,,,
2739,Lee County, AR,05077,2002,2002,,12151,,,,,,
2740,Lee County, AR,05077,2003,2003,,11732,,,,,,
2741,Lee County, AR,05077,2004,2004,,11512,,,,,,
2742,Lee County, AR,05077,2005,2005,,11370,,,,,,
2743,Lee County, AR,05077,2006,2006,,11067,,,,,,
2744,Lee County, AR,05077,2007,2007,,10823,,,,,,
2745,Lee County, AR,05077,2008,2008,,10786,,,,,,
2746,Lee County, AR,05077,2009,2009,,10458,,,,,,
2747,Lee County, AR,05077,2010,2010,,10424,,,,,,
2748,Lee County, AR,05077,2011,2011,,10277,,,,,,
2749,Lee County, AR,05077,2012,2012,,10162,,,,,,
2750,Lee County, AR,05077,2013,2013,,9991,,,,,,
2751,Lee County, AR,05077,2014,2014,,9798,,,,,,
2752,Lee County, AR,05077,2015,2015,,9645,,,,,,
2753,Lee County, AR,05077,2016,2016,,9310,,,,,,
2754,Lincoln County, AR,05079,1999,1999,,14474,,,,,,
2755,Lincoln County, AR,05079,2000,2000,,14492,,,,,,
2756,Lincoln County, AR,05079,2001,2001,,14505,,,,,,
2757,Lincoln County, AR,05079,2002,2002,,14571,,,,,,
2758,Lincoln County, AR,05079,2003,2003,,14578,,,,,,
2759,Lincoln County, AR,05079,2004,2004,,14466,,,,,,
2760,Lincoln County, AR,05079,2005,2005,,14496,,,,,,
2761,Lincoln County, AR,05079,2006,2006,,14315,,,,,,
2762,Lincoln County, AR,05079,2007,2007,,14237,,,,,,
2763,Lincoln County, AR,05079,2008,2008,,14176,,,,,,
2764,Lincoln County, AR,05079,2009,2009,,14185,,,,,,
2765,Lincoln County, AR,05079,2010,2010,,14134,,,,,,
2766,Lincoln County, AR,05079,2011,2011,,14322,,,,,,
2767,Lincoln County, AR,05079,2012,2012,,14139,,,,,,
2768,Lincoln County, AR,05079,2013,2013,,14023,,,,,,
2769,Lincoln County, AR,05079,2014,2014,,13967,,,,,,
2770,Lincoln County, AR,05079,2015,2015,,13841,,,,,,
2771,Lincoln County, AR,05079,2016,2016,,13705,,,,,,
2772,Little River County, AR,05081,1999,1999,,13565,,,,,,
2773,Little River County, AR,05081,2000,2000,,13628,,,,,,
2774,Little River County, AR,05081,2001,2001,,13334,,,,,,
2775,Little River County, AR,05081,2002,2002,,13413,,,,,,
2776,Little River County, AR,05081,2003,2003,,13361,,,,,,
2777,Little River County, AR,05081,2004,2004,,13176,,,,,,
2778,Little River County, AR,05081,2005,2005,,13114,,,,,,
2779,Little River County, AR,05081,2006,2006,,13147,,,,,,
2780,Little River County, AR,05081,2007,2007,,13107,,,,,,
2781,Little River County, AR,05081,2008,2008,,13099,,,,,,
2782,Little River County, AR,05081,2009,2009,,13228,,,,,,
2783,Little River County, AR,05081,2010,2010,,13171,,,,,,
2784,Little River County, AR,05081,2011,2011,,12965,,,,,,
2785,Little River County, AR,05081,2012,2012,,12920,,,,,,
2786,Little River County, AR,05081,2013,2013,,12739,,,,,,
2787,Little River County, AR,05081,2014,2014,,12525,,,,,,
2788,Little River County, AR,05081,2015,2015,,12445,,,,,,
2789,Little River County, AR,05081,2016,2016,,12451,,,,,,
2790,Logan County, AR,05083,1999,1999,,22223,,,,,,
2791,Logan County, AR,05083,2000,2000,,22486,,,,,,
2792,Logan County, AR,05083,2001,2001,,22385,,,,,,
2793,Logan County, AR,05083,2002,2002,,22454,,,,,,
2794,Logan County, AR,05083,2003,2003,,22707,,,,,,
2795,Logan County, AR,05083,2004,2004,,22682,,,,,,
2796,Logan County, AR,05083,2005,2005,,22661,,,,,,
2797,Logan County, AR,05083,2006,2006,,22689,,,,,,
2798,Logan County, AR,05083,2007,2007,,22758,,,,,,
2799,Logan County, AR,05083,2008,2008,,22699,,,,,,
2800,Logan County, AR,05083,2009,2009,,22429,,,,,,
2801,Logan County, AR,05083,2010,2010,,22353,,,,,,
2802,Logan County, AR,05083,2011,2011,,22283,,,,,,
2803,Logan County, AR,05083,2012,2012,,22018,,,,,,
2804,Logan County, AR,05083,2013,2013,,22111,,,,,,
2805,Logan County, AR,05083,2014,2014,,21959,,,,,,
2806,Logan County, AR,05083,2015,2015,,21796,,,,,,
2807,Logan County, AR,05083,2016,2016,,21792,,,,,,
2808,Lonoke County, AR,05085,1999,1999,,51807,,,,,,
2809,Lonoke County, AR,05085,2000,2000,,52828,,,,,,
2810,Lonoke County, AR,05085,2001,2001,,54043,,,,,,
2811,Lonoke County, AR,05085,2002,2002,,55184,,,,,,
2812,Lonoke County, AR,05085,2003,2003,,56452,,,,,,
2813,Lonoke County, AR,05085,2004,2004,,58449,,,,,,
2814,Lonoke County, AR,05085,2005,2005,,60225,,,,,,
2815,Lonoke County, AR,05085,2006,2006,,62648,,,,,,
2816,Lonoke County, AR,05085,2007,2007,,64379,,,,,,
2817,Lonoke County, AR,05085,2008,2008,10,66086,15.1 (Unreliable),7.3,27.8,15.3 (Unreliable),7.4,28.2
2818,Lonoke County, AR,05085,2009,2009,,67481,,,,,,
2819,Lonoke County, AR,05085,2010,2010,16,68356,23.4 (Unreliable),13.4,38.0,24.0 (Unreliable),13.7,39.0
2820,Lonoke County, AR,05085,2011,2011,,69447,,,,,,
2821,Lonoke County, AR,05085,2012,2012,,70101,,,,,,
2822,Lonoke County, AR,05085,2013,2013,13,70807,18.4 (Unreliable),9.8,31.4,17.3 (Unreliable),9.2,29.5
2823,Lonoke County, AR,05085,2014,2014,14,71563,19.6 (Unreliable),10.7,32.8,20.0 (Unreliable),10.9,33.5
2824,Lonoke County, AR,05085,2015,2015,,71697,,,,,,
2825,Lonoke County, AR,05085,2016,2016,18,72228,24.9 (Unreliable),14.8,39.4,24.7 (Unreliable),14.6,39.0
2826,Madison County, AR,05087,1999,1999,,14003,,,,,,
2827,Madison County, AR,05087,2000,2000,,14243,,,,,,
2828,Madison County, AR,05087,2001,2001,,14253,,,,,,
2829,Madison County, AR,05087,2002,2002,,14137,,,,,,
2830,Madison County, AR,05087,2003,2003,,14186,,,,,,
2831,Madison County, AR,05087,2004,2004,,14437,,,,,,
2832,Madison County, AR,05087,2005,2005,,14714,,,,,,
2833,Madison County, AR,05087,2006,2006,,15156,,,,,,
2834,Madison County, AR,05087,2007,2007,,15353,,,,,,
2835,Madison County, AR,05087,2008,2008,,15619,,,,,,
2836,Madison County, AR,05087,2009,2009,,15673,,,,,,
2837,Madison County, AR,05087,2010,2010,,15717,,,,,,
2838,Madison County, AR,05087,2011,2011,,15681,,,,,,
2839,Madison County, AR,05087,2012,2012,,15619,,,,,,
2840,Madison County, AR,05087,2013,2013,,15684,,,,,,
2841,Madison County, AR,05087,2014,2014,,15714,,,,,,
2842,Madison County, AR,05087,2015,2015,,15717,,,,,,
2843,Madison County, AR,05087,2016,2016,,16072,,,,,,
2844,Marion County, AR,05089,1999,1999,,15951,,,,,,
2845,Marion County, AR,05089,2000,2000,,16140,,,,,,
2846,Marion County, AR,05089,2001,2001,,16232,,,,,,
2847,Marion County, AR,05089,2002,2002,,16149,,,,,,
2848,Marion County, AR,05089,2003,2003,,16133,,,,,,
2849,Marion County, AR,05089,2004,2004,,16293,,,,,,
2850,Marion County, AR,05089,2005,2005,,16464,,,,,,
2851,Marion County, AR,05089,2006,2006,,16759,,,,,,
2852,Marion County, AR,05089,2007,2007,,16795,,,,,,
2853,Marion County, AR,05089,2008,2008,,16996,,,,,,
2854,Marion County, AR,05089,2009,2009,,16721,,,,,,
2855,Marion County, AR,05089,2010,2010,,16653,,,,,,
2856,Marion County, AR,05089,2011,2011,,16655,,,,,,
2857,Marion County, AR,05089,2012,2012,,16616,,,,,,
2858,Marion County, AR,05089,2013,2013,,16446,,,,,,
2859,Marion County, AR,05089,2014,2014,,16421,,,,,,
2860,Marion County, AR,05089,2015,2015,,16214,,,,,,
2861,Marion County, AR,05089,2016,2016,,16325,,,,,,
2862,Miller County, AR,05091,1999,1999,,40391,,,,,,
2863,Miller County, AR,05091,2000,2000,,40443,,,,,,
2864,Miller County, AR,05091,2001,2001,,40606,,,,,,
2865,Miller County, AR,05091,2002,2002,,40923,,,,,,
2866,Miller County, AR,05091,2003,2003,,41382,,,,,,
2867,Miller County, AR,05091,2004,2004,,41765,,,,,,
2868,Miller County, AR,05091,2005,2005,,42181,,,,,,
2869,Miller County, AR,05091,2006,2006,,42669,,,,,,
2870,Miller County, AR,05091,2007,2007,,42710,,,,,,
2871,Miller County, AR,05091,2008,2008,,43047,,,,,,
2872,Miller County, AR,05091,2009,2009,,43284,,,,,,
2873,Miller County, AR,05091,2010,2010,,43462,,,,,,
2874,Miller County, AR,05091,2011,2011,,43750,,,,,,
2875,Miller County, AR,05091,2012,2012,,43649,,,,,,
2876,Miller County, AR,05091,2013,2013,,43440,,,,,,
2877,Miller County, AR,05091,2014,2014,,43556,,,,,,
2878,Miller County, AR,05091,2015,2015,,43899,,,,,,
2879,Miller County, AR,05091,2016,2016,,43787,,,,,,
2880,Mississippi County, AR,05093,1999,1999,,52034,,,,,,
2881,Mississippi County, AR,05093,2000,2000,,51979,,,,,,
2882,Mississippi County, AR,05093,2001,2001,,51017,,,,,,
2883,Mississippi County, AR,05093,2002,2002,,49957,,,,,,
2884,Mississippi County, AR,05093,2003,2003,,48554,,,,,,
2885,Mississippi County, AR,05093,2004,2004,,47777,,,,,,
2886,Mississippi County, AR,05093,2005,2005,,47399,,,,,,
2887,Mississippi County, AR,05093,2006,2006,,46983,,,,,,
2888,Mississippi County, AR,05093,2007,2007,,46850,,,,,,
2889,Mississippi County, AR,05093,2008,2008,,47037,,,,,,
2890,Mississippi County, AR,05093,2009,2009,,46857,,,,,,
2891,Mississippi County, AR,05093,2010,2010,,46480,,,,,,
2892,Mississippi County, AR,05093,2011,2011,,46036,,,,,,
2893,Mississippi County, AR,05093,2012,2012,,45531,,,,,,
2894,Mississippi County, AR,05093,2013,2013,,44687,,,,,,
2895,Mississippi County, AR,05093,2014,2014,,44243,,,,,,
2896,Mississippi County, AR,05093,2015,2015,,43699,,,,,,
2897,Mississippi County, AR,05093,2016,2016,10,42835,23.3 (Unreliable),11.2,42.9,22.6 (Unreliable),10.8,41.5
2898,Monroe County, AR,05095,1999,1999,,10387,,,,,,
2899,Monroe County, AR,05095,2000,2000,,10254,,,,,,
2900,Monroe County, AR,05095,2001,2001,,9947,,,,,,
2901,Monroe County, AR,05095,2002,2002,,9700,,,,,,
2902,Monroe County, AR,05095,2003,2003,,9579,,,,,,
2903,Monroe County, AR,05095,2004,2004,,9287,,,,,,
2904,Monroe County, AR,05095,2005,2005,,9176,,,,,,
2905,Monroe County, AR,05095,2006,2006,,8949,,,,,,
2906,Monroe County, AR,05095,2007,2007,,8670,,,,,,
2907,Monroe County, AR,05095,2008,2008,,8456,,,,,,
2908,Monroe County, AR,05095,2009,2009,,8286,,,,,,
2909,Monroe County, AR,05095,2010,2010,,8149,,,,,,
2910,Monroe County, AR,05095,2011,2011,,8070,,,,,,
2911,Monroe County, AR,05095,2012,2012,,7843,,,,,,
2912,Monroe County, AR,05095,2013,2013,,7670,,,,,,
2913,Monroe County, AR,05095,2014,2014,,7612,,,,,,
2914,Monroe County, AR,05095,2015,2015,,7415,,,,,,
2915,Monroe County, AR,05095,2016,2016,,7169,,,,,,
2916,Montgomery County, AR,05097,1999,1999,,9089,,,,,,
2917,Montgomery County, AR,05097,2000,2000,,9245,,,,,,
2918,Montgomery County, AR,05097,2001,2001,,9221,,,,,,
2919,Montgomery County, AR,05097,2002,2002,,9150,,,,,,
2920,Montgomery County, AR,05097,2003,2003,,9239,,,,,,
2921,Montgomery County, AR,05097,2004,2004,,9334,,,,,,
2922,Montgomery County, AR,05097,2005,2005,,9358,,,,,,
2923,Montgomery County, AR,05097,2006,2006,,9437,,,,,,
2924,Montgomery County, AR,05097,2007,2007,,9478,,,,,,
2925,Montgomery County, AR,05097,2008,2008,,9573,,,,,,
2926,Montgomery County, AR,05097,2009,2009,,9490,,,,,,
2927,Montgomery County, AR,05097,2010,2010,,9487,,,,,,
2928,Montgomery County, AR,05097,2011,2011,,9383,,,,,,
2929,Montgomery County, AR,05097,2012,2012,,9320,,,,,,
2930,Montgomery County, AR,05097,2013,2013,,9222,,,,,,
2931,Montgomery County, AR,05097,2014,2014,,9107,,,,,,
2932,Montgomery County, AR,05097,2015,2015,,8972,,,,,,
2933,Montgomery County, AR,05097,2016,2016,,8879,,,,,,
2934,Nevada County, AR,05099,1999,1999,,10066,,,,,,
2935,Nevada County, AR,05099,2000,2000,,9955,,,,,,
2936,Nevada County, AR,05099,2001,2001,,9774,,,,,,
2937,Nevada County, AR,05099,2002,2002,,9652,,,,,,
2938,Nevada County, AR,05099,2003,2003,,9590,,,,,,
2939,Nevada County, AR,05099,2004,2004,,9535,,,,,,
2940,Nevada County, AR,05099,2005,2005,,9479,,,,,,
2941,Nevada County, AR,05099,2006,2006,,9383,,,,,,
2942,Nevada County, AR,05099,2007,2007,,9267,,,,,,
2943,Nevada County, AR,05099,2008,2008,,9062,,,,,,
2944,Nevada County, AR,05099,2009,2009,,9058,,,,,,
2945,Nevada County, AR,05099,2010,2010,,8997,,,,,,
2946,Nevada County, AR,05099,2011,2011,,9009,,,,,,
2947,Nevada County, AR,05099,2012,2012,,8911,,,,,,
2948,Nevada County, AR,05099,2013,2013,,8791,,,,,,
2949,Nevada County, AR,05099,2014,2014,,8689,,,,,,
2950,Nevada County, AR,05099,2015,2015,,8553,,,,,,
2951,Nevada County, AR,05099,2016,2016,,8398,,,,,,
2952,Newton County, AR,05101,1999,1999,,8475,,,,,,
2953,Newton County, AR,05101,2000,2000,,8608,,,,,,
2954,Newton County, AR,05101,2001,2001,,8534,,,,,,
2955,Newton County, AR,05101,2002,2002,,8534,,,,,,
2956,Newton County, AR,05101,2003,2003,,8613,,,,,,
2957,Newton County, AR,05101,2004,2004,,8503,,,,,,
2958,Newton County, AR,05101,2005,2005,,8467,,,,,,
2959,Newton County, AR,05101,2006,2006,,8474,,,,,,
2960,Newton County, AR,05101,2007,2007,,8428,,,,,,
2961,Newton County, AR,05101,2008,2008,,8423,,,,,,
2962,Newton County, AR,05101,2009,2009,,8311,,,,,,
2963,Newton County, AR,05101,2010,2010,,8330,,,,,,
2964,Newton County, AR,05101,2011,2011,,8278,,,,,,
2965,Newton County, AR,05101,2012,2012,,8087,,,,,,
2966,Newton County, AR,05101,2013,2013,,8078,,,,,,
2967,Newton County, AR,05101,2014,2014,,7914,,,,,,
2968,Newton County, AR,05101,2015,2015,,7923,,,,,,
2969,Newton County, AR,05101,2016,2016,,7936,,,,,,
2970,Ouachita County, AR,05103,1999,1999,,28954,,,,,,
2971,Ouachita County, AR,05103,2000,2000,,28790,,,,,,
2972,Ouachita County, AR,05103,2001,2001,,28088,,,,,,
2973,Ouachita County, AR,05103,2002,2002,,27701,,,,,,
2974,Ouachita County, AR,05103,2003,2003,,27488,,,,,,
2975,Ouachita County, AR,05103,2004,2004,,27107,,,,,,
2976,Ouachita County, AR,05103,2005,2005,,26934,,,,,,
2977,Ouachita County, AR,05103,2006,2006,,26656,,,,,,
2978,Ouachita County, AR,05103,2007,2007,,26448,,,,,,
2979,Ouachita County, AR,05103,2008,2008,,26202,,,,,,
2980,Ouachita County, AR,05103,2009,2009,,26024,,,,,,
2981,Ouachita County, AR,05103,2010,2010,,26120,,,,,,
2982,Ouachita County, AR,05103,2011,2011,,25727,,,,,,
2983,Ouachita County, AR,05103,2012,2012,,25405,,,,,,
2984,Ouachita County, AR,05103,2013,2013,,24969,,,,,,
2985,Ouachita County, AR,05103,2014,2014,,24799,,,,,,
2986,Ouachita County, AR,05103,2015,2015,,24370,,,,,,
2987,Ouachita County, AR,05103,2016,2016,,24098,,,,,,
2988,Perry County, AR,05105,1999,1999,,10097,,,,,,
2989,Perry County, AR,05105,2000,2000,,10209,,,,,,
2990,Perry County, AR,05105,2001,2001,,10306,,,,,,
2991,Perry County, AR,05105,2002,2002,,10363,,,,,,
2992,Perry County, AR,05105,2003,2003,,10346,,,,,,
2993,Perry County, AR,05105,2004,2004,,10352,,,,,,
2994,Perry County, AR,05105,2005,2005,,10356,,,,,,
2995,Perry County, AR,05105,2006,2006,,10352,,,,,,
2996,Perry County, AR,05105,2007,2007,,10496,,,,,,
2997,Perry County, AR,05105,2008,2008,,10441,,,,,,
2998,Perry County, AR,05105,2009,2009,,10443,,,,,,
2999,Perry County, AR,05105,2010,2010,,10445,,,,,,
3000,Perry County, AR,05105,2011,2011,,10392,,,,,,
3001,Perry County, AR,05105,2012,2012,,10336,,,,,,
3002,Perry County, AR,05105,2013,2013,,10337,,,,,,
3003,Perry County, AR,05105,2014,2014,,10244,,,,,,
3004,Perry County, AR,05105,2015,2015,,10182,,,,,,
3005,Perry County, AR,05105,2016,2016,,10132,,,,,,
3006,Phillips County, AR,05107,1999,1999,,26817,,,,,,
3007,Phillips County, AR,05107,2000,2000,,26445,,,,,,
3008,Phillips County, AR,05107,2001,2001,,25821,,,,,,
3009,Phillips County, AR,05107,2002,2002,,25067,,,,,,
3010,Phillips County, AR,05107,2003,2003,,24520,,,,,,
3011,Phillips County, AR,05107,2004,2004,,24174,,,,,,
3012,Phillips County, AR,05107,2005,2005,,23946,,,,,,
3013,Phillips County, AR,05107,2006,2006,,23244,,,,,,
3014,Phillips County, AR,05107,2007,2007,,22775,,,,,,
3015,Phillips County, AR,05107,2008,2008,,22411,,,,,,
3016,Phillips County, AR,05107,2009,2009,,21976,,,,,,
3017,Phillips County, AR,05107,2010,2010,,21757,,,,,,
3018,Phillips County, AR,05107,2011,2011,,21413,,,,,,
3019,Phillips County, AR,05107,2012,2012,,20762,,,,,,
3020,Phillips County, AR,05107,2013,2013,,20437,,,,,,
3021,Phillips County, AR,05107,2014,2014,,19938,,,,,,
3022,Phillips County, AR,05107,2015,2015,,19534,,,,,,
3023,Phillips County, AR,05107,2016,2016,,18975,,,,,,
3024,Pike County, AR,05109,1999,1999,,11155,,,,,,
3025,Pike County, AR,05109,2000,2000,,11303,,,,,,
3026,Pike County, AR,05109,2001,2001,,11306,,,,,,
3027,Pike County, AR,05109,2002,2002,,11321,,,,,,
3028,Pike County, AR,05109,2003,2003,,11243,,,,,,
3029,Pike County, AR,05109,2004,2004,,11246,,,,,,
3030,Pike County, AR,05109,2005,2005,,11216,,,,,,
3031,Pike County, AR,05109,2006,2006,,11262,,,,,,
3032,Pike County, AR,05109,2007,2007,,11342,,,,,,
3033,Pike County, AR,05109,2008,2008,,11283,,,,,,
3034,Pike County, AR,05109,2009,2009,,11260,,,,,,
3035,Pike County, AR,05109,2010,2010,,11291,,,,,,
3036,Pike County, AR,05109,2011,2011,,11239,,,,,,
3037,Pike County, AR,05109,2012,2012,,11270,,,,,,
3038,Pike County, AR,05109,2013,2013,,11126,,,,,,
3039,Pike County, AR,05109,2014,2014,,11002,,,,,,
3040,Pike County, AR,05109,2015,2015,,10854,,,,,,
3041,Pike County, AR,05109,2016,2016,,10832,,,,,,
3042,Poinsett County, AR,05111,1999,1999,,25525,,,,,,
3043,Poinsett County, AR,05111,2000,2000,,25614,,,,,,
3044,Poinsett County, AR,05111,2001,2001,,25498,,,,,,
3045,Poinsett County, AR,05111,2002,2002,,25213,,,,,,
3046,Poinsett County, AR,05111,2003,2003,,25177,,,,,,
3047,Poinsett County, AR,05111,2004,2004,,25039,,,,,,
3048,Poinsett County, AR,05111,2005,2005,,25058,,,,,,
3049,Poinsett County, AR,05111,2006,2006,,24904,,,,,,
3050,Poinsett County, AR,05111,2007,2007,,24813,,,,,,
3051,Poinsett County, AR,05111,2008,2008,,24599,,,,,,
3052,Poinsett County, AR,05111,2009,2009,,24632,,,,,,
3053,Poinsett County, AR,05111,2010,2010,,24583,,,,,,
3054,Poinsett County, AR,05111,2011,2011,,24446,,,,,,
3055,Poinsett County, AR,05111,2012,2012,,24293,,,,,,
3056,Poinsett County, AR,05111,2013,2013,,24156,,,,,,
3057,Poinsett County, AR,05111,2014,2014,,24155,,,,,,
3058,Poinsett County, AR,05111,2015,2015,,24028,,,,,,
3059,Poinsett County, AR,05111,2016,2016,,24023,,,,,,
3060,Polk County, AR,05113,1999,1999,,20079,,,,,,
3061,Polk County, AR,05113,2000,2000,,20229,,,,,,
3062,Polk County, AR,05113,2001,2001,,20189,,,,,,
3063,Polk County, AR,05113,2002,2002,,20243,,,,,,
3064,Polk County, AR,05113,2003,2003,,20199,,,,,,
3065,Polk County, AR,05113,2004,2004,,20057,,,,,,
3066,Polk County, AR,05113,2005,2005,,20203,,,,,,
3067,Polk County, AR,05113,2006,2006,,20422,,,,,,
3068,Polk County, AR,05113,2007,2007,,20377,,,,,,
3069,Polk County, AR,05113,2008,2008,,20388,,,,,,
3070,Polk County, AR,05113,2009,2009,,20583,,,,,,
3071,Polk County, AR,05113,2010,2010,,20662,,,,,,
3072,Polk County, AR,05113,2011,2011,,20562,,,,,,
3073,Polk County, AR,05113,2012,2012,,20440,,,,,,
3074,Polk County, AR,05113,2013,2013,,20361,,,,,,
3075,Polk County, AR,05113,2014,2014,,20252,,,,,,
3076,Polk County, AR,05113,2015,2015,,20225,,,,,,
3077,Polk County, AR,05113,2016,2016,,20173,,,,,,
3078,Pope County, AR,05115,1999,1999,,54300,,,,,,
3079,Pope County, AR,05115,2000,2000,,54469,,,,,,
3080,Pope County, AR,05115,2001,2001,,54986,,,,,,
3081,Pope County, AR,05115,2002,2002,,55405,,,,,,
3082,Pope County, AR,05115,2003,2003,,55622,,,,,,
3083,Pope County, AR,05115,2004,2004,,56606,,,,,,
3084,Pope County, AR,05115,2005,2005,11,57535,19.1 (Unreliable),9.5,34.2,20.6 (Unreliable),10.3,36.9
3085,Pope County, AR,05115,2006,2006,,58809,,,,,,
3086,Pope County, AR,05115,2007,2007,,59793,,,,,,
3087,Pope County, AR,05115,2008,2008,,60528,,,,,,
3088,Pope County, AR,05115,2009,2009,,61302,,,,,,
3089,Pope County, AR,05115,2010,2010,10,61754,16.2 (Unreliable),7.8,29.8,18.0 (Unreliable),8.6,33.1
3090,Pope County, AR,05115,2011,2011,10,62646,16.0 (Unreliable),7.7,29.4,17.6 (Unreliable),8.5,32.4
3091,Pope County, AR,05115,2012,2012,,62631,,,,,,
3092,Pope County, AR,05115,2013,2013,,62538,,,,,,
3093,Pope County, AR,05115,2014,2014,,63094,,,,,,
3094,Pope County, AR,05115,2015,2015,,63492,,,,,,
3095,Pope County, AR,05115,2016,2016,10,63779,15.7 (Unreliable),7.5,28.8,16.0 (Unreliable),7.3,30.3
3096,Prairie County, AR,05117,1999,1999,,9590,,,,,,
